character,dialog
ENNIS," That's Signal, ain't it?"
TRUCKER, Was the last time I come this way.
ENNIS,‘Scuse me. Mightin' you tell me where the Farm and Ranch Employment Office is at?
OLD MAN, In that there trailer house. Three Dlocks down. You'll see it.
OLD MAN,"Don't let that goddamn Joe Aguirre send you up to Brokeback without no thirty- ought. There's coyotes and coyotes up there, they'll eat your damn sheep and your damn jackass, too. With a thirty- ought, you might hold your own."
ENNIS,Sir?
OLD MAN,"Where was you raised, bud?"
ENNIS,"Un, Sage."
OLD MAN,"Why, that ain't hardly in Wyoming, that's nearly to Utah. You ain't a damn Mormon, are you?"
ENNIS,"No, Sir.I just never heard a no place called Brokeback."
OLD MAN,Don't you let that damn Joe Aguirre send you up there with no twenty-two. Coyotes don't mind a twenty-two. Make sure he gives you a thirty-ought.
JOE AGUIRRE," If you pair a deuces are lookin’ for work, I suggest you get your asses in here, pronto."
JOE AGUIRRE,"Forest Service got designated campsites on the allotments. Them camps can be 3, 4 miles from where we pasture the woollies. Bad predator loss if there's nobody lookin' after ‘em at night. What I want is a camp tender in the main camp where the Forest Service says, but the herder....-pitch a pup tent on the 0.T. with the sheep, and he's goin a sleep there. Eat supper, breakfast in camp, but sleep with the sheep, hundred percent, no fire, don't leave no sign. Roll up that tent every mornin' case Forest Service snoops around."
JOE AGUIRRE,"No. Wo. Not on your fuckin’ life.Got the dogs, your 30/30, sleep there. Last summer had goddamn near 25% loss. Don't want that again. You...  -++Fridays noon be down at the bridge with your grocery list and mules. Somebody with supplies will be there in a pickup."
JACK,Jack Twist.
ENNIS, Ennis.
JACK,Your folks just stop at Ennis?
ENNIS, Del Mar.
BARTENDER,We ain't open ‘til ten.
JACK," Me and my partner here, we got us a summer's worth a drinkin' to do today. Reckon we're gonna need that extra hour."
BARTENDER, Told you...we open at ten.
WAITRESS,"Aw, lay off ‘em, Royce. They're just buttons."
WAITRESS,You boys have a seat.
WAITRESS,"Now then, what'll you have?"
JACK,"Bud, please."
ENNIS,Bud.
JACK,"My second year up here. Last year one storm the lightnin' kilt 42 sheep. Thought I'd asphyxiate from the smell. We need to take plenty of whiskey, for when the lightnin‘' starts."
WAITRESS,"You drinkin‘ that beer, or was you plannin‘ a grow flowers in it?"
JACK,Speaks first.
JACK," Tell you what, ma'am, you just keep linin‘’ ‘em up."
ENNIS,I ain't get but a buck and some change.
JACK,You drink up. I'll worry ‘bout the tab.
WAITRESS,That‘s more like it.
ENNIS,What was you sayin’ ‘bout Lightnin‘?
JACK,"It smoked some sheep. Aguirre got all over my ass like It smoked some sheep. Aguirre got all over my ass like I was supposed to control the weather. Beats workin‘ for my old man. Can't please my old man, no way. That's why I took to rodeoin’. Ever rodeo?"
ENNIS,"Once in a while, when  Ican afford the entry fees."
JACK,You from ranching people?
ENNIS,I was 
JACK,Folks run you off?
ENNIS,"No. They run themselves off. One curve in the road in 43 miles, and they miss it. Killed ‘em both.  Bank took the ranch. Brother and sister raised me, mostly."
JACK,"Shit. That's hard.Two shots of whiskey, right quick."
BASQUE,"You boys need to stick close to them sheep. Don't let ‘em Stray. Joe'll have your ass, if you do."
JACK," Priend, you worry ‘bout the drivin’. We'll worry ‘bout the sheep."
BASQUE,"Only thing, don't never order soup. {spits} Them boxes of soup are hard to pack."
ENNIS,Don't eat soup.
ENNIS,That horse looks like it’s got a low Startie point. Might throw you and that pup both.
JACK,"I doubt there's a horsé in this string that can throw me. Let's get, ‘less you wanna Stand here and tie knots all day."
JACK,"That Joe Aguirre, ‘sleep with the sheep, no fire'. Shit. Can‘t wait ‘til got my own spread, won't have to put up with his shit no more."
