character,dialog
RON STALLWORTH,"I said, I don't have any Toads. I do have Human Beings and if you give me their names I can pull the Files."
SGT. MORRIS,"Heard you think you Hot Shit but you ain't nuthin' but a Cold Fart. Name's Maurice, Maurice Smalls...That respectful enough for you, Officer Toad."
RON STALLWORTH,Let me tell you something Sergeant. The day of the Toads in The Records Room is over. You want to find a Toad... go look in the water out at Rainbow Falls. They got them there.
RON STALLWORTH,"In reality, I didn't say anything."
RON STALLWORTH,"I did it the Jackie Robinson Way and swallowed Racial Justice for The Bigger goal of keeping The Peace and moving The Baserunner around The Bases... but I wanted to lay his Ass out but I pushed my anger down, kept it to myself."
RON STALLWORTH,"It's No wonder Jackie died at Age 53, hair White as Snow. God Bless His Soul."
RON STALLWORTH,Hello.
CHIEF TAGGERT,It's Taggert. You sleeping?
RON STALLWORTH,"Yes, Chief, I was. Just worked a Night Shift."
CHIEF TAGGERT,"I changed my mind, you're gonna come in a little earlier today. We've got an assignment for you. 12 Noon. Sharp. Narcotics Division. Wear Street clothes."
RON STALLWORTH,"Yes Sir, see you then. Thank You. Thank You."
CHIEF TAGGERT,Stallworth.
CHIEF TAGGERT,We've got limited time so I'll be quick. That Black Radical Stokely Carmichael is giving a Speech Tonight at Bell's Nightingale.
RON STALLWORTH,The Nightclub?
CHIEF TAGGERT,The only Black Nightclub in Town.
CHIEF TAGGERT,"Carmichael is a former High Muckity- Muck with The Black Panthers and as far as I'm concerned, FBI Director J. Edgar Hoover was dead right when he said The Black Panthers is The Greatest Internal Threat to The Security of these United States. This Carmichael Guy, former Panther or not, they say he's a Damn Good Speaker and we don't want this Carmichael getting into The Minds of our Good Negroes stirred up here in Colorado Springs."
CHIEF TAGGERT,"Ron, your assignment is to go to this Rally tonight and infiltrate these Bunch of Subversive's and monitor The Audience reaction to Carmichael's speech. You ready?"
RON STALLWORTH,Born Ready.
RON STALLWORTH,Any chance this thing Fucks Up?
JIMMY,A good chance.
RON STALLWORTH,Then what?
CHUCK,Just stick to The Game Plan.
RON STALLWORTH,Which is?
CHUCK,"Improvise. Like Jazz. This isn't some Big Bust. We just want some Intel, that's it."
JIMMY,What happens if someone offers you a Marijuana Cigarette?
RON STALLWORTH,You mean a Joint?
JIMMY,Yeah.
RON STALLWORTH,"""Soul Brother, I'm already High on Life. Can you Dig It?"""
JIMMY,And if someone pulls a Gun on you?
RON STALLWORTH,You expecting that?
JIMMY,"Barrel of a 45's in your face, Finger on the Trigger, now what?"
RON STALLWORTH,"Blood, get that Gun out my face. Peace Love and Soul."
CHUCK,Drop it.
RON STALLWORTH,"I de-escalate. Talk calmly, firmly. Find a way out of there, A-Sap."
CHUCK,"Relax, we'll be outside, listening in."
RON STALLWORTH,Can I order a Drink at The Bar?
JIMMY,"That's fine, just don't get Shit Face."
CHUCK,Got it?
RON STALLWORTH,I got it. I'm gone.
RON STALLWORTH,"How are you doing, my Queen?"
PATRICE,"I'm doing fine, my Soldier. This is going to be an Amazing Night."
RON STALLWORTH,Indeed it is.
PATRICE,Have you heard Brother Kwame speak before?
RON STALLWORTH,Who?
PATRICE,Kwame Ture.
RON STALLWORTH,"Actually, I haven't, I didn't know he changed his name."
PATRICE,"Yes, after he moved to Africa. He took the names of Kwame Nkrumahm of Ghana and his Mentor Sekou Toure of Guinea to honor The Great Leaders."
RON STALLWORTH,That's Heavy. I can dig that. Do you know how he got to Colorado Springs?
PATRICE,The Colorado College Black Student Union brought him in.
RON STALLWORTH,"You ah, you with Black Student Union."
PATRICE,I'm The President.
RON STALLWORTH,Right On. Right On.
RON STALLWORTH,Rum and Coke with Lime.
PATRICE,"The Black Student Union of Colorado College is honored to bring The Vanguard of Revolutionaries fighting for The Rights of Black People all over The World. Let's show some Black Love to The One and Only, The Former Prime Minister of The Black Panther Party, The Brother Man with The Plan who's giving it to the Man, put your Hands together my People... for Our Kwame Ture."
KWAME TURE,"Thank you all for coming out tonight, My Beloved Sista's and Brotha's. I Thank you..."
KWAME TURE,"...I'm here to tell you this evening it is time for you to stop running away from being Black. You are College Students, you should think. It is time for you to understand that you as The growing Intellectuals, The Black Intellectuals of this Country, you must define Beauty for Black People."
KWAME TURE,"Beauty is defined by someone with a Narrow Nose, Thin Lips, White Skin. You ain't got none of that. If your Lips are Thick, Bite them in. Hold your Nose! Don't drink Coffee because it makes you Black!"
KWAME TURE,"Your Nose is Boss, your Lips are Thick, you are Black and you are Beautiful!"
KWAME TURE,"We want to be like The White people that oppress us in this Country and since they hate us, we hate ourselves. You dig Tarzan? I remember that when I was a Boy I used to go see Tarzan Movies on Saturdays. White Tarzan used to Beat up The Black Natives. I would sit there yelling ""Kill The Beasts, Kill The Savages, Kill 'Em!"" Actually I was saying: ""Kill Me."" It was as if a Jewish Boy watched Nazis taking Jews off to Concentration Camps and cheered them on. Today, I want The Chief to beat The Hell out of Tarzan and send him back to Europe. But it takes time to become Free of The Lies and their shaming effect on Black Minds. It takes time to reject the most Important Lie: that Black People inherently can't do the same things White People can do unless White People help them."
RON STALLWORTH,Right on!!! Right On!!!
KWAME TURE,"The White West are the most Violent People on The Face of The Earth. They have used Violence to get everything they have. And yet, they're the First to talk about Violence. I never get caught up with Violence. As a matter of fact, one of my Favorite Quotes that stops all the talk about it is from Sartre: ""What then did you expect when you unbound The Gag that muted The Black Mouth? That they would chant your praises? Did you think that when those Heads that our Fathers had forcefully bowed down to the ground were raised again, you would find adoration in their eyes?"" That's Jean-Paul Sartre, not me."
KWAME TURE,"If a White Man wants to Lynch Me, that's his Problem. If he's got The Power to Lynch Me, that's My Problem. Racism is not a question of Attitude; it's a question of Power."
KWAME TURE,It is White Power that makes The Laws and it is Violent White Power in the form of armed White Cops that enforces their Laws with Guns and Nightsticks. The vast majority of Negroes in this Country live in Captive Communities and must endure their conditions of Oppression because and only because they are Black and Powerless. Now We are being shot down like Dogs in the streets by White Racist Policemen. We can no longer accept this Oppression without retribution. The War in Vietnam is Illegal and Immoral. I'd rather see a Brother Kill a Cop than Kill a Vietnamese. At least he's got a reason for Killing The Cop. When you Kill a Vietnamese you're a Hero and you don't even know why you Killed him. At least if you Kill a Cop you're doing it for a reason.
KWAME TURE,"We are on The Move for Our Liberation. We're tired of trying to prove things To White People. We're tired of trying to explain to White People that we're not going to hurt them. We re concerned with getting things We want. The thing we have to have to function. The question is, Will White People overcome their Racism and allow for that to happen in this Country? If not, We have no choice but to say very clearly, ""Move onover or We're going to move over you,"" sure as the Night follows day."
KWAME TURE,"Let me remind you of a Poem By Prime Minister Winston Churchill read when England was getting ready to Attack Germany. It Was written by a Black Man named Claude McKay from Jamaica and He wrote it for Black People. It is called ""IF WE MUST DIE"". It is our Poem Today in The United States. ""If We must Die, let it not be like Hogs Hunted and Penned in an Inglorious Spot While round us Bark The Mad Hungry Dogs Makin Their Mock at Our Accursed Lot. If We must Die, O let Us Nobly Die, So that Our Precious Blood may not be Shed In Vain; then even The Monsters We Defy Shall be constrained to Honor us though Dead O Kinsmen!!! We Must meet The Common Foe!!! Though Far Outnumbered Let Us Show Us Brave And for their Thousand Blows deal One Deathblow! What though before us lies The Open Grave? Like Men we'll face The Murderous, Cowardly Pack Pressed to The Wall, dying, but Fighting Back!"""
KWAME TURE,"That's Brother Claude McKay, not me. In closing I know it's getting late, may I leave you Sista's and Brothers with these Last Words. ""If I am not for myself, who will be? If I am for myself alone, who am I? If not now, when? And if not you, who?"" We need an Undying Love for Black People wherever We may be. Good Night and POWER TO THE PEOPLE, POWER TO THE"
RON STALLWORTH,"Brother Ture, do you really think a War between The Black and White Race is inevitable?"
KWAME TURE,"Brother, arm yourself. Get ready. The Revolution is coming. We must pick up a Gun and prepare ourselves...Trust me, it is coming."
KWAME TURE,"Thank you for your support, Brother."
RON STALLWORTH,I don't know what you have planned now but maybe I could buy you a Drink?
PATRICE,"I'm waiting for Kwame, I have to make sure he gets back safely to the Hotel and he's squared away."
RON STALLWORTH,I can dig it.
PATRICE,"Maybe, if it's not too late, I'll meet you at The Red Lantern. You know where that is?"
RON STALLWORTH,I do.
PATRICE,So I'll see you then.
RON STALLWORTH,Cool. Power to The People.
PATRICE,Sorry I'm late...
PATRICE,"My sincere apologies, you won't believe what happened."
PATRICE,"Bro Pope, Seven and Seven, please... The Pigs pulled us over."
RON STALLWORTH,Say what?
PATRICE,"Yeah, they knew Kwame was in Town. Made us get out the Car. Pigs pulled us over for no reason. Total harassment."
RON STALLWORTH,True?
PATRICE,"Truth, you know how they are."
PATRICE,"Yeah, we were guilty of being Black while driving in America!!!"
SGT. MORRIS,All right everybody out the vehicle. Now!!!
SGT. MORRIS,I don't wanna see nuthin' but Black Asses and Black Elbows. Spread 'em!!!
SGT. MORRIS,Search The Car. I know these Niggers are holding something.
OFFICER MORRIS,You that so called Big Shot Panther Nigger aren't you. Heard you was in Town.
KWAME TURE,"My Name is Kwame Ture... Are We Guilty of ""Drivin' While Black""?...PIG!!!"
OFFICER MORRIS,"I know you Black Bastards are holding. What you got in there some Weed, Pills, Heroin?"
WESSON,It's clean.
SGT. MORRIS,You get this Black Panther outta' Colorado Springs before Sunrise. Hear
RON STALLWORTH,Did you see the Officer's names?
PATRICE,I know I should have but the whole thing was so frightening... I didn't.
RON STALLWORTH,I'm sorry.
CHIEF TAGGERT,What was the Room like?
RON STALLWORTH,Folks were hanging on every word.
CHIEF TAGGERT,He had them pretty riled up?
RON STALLWORTH,But I'm not sure that means Black Folks were ready to start a Riot.
CHIEF TAGGERT,What makes you think that?
RON STALLWORTH,Nobody was talking about that. That wasn't the Mood. Everybody was Cool.
CHIEF TAGGERT,"He told a Crowd of ""Black Folks"" to get ready for a Race War. That they were going to have to arm themselves. What about that?"
RON STALLWORTH,"Yeah, he said that but I think that was just talk. You know, Rhetoric."
CHUCK,That's what I thought too.
CHIEF TAGGERT,Thank God Carmichael has left Colorado Springs.
RON STALLWORTH,Kwame Ture.
CHIEF TAGGERT,What?
RON STALLWORTH,He changed his name from Stokely Carmichael to Kwame Ture.
CHIEF TAGGERT,Sure.
RON STALLWORTH,Did you hear the Story Patrice told me about how the CSPD pulled over her and Ture?
CHIEF TAGGERT,No. We didn't hear that.
CHIEF TAGGERT,Patrice. She's the one from The Black Student Union? They brought Too-Ray in.
RON STALLWORTH,"Kwame Ture, Correct."
CHIEF TAGGERT,You got pretty Chummy with her?
RON STALLWORTH,"Just doing my job, Chief. Undercover."
CHIEF TAGGERT,Yeah and it better not be Under the Cover Of The Sheets.
RON STALLWORTH,I would never jeopardize a Case...
CHIEF TAGGERT,...Prepare an In-Depth Report and leave it at my desk. Report back to your regular assignment tomorrow.
JIMMY,Good work.
CHIEF TAGGERT,Ron.
CHIEF TAGGERT,Let's take a walk.
CHIEF TAGGERT,"I read your Report. Excellent work, slept on it- I'm transferring you into Intelligence."
RON STALLWORTH,"What will I be doing, Chief?"
CHIEF TAGGERT,Intelligence.
RON STALLWORTH,"The Seventies was a Radical Time. The Murder of Four Students at Kent State during an Anti-War Protest made Young People Madder than Hell. While The Murder of Two Black Students at Jackson State By Jackson, Mississippi Police was swept under The Rug. There were too many Left Wing Radical Groups to count: The United Freedom Front, The Weathermen Underground, an Off shoot of SDS, FALN, Black Panthers, Black Liberation Front, New World Liberation Front and Kidnapped Heiress Patty Hearst and the Symbionese Liberation Army. There were Bombings at Fresno State, University of Wisconsin-Madison, The City Hall in Portland. It was The War At Home. Like the T.V. Show Mission Impossible, My assignment - if I wanted to accept it, was to keep tabs on these Groups...locally. Here we
had."
RON STALLWORTH,"...the Progressive Labor Party PLP, Committee Against Racism CAR and INCAR International Committee Against Racism and Patrice and her Black Student Union Members at Colorado College. But there was One More."
PRE-RECORDED MESSAGE,You have reached The Colorado Springs Chapter of The Ku Klux Klan. Please leave a message... God Bless White America.
RON STALLWORTH,"Hello, this is Ron Stallworth calling. Saw your Advertisement in The Colorado Springs Gazette. I'm interested in receiving some Reading Materials. My Phone Number is 403- 9994. Looking forward to you returning my call. God Bless White America."
CHUCK,Did I just hear you use your Real Name?
RON STALLWORTH,Motherfucker!!!
CHUCK,"Yeah, Motherfuckin' Amateur Hour. What were you thinkin'?"
RON STALLWORTH,Motherfuckin' wasn't.
CHUCK,You dialed. Pick it up.
RON STALLWORTH,This is Ron.
DEEP THROAT,This is Ken. Returning your call... From The Organization.
RON STALLWORTH,The Organization?
DEEP THROAT,"Yes. Well we appreciate your interest. So what is your Story, Ron?"
RON STALLWORTH,"I Hate Niggers, Jews, Mexicans, Spics, Chinks but especially Niggers and anyone else that does not have pure White Aryan Blood running through their Veins."
RON STALLWORTH,"In fact, my Sister was recently accosted by a Nigger..."
RON STALLWORTH,...Every time I think about that Black Baboon putting his Filthy Black Hands on her White as Pure Driven Snow Body I wanna Puke!!!
DEEP THROAT,You're just the kind of Guy we're looking for. When can we meet?
RON STALLWORTH,How about Friday night? After I get off work?
DEEP THROAT,"Fantastic! I'll get back to you with details.  Take care, Buddy Boy."
RON STALLWORTH,Looking forward to meeting you.
CHUCK,Good Luck Ron with your New Redneck Friend.
SGT. TRAPP,They want you to join The Klan?
RON STALLWORTH,Well... they want to meet me First.
SGT. TRAPP,They want to meet you.
RON STALLWORTH,I'll need another Undercover to go in my place.
SGT. TRAPP,Yeah... you probably shouldn't go to that meeting.
RON STALLWORTH,You think?
SGT. TRAPP,We'd have to go to Narcotics. Meaning we'd have to deal with Taggert.
RON STALLWORTH,Damn.
CHIEF TAGGERT,This is a first for me.
CHIEF TAGGERT,When is this meeting?
SGT. TRAPP,48 hours.
CHIEF TAGGERT,I can't spare any Men.
SGT. TRAPP,I've looked over your Logs and it seems you can spare them.
CHIEF TAGGERT,"Sgt. Trapp, Ron spoke to the Man on the phone. When they hear the Voice of one of my Guys, they'll know the difference."
RON STALLWORTH,"Why so, Chief?"
CHIEF TAGGERT,Want me to spell it out? He'll know the difference between how a White Man talks and a Negro.
RON STALLWORTH,What does a Black Man talk like?
SGT. TRAPP,"Ron, I think what The Chief is trying to say is..."
RON STALLWORTH,"...If you don't mind, I'd like to talk for myself. How exactly does a Black Man talk?"
CHIEF TAGGERT,You know... YOU KNOW!!!
RON STALLWORTH,"Chief, some of us can speak King's English and Jive. I happen to be fluent in both."
CHIEF TAGGERT,"Ron, how do you propose to make this investigation?"
RON STALLWORTH,"I have established contact and created some familiarity with The Klansmen over the phone. I will continue that role but another Officer, a White Officer, will play Me when they meet Face to Face.  In essence, there will be Two Ron Stallworth's, a Black One and a White One. Of course the challenge is to convince The Klan at all times they are dealing with only ONE Ron Stallworth...THE WHITE RON"
CHIEF TAGGERT,...My Point Exactly!!!...
RON STALLWORTH,...This other Officer and I will need to work very closely together.  We'll need to know ever aspect of each other's dealings with The KKK. Black Ron Stallworth on The phone and White Ron Stallworth Face to Face. Every detail will be critical.  We'll have to create a Flow between us so we never drop a Beat. So there becomes a combined Ron Stallworth.
CHIEF TAGGERT,Can you do that?
RON STALLWORTH,I believe we can... With The Right White Man.
CHIEF TAGGERT,If anything happens to my Man there won't be Two Ron Stallworth's. They'll be none.
CHUCK,"Can't believe I'm doing this. Hey, Jimmy when's the last time they let a rookie head up an investigation. Oh that's right, NEVER."
JIMMY,"The Mic has been cutting in and out lately, so watch that."
CHUCK,This meet your approval... Sir?
RON STALLWORTH,A Cracker. Perfect for the part.
RON STALLWORTH,Let's hear it again.
CHUCK,This is the last damn time. Got it.
RON STALLWORTH,Indulge me...
CHUCK,... Ron Stallworth. I do Wholesale Manufacturing.
RON STALLWORTH,Whereabout?
CHUCK,Pueblo.
JIMMY,What's that commute like?
CHUCK,Straight-shot down I-25. Hour tops.
RON STALLWORTH,Long ride. What do you listen to?
CHUCK,"KWYD. Christian Talk in The Morning, although the Signal starts to cut out near Pueblo. On the way back I go for 102.7 to get my AC/DC Fix. Only I have to change The Station every time that Fag Freddie Mercury pipes on."
RON STALLWORTH,Remember you've got to retain the details of what you share with them so I can be White Ron Stallworth.
CHUCK,"Jimmy, I always wanted to grow up to be Black. As a Kid all my Heroes were Black Guys. Willie Mays, Wilt The Stilt but my favorite is O.J."
JIMMY,Love Fuckin' O.J.
RON STALLWORTH,"Well, don't share your Love of The Brothers with these Guys. It's strictly Ajax White Knight Love of White Folks."
CHUCK,"I get to play you but you don't get to play me. Jimmy, I'd get a kick outta seeing somebody playing me."
RON STALLWORTH,"Oh, I get to play you and Jimmy and all the other guys in the Station... Everyday."
RON STALLWORTH,Who are you meeting?
CHUCK,Ken O'Dell.
RON STALLWORTH,"Become Ken's Friend, get invited back."
CHUCK,"Is that it, Sir?"
JIMMY,I'd try to leave out the part where your Ancestors Killed Jesus Christ.
RON STALLWORTH,You're Jewish?
RON STALLWORTH,It's Ken.
BUTCH,Ron Stallworth?
CHUCK,That's me. And you must be Ken.
BUTCH,Name's Butch.
CHUCK,I was told I'd be meeting with Ken O'Dell.
BUTCH,"Change of plans, Mack. I'm gonna need you to hop in The Pickup."
CHUCK,"Okay, well how about I just follow you..."
BUTCH,...No Can Do. I gotta take you. Security.
BUTCH,"You for White Supremacy, Ron?"
CHUCK,Hell Yeah!!! Been having some trouble lately with Local Niggers.
BUTCH,Since The Civil War it's always trouble with Niggers. Ken said something about your Sister?
CHUCK,Makes me wanna Puke just thinkin' 'bout it.
CHUCK,"But it's also the, like, camaraderie I'm looking for, with The Klan."
BUTCH,Da Fuck did you say?
CHUCK,Camaraderie...?
BUTCH,No. The other word.
CHUCK,The Klan...?
BUTCH,"...Not ""The Klan."" It's The Organization. The Invisible Empire has managed to stay Invisible for a reason. Do Not Ever Use That Word. You understand?"
CHUCK,I overstand... Right. The Organization.
BUTCH,Check this Shit out... you're never gonna believe it.
CHUCK,What?
BUTCH,There's a Nigger on our Bumper.
JIMMY,He sees us. Back Off.
BUTCH,"Let's be ready, case we gotta go and shoot A Alabama Porch Monkey."
BUTCH,Look under your seat. Pull it out.
CHUCK,Pull out what?
BUTCH,Under the seat!!!
BUTCH,Load 'er up. One in The Chamber.
CHUCK,Is it really necessary...?
BUTCH,...I don't recall askin' your opinion on this matter. Load it.
CHUCK,Ready to go.
BUTCH,"That's right, Porch Monkey. Don't be Messin' with us."
CHUCK,The Organization.
BUTCH,"Not so fast, Buddy Boy."
RON STALLWORTH,Just a Bar.
RON STALLWORTH,Think he got a good look at My Face?
KEN,"Ron. Glad you could make it. Ken O'Dell, Chapter President."
CHUCK,I appreciate you inviting me out.
KEN,I've been impressed talking to you over The Phone. I feel you have some fine ideas that could help The Cause.
CHUCK,I meant every word I said.
KEN,How 'bout some pool?
KEN,"I've had my own share of Run-Ins with Niggers. Matter of fact, it's part of what led me to The Organization."
CHUCK,That right?
KEN,It became my salvation. After I was shot and wounded by some Niggers. And my Wife... Savagely Raped by a whole Pack of 'EM.
JIMMY,Never happened.
KEN,"They're taking over. That's all you see on the TV. Anymore. Niggers. Niggers selling Soap, Niggers selling Automobiles, Niggers selling Toothpaste, Niggers, Niggers, Niggers."
DUANE,Wasn't long ago them Sumbitches wasn't on no TV.
KEN,You forgetting Uncle Ben and Aunt Jemima.
DUANE,Dang!!! How I forget dem' Niggers?
DUANE,"Name's Duane, by the way."
RON STALLWORTH,Mad at Sanford and Son and Flip Wilson.
KEN,"I'm a Fireman on the Lakewood Fire Department. All you get now is how we gotta' cater to them. We gotta' get us some ""Minorities"" in the Department. Watch ya' mouth, don't say this, don't say that, be nice, they're not Negroes, they're not Colored, they're Black now."
BUTCH,They're fuckin' Goddamn Niggers!
KEN,"Shit, we live up there together in the Fire House, all of us as a Team, We don't need some stinkin' Coons sleeping up there with us. For Fuck's sake!!!"
CHUCK,I been saying this stuff for years.
BUTCH,You ain't the only one.
CHUCK,You don't know how good it is to hear someone that gets it.
CHUCK,What kinda stuff you Guys do?
DUANE,"You know, Cross burnings. Marches and stuff so people don't Fuck wit' us."
CHUCK,I'm tired of people Fuckin' with me.
KEN,You come to the right place cuz' Nobody Fucks with us. How much you know about The History?
CHUCK,Some...I could know more.
KEN,We'll teach you.
DUANE,This year's gonna be big for us.
CHUCK,How so?
DUANE,"BOOM!!! We're gonna make Fireworks, yes we are..."
KEN,...Duane talking nonsense again? Kid can't hold his Beer fer Shit. The Organization is strictly Non- Violent...
DUANE,...Like dat Dead Nigger Martin Luther Coon.
CHUCK,Gotcha.
KEN,"Say, Ron? Mind coming with me?"
CHUCK,Where to?
BUTCH,You Undercover or something? You ask too many questions. Let's GO!!!
JIMMY,Where they going?
RON STALLWORTH,Lost the damn signal.
KEN,Congrats you passed The Mustard.
KEN,Thought we'd get the Membership process started.
CHUCK,Now we're talkin'.
KEN,"Fill these out and Mail 'em to The National Headquarters. Once they send your Membership Card, you'll be able to participate in our Programs."
CHUCK,Alcoa Can't wait.
DUANE,I like that Commercial.
KEN,"Membership Fees: Ten Dollars for The Year. Fifteen Dollar Chapter Fee. Robes and Hood not included, that's Extra."
BUTCH,Fuckin' Inflation.
CHUCK,I can't thank you Brothers enough.
KEN,"Pleasure, is all ours."
KEN,I'll take you back to your Car.
BUTCH,"You're not a Jew, right?"
CHUCK,You trying to offend me?
BUTCH,It's Protocol.
CHUCK,'Course I'm no Stinkin' Kike.
KEN,"We gotta ask it, is all. I'm satisfied. How about you Guys?"
BUTCH,Smells good to me.
CHUCK,You have me dressed like one of the Beverly Hillbillies for Chrissakes. I felt too Redneck for those Guys.
RON STALLWORTH,They liked you.
CHUCK,Except for that Butch guy. And didja have to ride his Bumper like that?
RON STALLWORTH,You got The Papers. They want you to join.
CHUCK,Technically they want you to join.
RON STALLWORTH,They want a Black Man to join The Ku Klux Klan. I'd call that Mission Impossible Double Success.
CHUCK,"Remember what Yogi Berra said ""It Ain't Ovah 'Till It's Ovah""."
RON STALLWORTH,"I never liked The Yankees. I'm a Brooklyn Dodgers Guy, Jackie Robinson."
SGT. TRAPP,And exactly how much should we be worrying about them?
RON STALLWORTH,Enough that we'd like to dig deeper. One of the Men discussed plans for a possible Attack...
CHUCK,...I wouldn't give him that much credit. These Yahoos like to Boast.
SGT. TRAPP,What kind of Attack?
CHUCK,"Duane said ""BOOM"", mentioned something about Fireworks. Personally, I didn't buy it. Doubt they're even capable."
RON STALLWORTH,"Either way, we're looking for full support from The Department."
SGT. TRAPP,Taggert might not be happy his Star Narc is gonna be stuck on this Case.
PATRICE,Most Brothers would give up after the first time they unsuccessfully asked me out.
RON STALLWORTH,I didn't have a good shot the first time. You were pretty taken with Kwame.
PATRICE,The next day when we dropped him off at the Airport he told me the Movement needed Strong Sistah's like me to lead the fight against Capitalist oppression and The Politicians and Pigs who perpetuate it. His words almost made that whole nightmare worth while...
PATRICE,...What's wrong?
RON STALLWORTH,I don't really use that word.
PATRICE,What word?
RON STALLWORTH,Pigs.
PATRICE,What else would you call them?
RON STALLWORTH,Cops... Police...
PATRICE,Bunch of Racist Cops on a Power Trip.
RON STALLWORTH,So you think all Cops are Racist!!!
PATRICE,It only takes One to pull a Trigger on a Innocent Brother.
RON STALLWORTH,I can't argue with that.
PATRICE,Why were you at Brother Kwame's Speech?
RON STALLWORTH,He's got some good ideas. I don't agree with all of them but he's a smart Brother who's worth hearing.
PATRICE,Are you Down for The Liberation of Black People?
RON STALLWORTH,Do we always have to talk about Politics?
PATRICE,What's more important?
RON STALLWORTH,You ever take any time off from The Black Revolution?
PATRICE,"I, We can't afford too."
RON STALLWORTH,"Angela Davis, can we spend some quality time together."
