character,dialog
ELIO,The usurper.
PERLMAN,"Welcome! Welcome! Oh, my, you are much bigger than your picture!"
ANNELLA,Where’s Elio?
ELIO,I’d better go down.
ANNELLA,Help bring Oliver’s things up to your room.
PERLMAN,"Elio, Oliver. Oliver, Elio."
ELIO,Hello.
OLIVER,Hi.
PERLMAN,Make yourself at home. Our house is your house.
ELIO,An my room is now your room. I’ll be next door.
ELIO,We're sharing the bathroom. It's my only way out...
ELIO,We’re being called to dinner.
ELIO,We’re being called to dinner.
OLIVER,Later. I’ll have to pass. Can you make my excuses to your mother?
OLIVER,"So, this is usually your room.."
OLIVER,"Thanks, buddy."
MAFALDA,Let me.
ANNELLA,"Did you recover from your trip, caro?"
OLIVER,Big time.
ELIO,I can show you around.
OLIVER,Good. Are we far from the town? I need to open a bank account.
PERLMAN,None of our residents has ever had a local bank account.
ELIO,Should I take him to Montodine?
PERLMAN,I’m think they’re closed for summer vacation. Try Crema.
OLIVER,Is that your orchard?
PERLMAN,"Peaches, cherries, apricots…"
ANNELLA,Pomegranate.
ANNELLA,Have another egg.
OLIVER,"I know myself. If I have three, I’ll have a fourth, and more."
ELIO,Should we take Anchise’s bikes?
OLIVER,What does one do around here?
ELIO,Nothing. Wait for summer to end.
OLIVER,"What do you do in the winter, then? Don’t tell me: wait for summer, right?"
ELIO,We come here only for Christmas and some other vacation..
OLIVER,Christmas?
ELIO,"And Easter too. We are Jewish, English, American, Italian, French... somewhat atypical. Besides my family you are probably the only other Jew who has set foot in this town."
OLIVER,"I am from a small town in New England. I know what its like to be the odd Jew out.(Beat) And what else do you do here in summer, besides this?"
OLIVER,What do you do?
ELIO,Transcribe music. Read books. Swim at the river. Go out at night.
PERLMAN,"The word apricot comes from the Arabic - it’s like the words “algebra”, “alchemy”, and “alcohol”. It derives from an Arabic noun combined with the Arabic article ‘al-’ before it. The origin of our Italian ‘albicocca’ was ‘al-barquq’..."
PERLMAN,It’s amazing that today in Israel and many Arab countries the fruit is referred to by a totally different name: ‘mishmish’.
OLIVER,I beg to differ.
PERLMAN,Ah?
OLIVER,The word is not actually an Arabic word.
PERLMAN,How so?
OLIVER,"It’s a long story, so bear with me, Pro. Many Latin words are derived from the Greek. In the case of ‘apricot’, however, it’s the other way around. Here the Greek takes over from Latin. The Latin word was praecoquum, from pre-coquere, precook, to ripen early, as in precocious, meaning premature. The Byzantines - to go on - borrowed praecox, and it became prekokkia or berikokki, which is finally how the Arabs must have inherited it as al-barquq."
OLIVER,Courtesy Philology 101.
PERLMAN,Passes with flying colors.
ELIO,He does this every year…
ELIO,How did you know about this place?
MARZIA,"He’s certainly a big improvement from last year, do you remember?"
MARIA,Much better! Look how cool he is!
OLIVER,"Here, let me make it better. Relax."
ELIO,But I am relaxing.
OLIVER,"You’re stiff as a board. You’re made of knots. Come here, feel this…"
OLIVER,Here. Feel it? He should relax more.
MARZIA,You should relax more.
ANNELLA,Aunt Marcella is coming to dinner with her tribe. Is Oliver in or out tonight?
ELIO,Who knows?
MAFALDA,What a movie star!
PERLMAN,"Ah, sparkling wine!"
ANNELLA,It’s eight o’clock! We’ll sit down.
ELIO,Don’t you think it’s rude when he says “Later...”? Arrogant?
ELIO,"After all, it’s just to show him a good time here.)"
PERLMAN,I don’t think he’s arrogant. I think Oliver is shy.
ELIO,"You watch, this is how he’ll say goodbye to us when the time comes. With his gruff, slapdash, Later!"
ANNELLA,"Meanwhile, we’ll have to put up with him for six long weeks. Won’t we?"
PERLMAN,"I’m telling you, he’s just shy. You’ll grow to like him."
ELIO,"Yeah, but what if I grow to hate him?"
ANNELLA,My little one! You can remove Mr. Oliver’s place setting away?
PERLMAN,"Elio, play something."
ELIO,I don’t feel like it.
PERLMAN,Why don’t you feel like it?
ELIO,Because I don't feel like it.
ANNELLA,Why not to Moscazzano with the others?
ELIO,I don’t want to.
ANNELLA,"Go see your friends. Go out. Do something. Don’t just be a spider on the wall, darling! You’re spoiling everyone’s fun."
OLIVER,Why aren’t you with the others at the river?
ELIO,I’m... I’m... I have... an allergy.
OLIVER,Me too. We might have the same one.
OLIVER,Want to go for a swim? Just the two of us?
ELIO,"Later, maybe."
OLIVER,Let’s go now.
ELIO,Must we?
OLIVER,I’m going to change. What about you?
OLIVER,See you downstairs!
OLIVER,Elio! What are you doing?
ELIO,Reading my music.
OLIVER,No you’re not.
ELIO,"Thinking, then."
OLIVER,About?
ELIO,Private.
ANNELLA,Elio!
OLIVER,So you won’t tell me?
ELIO,So I won’t tell you.
OLIVER,So he won’t tell me. In that case I’m going with your mom.
OLIVER,Just play it again.
ELIO,I thought you didn’t like it. Hated it...
OLIVER,"Hated it? Just play it, will you?"
ELIO,The same one?
OLIVER,The same one.
ELIO,Follow me.
OLIVER,You changed it. What did you do to it? Is it Bach?
ELIO,I just played it the way Liszt would have played it if he’d jimmied around with it.
OLIVER,"Just play it again, please!"
OLIVER,I can’t believe you changed it again.
ELIO,Not by much. That’s how Busoni would've played it if he’d altered Liszt’s version.
OLIVER,Can’t you just play the Bach the way Bach wrote it?
ELIO,"Bach never wrote it for guitar. In fact, we’re not even sure it’s Bach at all."
OLIVER,Forget I asked.
ELIO,"Okay, okay. No need to get so worked up."
ELIO,"It’s young Bach, he dedicated it to his brother."
OLIVER,"Go on, I’m okay with criticism."
PERLMAN,"You are? Good. I think this needs firming up. Your insights are persuasive, but.."
