character,dialog
SINTARA,"But the feeling I couldn't shake was that, no matter how good the books were, most every submission was from some white dude from New York going through a divorce. Too few of them were about my people. And so I'd think, Where are our stories? Where is our representation? And it was from that lack that my book was born."
MODERATOR,Would you give us the pleasure of reading an excerpt?
SINTARA,"Thank you. ""Yo, Sharonda, where you be goin' in a hurry likes dat?"" D'onna ax me when she seed me comin' out da house. ""Ain't none yo biznis, but iffan you gots to know, I'se goin to the pharmacy."" I looks back at the do' to see if Mama comin' out. ""The pharmacy? What fo?"" she ax. ""You know,"" I says. ""Naw,"" she say. ""Hell, naw. Girl, you be pregnant again?"" ""Mights be,"" I tells her. ""And if I is, Ray Ray's gon' be a real father this time around."""
SINTARA,Thank you.
MONK,"Hi, I'm here to see Lisa Ellison."
RECEPTIONIST,Do you have an appointment? We're about to close.
MONK,"No, I'm her brother."
RECEPTIONIST,"Oh, there she is."
LISA,"Hello, Monk."
MONK,"Hi, Lisa."
LISA,"OK, you're in a boat, the motor cuts out, but you're in shallow water, but you're wearing six- hundred-dollar shoes, but your ride to the airport is just pulling away from the beach. Why, oh why, is this a legal issue?"
MONK,I don't know.
LISA,It's a matter of row versus wade.
MONK,Oh my god.
LISA,I think that’s one of my best.
MONK,When did you start smoking again?
LISA,Right after the divorce.
MONK,I always hated Larry.
LISA,"Oh, I know. You told me right when we started dating. Do you remember how mad I got?"
MONK,"""It's not your business who I fuck! Who I fellate!"""
LISA,I definitely did not say fellate.
MONK,"I thought you did. That’s how I heard it, anyway."
LISA,It's good to see you.
MONK,"Yeah. It's good to see you, too. How’s work?"
LISA,It's not very glamorous. I go through a metal detector every day.
MONK,What you do is important. Meanwhile all I do is invent little people in my head and then make them have imaginary conversations with each other.
LISA,Books change people's lives.
MONK,Has something I've written ever changed your life?
LISA,Absolutely. Absolutely! My dining room table was wobbly as hell before your last book came out.
MONK,Oh my god.
LISA,"It was, like, perfect. I’m telling you--"
MONK,Take me back to Logan please.
LISA,"Logan cannot help you, Monk."
LISA,"Welcome home, baby!"
LISA,Hello? Hello?
LORRAINE,Mr. Monk!
MONK,Lorraine...
MONK,"Oh, you know how that makes me feel. It’s just Monk."
LORRAINE,"Oh, don’t do that to me. You know I’m too old to learn new names. How’re you doing, Ms. Lisa?"
LISA,I’m good.
LORRAINE,"You look good, Mr. Monk."
MONK,I look fat.
LORRAINE,"That's the California talking. If I took you back to Arkansas, you'd be a beauty queen."
MONK,That’s frightening.
AGNES,Is that my Monkey?
MONK,"Hi, Mother."
AGNES,You look fat.
MONK,I know.
LORRAINE,"You ready to go to dinner, Mrs. Ellison?"
AGNES,"I just need my purse, and my black cardigan."
LORRAINE,Alright. I’ll get it.
AGNES,Are you alright? You overeat when you're depressed.
MONK,I'm not depressed. I’ve just been not sleeping well lately and so fell off my exercise routine.
AGNES,"So you're not depressed, you just bears all the hallmarks of depression?"
MONK,I missed you.
AGNES,Is Larry coming?
LISA,"No, Mother. Larry and I separated, remember?"
AGNES,Of course I remember.
AGNES,I just thought he might be join us - - to see your brother.
MONK,"I mean, is it really such a big deal? Everyone forgets things. That doesn't mean she's sick, necessarily."
LISA,People forget dentist appointments. She forgets I'm not married anymore. That’s weird.
MONK,What do you suggest we do?
LISA,Why do I have to decide?
MONK,Because you're a doctor.
LISA,So are you.
MONK,I’m not that kind.
LISA,"Okay, my point is you are an intelligent adult, and I'm tired of being the only person that takes care of her."
MONK,"Well, I don’t recall anyone assigning you that responsibility."
LISA,"No, you and Cliff just fled west as soon as you could and made me caretaker by default."
MONK,My work’s there. Apologies that it keeps me from keeping up with the family melodrama.
LISA,If you lived up the block you wouldn’t know what was going on. I’m stuck here taking care of that old house and finding love letters from dad’s affairs.
MONK,His what?
LISA,His affairs. You didn’t know he was having affairs?
MONK,"Uh, no. How did you?"
LISA,Well he was an OB/GYN who was traveling constantly but his patients were in Boston.
MONK,He said he was going to conferences.
LISA,He was making house calls. Do you know that I saw him kiss a white woman in the park in high school?
MONK,How white?
LISA,What do you mean how white?
MONK,"Like Brahmin white, or Southie white?"
LISA,I don’t know. She had thin lips. Looked like a bad kisser.
MONK,Did you tell Mother?
LISA,No. I wasn’t going to blow up our lives. She’s coming back. Mom. Mom.
LISA,Hi. How ya doin?
AGNES,Our waitress isn't wearing a bra.
MONK,I didn’t notice.
MAJESTIC,"See this shit? This gonna take us out of the ghetto. But there are rules to the house. Rule number one: Never leave this product in the house. Rule number two: Get your own crew. Number three: Gotta have discipline in your crew...four: Don't praise a n*gga too much... otherwise he gonna think you soft. Rule number five: Don't show no love. Love will get you killed. See this? It's like a bitch. You fuck a bitch, don't let a bitch fuck you. You a man? You don't need nothing or no one to get you through. This bitch... This bitch will take your soul..."
MONK,Excuse me... Ned. Do you have any books by the writer Thelonious Ellison?
NED,"Yeah, this way."
NED,Here you go.
MONK,Wait a minute. Why're these books here?
NED,"I'm not sure. I would imagine that this author, Ellison, is black."
MONK,That's me. Ellison. He is me. And he and I are black.
NED,"Oh, bingo."
MONK,"No bingo, Ned. These books have nothing to do with African-American studies. They’re just literature. The blackest thing about this one is the ink."
NED,I don't decide what sections the books go in. Nobody here does. That's how chain stores work.
MONK,Right. Ned. You don’t make the rules.
NED,I'm just going to put them back after you leave.
MONK,"Don't you dare, Ned. Do not you dare."
LISA,Monk? What are you doing?
LISA,Mom’s only going to get worse.
LISA,They say mental exercise is good. That's why I got her that gardening book.
MONK,Does growing cucumbers count as mental exercise?
LISA,I hate when you do that.
MONK,What?
LISA,You share your condescending opinion as a question to try and disguise the condescension. Why don’t you just say you think the gardening is idiotic?
MONK,"Um, because that’s not what I was doing."
LISA,Bullshit. Bullshit.
MONK,Maybe we can hire a nurse a few times a week.
LISA,Who’s gonna pay for that?
MONK,You can't afford it?
LISA,Not after the divorce. I cannot.
MONK,"It'll hurt, but we’ll probably have to sell the beach house."
LISA,"Yeah, we definitely need to sell the beach house, but that money is going to go to pay back the reverse mortgage that our mother took out on the other house."
MONK,"I can send some money home, but it won't be much. Can’t Cliff chip in?"
LISA,"Cliff's not in a good place, OK?"
MONK,Who is?
LISA,"Monk, Becca took everything, and the kids are getting teased in school."
MONK,I didn't know.
LISA,"Well, maybe you should call him."
MONK,I'm sorry I've always been so distant.
LISA,"You couldn't help it. You were always Dad's favorite. And then that made Cliff and I bond, and you resented us for having that bond, and then...I don’t know, you just became self-sufficient."
MONK,We've never talked about this.
LISA,We've never talked about anything. Is that surprising? Look at our parents. The only emotions I can remember Dad expressing were boredom and rage.
MONK,Is boredom an emotion?
LISA,Great. It's Detective Dictionary.
MONK,You haven't called me that in forever.
LISA,Oh god.
MONK,What?
LISA,Oh god.
MONK,"Oh, c’mon."
MONK,"Hey -- Hey, help! Help! Help me! Help me!"
MONK,"If you are reading this, it's because I, Lisa Madrigal Ellison, have died. Obviously this is not ideal, but I guess it had to happen at some point. Hopefully I expired under..."
MONK,"Hopefully I expired under the heaving thrusts of a sweaty Idris Elba, or perhaps in a less dignified manner, under the heaving thrusts of a sweaty Russell Crowe."
MONK,"Irrespective of how I went, I ask that those closest to me not mourn all that much. I lived a life that made me proud. I was loved, and I loved in return. I found work that aroused my passions. I believe I gave more than I took, and I did my damndest to help people in need. And on top of all that, many a friend wrongly accused me of having botox because of how tight my skin stayed well into my 50s. What more could someone ask of a life? I love you all. Thank you for being here today. Goodbye."
MONK,Cliff...
BYSTANDER,Are those human remains? Do you guys have a permit for that?
CLIFF,"Shut the fuck up, Phillip."
BYSTANDER,"Cliff, you don’t talk to me like that."
CLIFF,Fuck you. I just did.
BYSTANDER,What?
CLIFF,You want me to beat your ass?
BYSTANDER,I’m just--
CLIFF,Get the fuck outta here. I will eat your sweater vest for dinner.
BYSTANDER,No--
CLIFF,"Bitch, go!"
MONK,"Get the fuck outta here, Phillip!"
CLIFF,"One, two, three--"
MONK,Always been a fuckin’ douche.
MONK,Where is everybody?
CLIFF,"They're exhausted. I gave Lorraine something to help her sleep. Mother's taking a bath and then I'll dose her, too."
MONK,You think maybe I could get some of that later tonight?
CLIFF,Yeah. You’re not sleeping well?
MONK,Normally I sleep fine. But just...lately. Does seeing a dead body ever become normal?
CLIFF,I don’t know. I haven’t seen many.
MONK,Really?
CLIFF,"I'm a plastic surgeon. If I'm looking at a corpse, then something went very awry."
MONK,Right.
MONK,"Yeah, it made me feel for Mother. I can't imagine what she went through finding Dad...like that."
CLIFF,Yeah. So much death.
MONK,When’s the last time we were here together?
CLIFF,"Uh, maybe ten years. The kids were still little."
MONK,"How is your family, by the way?"
CLIFF,You actually care?
MONK,Of course. Why would I ask? Why would you ask me that?
CLIFF,"I don’t know, Monk. You never really call."
MONK,I get busy.
CLIFF,"Everybody gets busy. You drift away. You want to know how my family is? My wife left me because she caught me in bed with a man. She took the house, half my practice."
MONK,What's wrong with Tucson?
CLIFF,Oh my god. There's one gay bar and it's full of college kids. One of them asked me if I was Tyler Perry.
MONK,"That’s terrible. I mean, Tyler Perry lives in Atlanta, right?"
CLIFF,"Pfft. Fuck you, man. Shut up."
MONK,That’s nowhere near Tucson.
MONK,Did you know dad had affairs?
CLIFF,"Oh, for sure."
MONK,How?
CLIFF,You could just tell. Lisa told me she saw him kissing a white woman once.
MONK,Why did I have no idea? Why am I the last to know?
CLIFF,‘cause you loved him too much. Enemies see each other better than friends.
MONK,What the hell did you give her?
CLIFF,Oxycodone. Puts 'em right out.
MONK,You gave her opioids to sleep?
CLIFF,Yeah. You ever seen a heroin addict? Those guys take naps standing up.
MONK,It’s dangerous.
CLIFF,"Look, I’m keeping an eye on her. I’m a doctor."
MONK,So am I.
CLIFF,Right. Maybe if we need to revive a sentence.
MONK,"Um, well, uh -- why do you have synthetic smack anyway?"
CLIFF,What is that?
CLIFF,"Ah, shit."
MONK,Mother?
MONK,Mother?
MONK,Hey. Hey!
MONK,"What are you doing? Hey! Mother, hey. Come on. Come on."
MONK,"I'm not sure, to be honest with you. It's going to depend on what the doctors say...Yeah, I'll touch base when I know more...Thanks so much for being understanding."
MONK,"Uh, hey, Leo, one more thing...I was wondering if, uh, maybe we could treat this as a sabbatical as opposed to a leave-of-absence. Whatever happens with my mom, it's going to cost some money."
MONK,"No, I understand...No, it's not your fault. I'll figure something out. Yeah. Thanks for your help...OK, bye-bye."
CORALINE,You don't have to do that.
MONK,"Oh, no. I do. It's tomato season. Can't let them go to waste.  It’s a crime around here."
CORALINE,Thank you.
MONK,"That’s what neighbors are for, right?"
CORALINE,Welcome to the neighborhood. I thought that place was vacant.
MONK,"Uh, it has been for a while. We just got here last night."
CORALINE,I figured the place was haunted. They say some old man blew his brains out there a while back.
MONK,Oh...yeah.
CORALINE,Oh my god. I'm a fucking idiot. Please forgive me.
CORALINE,I'm very sorry to hear that.
CORALINE,What did she do for a living?
MONK,She was a doctor. My whole family is doctors basically. I'm the outcast. What do you do for work?
CORALINE,I'm a lawyer. Public defense. Quincy.
MONK,That's very honorable.
CORALINE,Yeah. It's very hard. But it can be rewarding.
MONK,May I ask you something that I’m sure a lot of people ask you?
CORALINE,How do I feel defending guilty people?
MONK,Yeah.
CORALINE,I love it.
MONK,Why?
CORALINE,You have to. And...they're all guilty.
MONK,Really?
CORALINE,Yes. But that's OK. People are more than their worst deed.
MONK,I guess I agree with that.
CORALINE,I'm sure you do. You're a writer.
MONK,I don't follow.
CORALINE,"Well, writers have to be nonjudgmental. You can't write interesting characters if you're critical of every bad decision they make, right?"
MONK,Maybe you should be the writer. I don’t feel like much of one lately.
CORALINE,You blocked?
MONK,It’s just--I don’t think anybody wants to buy what I write.
CORALINE,"That's not true. I--I didn’t want to say anything, but, uh, I actually read one of your books."
MONK,Huh. Which?
CORALINE,"""The Frogs."""
MONK,"Oh, so you're the one."
CORALINE,I liked it. You’re talented.
MONK,Are you expecting company?
CORALINE,Yeah.
MONK,Oh.
JELANI,Hello.
MONK,Hi.
CORALINE,"Jelani, this is Monk. He and his family own the house across the street."
JELANI,Nice to meet you.
MONK,It's a pleasure.
JELANI,Are you staying for dinner?
MONK,"Uh, no. I need to go check in on my mother."
JELANI,Cool.
MONK,"Thank you, um--"
MONK,"For the wine. And, uh, good night."
CORALINE,"Goodnight, Monk."
MONK,What time's your flight?
CLIFF,Eleven.
MONK,Do you think you could change it? It'd be useful to have you at Mother's doctor's appointment today.
CLIFF,I can't. I've got to get home.
MONK,Fine. But can you chip in for her care once we find out what's what? It's probably going to be expensive.
CLIFF,"Things are tight right now, so -- Have you thought about firing Lorraine?"
MONK,Lorraine is family.
CLIFF,"Well, shit, Monk.I don't know what to tell you, alright."
MONK,So you can't do anything?
CLIFF,"I will check with my accountant when I get back, alright?"
MONK,It's eight in the morning.
CLIFF,"I'm not flying the fucking plane, Monk."
MONK,"Well, do you think you could be so kind as to go inside and see if Mother is ready to head out?"
CLIFF,"Ugh, fine. Mother!"
MONK,"Don't yell, man. Be civilized."
CLIFF,"You're just like our Dad, man. ‘till you do right by me, Monk. I swear to fucking God."
MONK,Clown.
CLIFF,Wanna see civilized? Mother!!
CORALINE,Good morning.
MONK,"Oh, hey. Good morning."
CORALINE,"Listen, about last night..."
MONK,"Oh, it’s okay. You don't have to explain. I had a good time."
CORALINE,"No I -- Jelani, he’s, uh, my ex. Or, he’s going to be. We're in the middle of breaking up and it's hard."
MONK,I get it.
CORALINE,I’d like to see you again. Do you think you'll be around town the next couple of days? Want to grab a drink?
MONK,Yeah. I'd like that.
CORALINE,"Yeah, me too. Drive safe."
MONK,Thanks.
NURSE,Mr. Ellison? We're ready.
DR. BULGER,"Her MRI shows early signs of neurodegeneration. There's a slight decrease in the size of the temporal lobe, which suggests Alzheimer's."
DR. BULGER,"I’m very sorry, Mr. Ellison. But at some point, she'll probably require round-the-clock care, for her own safety."
WILLY,"Hey, young nigga!"
WILLY,"Whoa! Whoa! Don't shoot me, pardner, come on."
WILLY,Van Go? That you?
VAN,"Yeah, it me, nigga. Shit, whatchu drunk mufucka?"
WILLY,Where you runnin' to?
VAN,"Just leave me alone, man."
WILLY,How yo' mama?
VAN,Whatchu say?
WILLY,"I say, how yo' mama?"
WILLY,"Oh, shit. They ain’t tell you?"
VAN,"Whatchu talkin' 'bout, punk? Hey! Watchu talkin’ ‘bout?"
WILLY,"Think 'bout it, Van Go. Lookit my face. face. Lookit my midnight black complex-- no, that’s not right."
WILLY,"What did you want to say? You can say it better than that, right? Come on. What you want?"
WILLY,"Think ‘bout it, Van Go. Lookit my face. Lookit my coal black skin and then look at y'own. Look at my black eyes and then look at y'own. Look at my big black lips and look at y'own. I’s your daddy whether you likes it or not."
VAN,"Shut up! Shut up, man. You lyin'!"
WILLY,"Nah, nah. That’s the truth, nigga."
VAN,Then where you been? Huh? Where you been?
WILLY,"I been where I always be -- survivin'. You ain't worth a piss. Yo' mama ain't worth a piss. So, here I am."
VAN,What do I say now?
MONK,"I think now will come some sort of, you know, like, some sort of dumb, melodramatic sob story to highlight your broken interiority. Something like, uh, I dunno..."
VAN,"I hates this man. I hates my mama. And I hates myself. I'm seein' my face in his. I see the ape that all them stupid girls were afraid of, yeah. I see my long arms hangin’ down. And I see eyes that don't care what happens tomorrow. I see myself rockin' back on my heels, just like this baby, just waitin', and waitin', and waitin', and waitin’ for sumpin that I’m not even gonna recognize when it come. Death is my only cure. I heard that before. I been hearin' it. And I’m hearin’ it now. I see...I see my Mama cryin’, I see her screamin' in my dreams. I see my babies. I see my-- I see my daddy. I see myself."
WILLY,What tha fuck? Whatchu do that fo’?! the fuck was that fo'?!
VAN,"Cause you ain't shit, nigga! And you made me! So ‘cause you ain’t shit, I ain't shit. 'Cause you ain't shit, I ain’t shit."
VAN,"I gots to bounce. Peace, mufucka."
MONK,Peace.
WILLY,What the fuck was that fo’!?
MONK,Hello?
ARTHUR," ""I be standin' outside in the night. A police chopper go by and shine some lights in some backyards and I think, shine that light on me mufucka. Shine me some fuckin' light so I can see where the fuck I be at."""
ARTHUR,Are you serious?
MONK,You'll notice I didn't put my name to it.
ARTHUR,"Yes, “Stagg R. Leigh.” I did notice that. Well done. But I still can’t send this out."
MONK,"You said you wanted black stuff. What’s blacker than that? It's got deadbeat dads, rappers, crack -- and he's killed by the cops in the end. I mean, that’s black, right?"
ARTHUR,I see what you're doing.
MONK,"Good, because it's not subtle. I mean, how’s that book so different from some of the other garbage they put there?"
ARTHUR,That's not the point.
MONK,"Well, it’s my point. Look at what they publish. Look at what they expect us to write. I'm sick of it. And this is an expression of how sick I am."
ARTHUR,"Monk, I’m trying to sell books. Not be a part of some crusade. Who do you expect to publish this?"
MONK,No one. I just want to rub their noses in the horse shit they solicit.
ARTHUR,OK. What do you want me to do?
MONK,I want you to send it out.
ARTHUR,Can I say it’s performance art?
MONK,"No, send it straight. If they can’t take the joke, then fuck them."
ARTHUR,"Alright, but I'm only sending it to a couple places. This thing scares me."
MONK,Scares you? Why?
ARTHUR,"Because white people think they want the truth, but they don't. They just want to feel absolved."
MONK,"Well, fortunately that’s not my problem. Bye."
MONK,I'm surprised you reached out. I thought you were just being nice.
CORALINE,"I'm never just being nice. I'm too old for that. I liked you so much, in fact, that I went out and got another one of your books."
MONK,Really? Which one?
CORALINE,"""The Haas Conundrum."""
MONK,What’d you think?
CORALINE,I liked it! Susan has really great dialogue. And I loved the aunt. You write women well.
MONK,You think so?
CORALINE,"Yeah, they aren't hothouse flowers."
MONK,Thank you. I appreciate that.
CORALINE,"I could have done with fewer footnotes, though."
MONK,I've got to run.
CORALINE,How’s your mom?
MONK,"In and out. I'm afraid to be away for too long, but, uh,  I'll call you."
CORALINE,Hold on a minute.
CORALINE,Sign my book.
MONK,What’s your name again?
LORRAINE,Mr. Monk?
MONK,What's going on with the lights?
LORRAINE,Ms. Lisa used to pay the bills. Did you?
CLIFF,How much?
MONK,"Well, I can handle the electric bills, but these care facilities are expensive."
MONK,"The best one nearby is $5,600 a month. And that’s for a shared room. It goes up to $6,900 a month for a private room."
CLIFF,Why are you looking at the best one? She wasn’t the best mother.
MONK,I’m not calling to re-litigate our childhoods.
CLIFF,Of course not. ‘Cause yours was great.
MONK,"Goddamnit. Are you going to help me, or not?"
CLIFF,Won’t Medicaid cover it or something?
MONK,That’s not how it works. You don’t know this?
CLIFF,"Oh, hello."
MONK,Who’s that? What are you doing?
CLIFF,I’ve taken a lover.
MONK,You’ve “taken a lover”?
CLIFF,"Yeah. Do you have a problem with that, homophobe?"
MONK,"Listen, I’m not offended that you’ve taken a lover, Cliff. I’m offended, Cliff, that you call it taking a lover."
CLIFF,"You can eat shit, Nigga."
CLIFF,"I’ll take my lover right now. Hey, where you goin’?"
ARTHUR,There you are.
MONK,Traffic was insane. What’s up?
ARTHUR,Sit down.
ARTHUR,We sold your book.
MONK,Holy shit. I thought it was DOA.
ARTHUR,Not “The Persians.”
MONK,No. Get out.
ARTHUR,"Paula Baderman, from Thompson-Watt."
MONK,She always passes.
ARTHUR,"Not this time. They want to pre- empt for $750,000."
MONK,No one’s ever offered that much to me.
ARTHUR,This is you.
MONK,"No it’s not, Arthur."
ARTHUR,You wrote it.
MONK,As a joke.
ARTHUR,"Well, now it’s the most lucrative joke you’ve ever told."
MONK,And I’m not selling.
ARTHUR,Why not?
MONK,"Because it’s trash, Arthur. You didn’t even want to send it out the other day. But look who’s suddenly overcome his fears."
ARTHUR,I know. I broke the first rule of sales: Never underestimate how stupid everyone is.
MONK,"Well, I’m not participating in making them any stupider."
ARTHUR,"Well, you haven’t...thus far, which is admirable. But you also haven’t made any money. Doesn’t your mom need help these days?"
ARTHUR,Check this out.
MONK,"I don’t care how drunk we get, I’m not selling it."
ARTHUR,That’s not what I’m doing.
ARTHUR,"Johnnie Walker Red, twenty-four bucks. Johnnie Walker Black, fifty bucks. Johnnie Walker Blue, one- hundred-and-sixty dollars. You see the metaphor?"
MONK,No.
ARTHUR,"These are all made by the same company. The Red is shit, the Black is less shit, and the Blue is good. But fewer people buy the Blue, because it’s expensive, and at the end of the day, most people just want to get drunk. For most of your career, your books have been Blue -- they’re good, they’re complex, but they’re not popular, because most people want something easy. Now, for the first time ever, you’ve written a Red book. It’s simple, prurient. It’s not great literature, but it satisfies an urge, and that’s valuable. What I’m trying to illustrate is that just because you do Red doesn’t mean you can’t also do Blue. You can do it all, like Johnnie Walker. In fact, you’ve got Johnnie Walker beat, because you don’t even have to put your real name on it."
MONK,Jesus. Do we drink now?
PAULA,Hello?
ARTHUR,"Hello, Paula."
PAULA,Arthur! So wonderful to hear from you. I hope you’re with the man of the hour.
ARTHUR,I am indeed. He’s right here next to me.
PAULA,Mr. Leigh?
MONK,This is he.
PAULA, Oh...really?
MONK,"Yeah, goddamnit. Motherfucker!"
PAULA,"Oh, OK. I was a little confused at first, but--"
ARTHUR,We’re both very excited to discuss Thompson-Watt’s offer.
PAULA,"Yes. Well, first, let me say that all of us here at Thompson-Watt are thrilled with “My Pafology."" It is about as perfect a book as I’ve seen in a long, long while -- just raw, and real. Mr. Leigh, is this based on your actual life?"
MONK,Yeah. You think some bitch-ass college boy can come up with this shit?
PAULA,"No, no, I don’t. You know, that kind of visceral energy cannot be taught, right? Stagg, may I call you -- now is Stagg a pseudonym?"
ARTHUR,"Yes, uh, it is. Mr. Leigh can’t use his real name because he’s a...well, he’s a wanted fugitive."
PAULA,Oh my god. Wow.
ARTHUR,That’s why this couldn’t be a video conference.
MONK,Are you crazy? What if they fact check this?
ARTHUR,Fact check? There’s barely money to pay editors anymore. Just go with it.
MONK,"Uh, yeah, I did a, uh...a twelve year bid, but no goin’ back. Nah mean?"
PAULA,"Yeah. Yeah. You know, um, I’ve been reading a lot about the prison abolition movement--"
MONK,Oh god...
ARTHUR,"I’m sorry to rush, Paula, but can we talk business? Mr. Leigh values his time outside of a cell."
PAULA,"Of course. I’m sure you’re both busy, so I’ll get right to it. You’ll notice that our offer is unusually large. And that is because we think Mr. Leigh has written a best-seller. We think this is going to be the read of the summer."
MONK,"Yeah, I’m sure white people on the Hamptons will delight in it."
PAULA,"Yes, we will. Th--they--we?...it’s gonna be huge. Huge. I love it."
MAYNARD,Is that little Thelonious Ellison?
MONK,My god. Maynard.
MAYNARD,Everyone still call you Monk?
MONK,"Well, everyone but you."
MAYNARD,Thelonious is a beautiful name. Seems sinful to not say it whole.
MONK,"Well, I’m happy somebody appreciates it."
MAYNARD,I heard about your sister. My condolences.
MONK,Thank you.
MAYNARD,I don’t think I’ve seen you since before your father passed.
MONK,"Yeah, it’s been a while. I live in LA now."
MAYNARD,"Hollywood! Hey, do you write for that NCIS?"
MONK,Just books.
MAYNARD,Well you should try to write for NCIS. It’s popular.
MONK,"Well, maybe I will. So, how you been?"
MAYNARD,"Oh, I’m good. And you?"
LORRAINE,Mr. Monk!
LORRAINE,What would you like for dinner?
LORRAINE,Maynard.
MAYNARD,"Hi, Lorraine. It’s been a dog’s age."
LORRAINE,"Well, I guess it has. You look well."
MAYNARD,"You too. Well, I best be getting back. Good to see you, Thelonious."
MONK,You too.
MAYNARD,Lorraine.
LORRAINE,Ain’t nothing to smile at.
MONK,There she is. Behave yourself.
CORALINE,Hi.
CORALINE,Got this for you.
MONK,"Thank you. Lorraine, this is Coraline."
LORRAINE,Welcome.
CORALINE,Hello.
MONK,"Oh, mother. Perfect timing. This is Coraline."
AGNES,"Hello, dear. I’m Agnes."
CORALINE,Such a pleasure to meet you. I brought you these.
AGNES,Dahlias are my favorite. There’s a whole world inside them.
AGNES,Lorraine.
MONK,"Mother, you sit here..."
MONK,"Alright. And Coraline, why don’t you sit across from mother?"
AGNES,I’m happy you’re not white.
CORALINE,Me too.
MONK,"...yeah, it was pretty funny. I think you remind her of my sister."
CORALINE,"Hmm. Well, do you think we look alike?"
MONK,"No, but you’re both self-assured, and funny, and you’re both...fantastic kissers."
MONK,What’s wrong?
LORRAINE,I’d just stepped out for a moment to have a cup of coffee with Maynard. I was right in front.
MONK,Where’s Mother?
