character,dialog
ERICA,I asked--what?
MARK,You asked me which one was the easiest to get into because you think that that’s the one where I’ll have the best chance.
ERICA,The one that’s the easiest to get into would be the one where anybody has the best chance.
MARK,"You didn’t ask me which one was the best one, you asked me which one was the easiest one."
ERICA,"I was honestly just asking. Okay? I was just asking to ask. Mark, I’m not speaking in code."
MARK,Erica--
ERICA,You’re obsessed with finals clubs. You have finals clubs OCD and you need to see someone about it who’ll prescribe you some sort of medication. You don’t care if the side effects may include blindness.
MARK,Final clubs. Not finals clubs and there’s a difference between being obsessed and being motivated.
ERICA,Yes there is.
MARK,Well you do--that was cryptic--so you do speak in code.
ERICA,I didn’t mean to be cryptic.
MARK,I’m saying I need to do something substantial in order to get the attention of the clubs.
ERICA,Why?
MARK,Because they’re exclusive. And fun and they lead to a better life.
ERICA,Teddy Roosevelt didn’t get elected president because he was a member of the Phoenix Club.
MARK,He was a member of the Porcellian and yes he did.
ERICA,Well why don’t you just concentrate on being the best you you can be?
MARK,Did you really just say that?
ERICA,I was kidding. Although just because something’s trite it doesn’t make it any less--
MARK,"I want to try to be straight forward with you and tell you that I think you might want to be a little more supportive. If I get in I’ll be taking you...to the events, and the gatherings...and you’ll be meeting a lot of people you wouldn’t normally get to meet."
ERICA,You would do that for me?
MARK,We’re dating.
ERICA,"Okay, well I want to try and be straight forward with you and let you know that we’re not anymore."
MARK,What do you mean?
ERICA,"We’re not dating anymore, I’m sorry."
MARK,Is this a joke?
ERICA,"No, it’s not."
MARK,You’re breaking up with me?
ERICA,You’re going to introduce me to people I wouldn’t normally have the chance to meet? What the fff--What is that supposed to mean?
MARK,"Wait, settle down."
ERICA,What is it supposed to mean?
MARK,"Erica, the reason we’re able to sit here and drink right now is cause you used to sleep with the door guy."
ERICA,"The door guy, his name is Bobby. I did not slept with the door guy, the door guy is a friend of mine. He’s a perfectly good class of people and what part of Long Island are you from--Wimbledon?"
MARK,Wait--
ERICA,I’m going back to my dorm.
MARK,"Wait, wait, is this real?"
ERICA,Yes.
MARK,"Okay, then wait. I apologize, okay?"
ERICA,I have to go study.
MARK,Erica--
ERICA,Yeah.
MARK,"I’m sorry, I mean it."
ERICA,I appreciate that but--
MARK,Come on.
ERICA,--I have to study.
MARK,You don’t have to study. You don’t have to study. Let’s just talk.
ERICA,I can’t.
MARK,Why?
ERICA,Because it’s exhausting. Dating you is like dating a stairmaster.
MARK,"All I meant is that you’re not likely to-- currently--I wasn’t making a comment on your parents--I was just saying you go to B.U., I was stating a fact, that’s all, and if it seemed rude then of course I apologize."
ERICA,I have to go study.
MARK,You don’t have to study.
ERICA,Why do you keep saying I don’t have to study?!
MARK,Because you go to B.U.!
MARK,Do you want to get some food?
ERICA,I’m sorry you’re not sufficiently impressed with my education.
MARK,And I’m sorry I don’t have a rowboat so we’re even.
ERICA,I think we should just be friends.
MARK,I don’t want friends.
ERICA,"I was being polite, I have no intention of being friends with you."
MARK,I’m under some pressure right now with my OS class and if we could just order food I think we should--
ERICA,"You are probably going to be a very successful computer person. But you’re going to go through life thinking that girls don’t like you because you’re a nerd. And I want you to know, from the bottom of my heart, that that won’t be true. It’ll be because you’re an asshole."
MARK,Erica Albright’s a bitch. Do you think that’s because her family changed their name from Albrecht or do you think it’s because all B.U. girls are bitches?
MARK,"For the record, she may look like a 34C but she’s getting all kinds of help from our friends at Victoria’s Secret. She’s a 34B, as in barely anything there. False advertising."
MARK,"The truth is she has a nice face. I need to do something to help me take my mind off her. Easy enough, except I need an idea."
MARK,"I’m a little intoxicated, I’m not gonna lie. So what if it’s not even 10PM and it’s a Tuesday night? The Kirkland facebook is open on my desktop and some of these people have pretty horrendous facebook pics. Billy Olson’s sitting here and had the idea of putting some of these next to pictures of farm animals and have people vote on who’s hotter."
MARK,I think he’s on to something.
MARK,"Yea, it’s on. I’m not gonna do the farm animals but I like the idea of comparing two people together. It gives the whole thing a very “Turing” feel since people’s ratings of the pictures--"
MARK,"--will be more implicit than, say, choosing a number to represent each person’s hotness like they do on hotornot.com. The first thing we’re going to need is a lot of pictures."
MARK,"First up is Kirkland. They keep everything open and allow indexes in their Apache configuration, so a little WGET magic is all that’s necessary to download the entire Kirkland facebook. Kids’ stuff."
CLUB PRESIDENT,"Excuse me everybody, you are at one of the oldest, one of the most exclusive clubs--not just at Harvard but in the world--and I want to welcome you all to Phoenix Club’s first party of the fall semester."
MARK,Next is Elliot. They’re also open but with no indexes on Apache. I can run an empty search and it returns all of the images in the database in a single page. Then I can save the page and Mozilla will save all the images for me. Excellent. Moving right along.
MARK,"Lowell has some security. They require a username/password combo and I’m going to go ahead and say they don’t have access to main FAS user database, so they have no way of detecting an intrusion."
MARK,Adams has no security but limits the number of results to twenty a page. All I need to do is break out the same script I used on Lowell and we’re set.
MARK,"Quincy has no online facebook, what a sham. Nothing I can do about that."
MARK,Dunster is intense. Not only is there no public directory but there’s no--
MARK,Leverett is a little better. It’s slightly obnoxious that they only let you view one picture at a time and I’m not about to--
MARK,--definitely necessary to break out the emacs and modify that perl script with--
MARK,Done.
EDUARDO,What’s going on?
MARK,Perfect timing. Eduardo’s here and he’s going to have the key ingredient.
EDUARDO,Mark.
MARK,Wardo.
EDUARDO,You and Erica split up?
MARK,How did you know that?
EDUARDO,It’s on your blog.
MARK,Yeah.
EDUARDO,Are you alright?
MARK,I need you.
EDUARDO,I’m here for you.
MARK,"No, I need the algorithm you use to rank chess players."
EDUARDO,Are you okay?
MARK,We’re ranking girls.
EDUARDO,You mean other students?
MARK,Yeah.
EDUARDO,You think this is such a good idea?
MARK,I need the algorithm.
EDUARDO,Mark--
MARK,I need the algorithm.
EDUARDO,Give each girl a base rating of 1400. At any given time “Girl A” has a rating R-a and “Girl B” has a rating R-b.
MARK,"When any two girls are matched up there’s an expectation of which will win based on their current rating, right?"
EDUARDO,Yes. And those expectations are expressed this way.
MARK,Let’s write it.
ALL,The one on the left.
ALL,On the right.
ALL,Still the right.
EDUARDO,It works.
DUSTIN,Who should we send it to first?
EDUARDO,Dwyer.
CHRIS,Neal.
EDUARDO,Who are you gonna send it to?
MARK,"Just a couple of people. The question is, who are they gonna send it to?"
PLAYER,Check this out.
STUDENT,The one on the left.
ALL,On the right.
ALL,The right.
FEMALE STUDENT,That’s my roommate.
FEMALE STUDENT,This is pathetic.
ALL,On the left.
ALL,On the right.
GIRL,Oh shit. Albright?
ERICA’S ROOMMATE,He blogged about you.
ERICA’S ROOMMATE,You don’t want to read it.
COLLEGE GUY,Erica.
COLLEGE GUY,Is this yours? I stole it from a tranny.
ERICA’S ROOMMATE,Get the hell out of here!
STUDENTS,The left!
STUDENTS,The right!
STUDENTS,The left!
STUDENTS,The right!
EDUARDO,This is an awful lot of traffic. Think maybe we should shut it down before we get into trouble.
COX,"Hello? Wait, what? At 4 in the morning?"
GRAD STUDENT,Well there’s a very unusual amount of traffic to the switch at Kirkland.
COX,You’re saying it’s unusual for 4 in the morning?
GRAD STUDENT,"No, this’d be unusual for halftime at the Super Bowl."
COX,Alright.
COX,I have to go in.
COX’S WIFE,What’s going on?
COX,Harvard’s network’s about to crash.
EDUARDO,You don’t think--
MARK,I do.
EDUARDO,Go see if it’s everybody.
CHRIS,Can’t connect.
DUSTIN,The network’s down.
EDUARDO,Unless it’s a coincidence I think this is us.
MARK,It’s not a coincidence.
EDUARDO,Holy shit.
GRETCHEN,So you were called in front of the Ad Board.
MARK,That’s not what happened.
GRETCHEN,You weren’t called in front of the Administrative Board?
MARK,"No, back, I mean--That’s--back at the bar with Erica Albright. She said all that?"
SY,"Mark, I wouldn’t--"
MARK,That I said that stuff to her?
GRETCHEN,I was reading from the transcript of her deposition so--
MARK,Why would you even need to depose her?
GRETCHEN,That’s really for us to--
MARK,You think if I know she can make me look like a jerk I’ll be more likely--
SY,Mark--
MARK,--to settle?
SY,"Why don’t we stretch our legs for a minute, can we do that? It’s been almost three hours and frankly you did spend an awful lot of time embarrassing Mr. Zuckerberg with the girl’s testimony from the bar."
MARK,"I’m not embarrassed, she just made a lot of that up."
GRETCHEN,She was under oath.
MARK,Then I guess that would be the first time somebody’s lied under oath.
MARYLIN,The site got twenty-two hundred hits within two hours?
MARK,Thousand.
MARYLIN,What?
MARK,Twenty-two thousand.
MARYLIN,Wow.
A CREW MEMBER,Those guys are just freakin’ fast.
CAMERON,Is there anyway to make this a fair fight?
TYLER,We could jump out and swim.
CAMERON,I think we’d have to jump out and drown.
TYLER,Or you could row forward and I could row backward.
CAMERON,"We’re genetically identical, science says we’d stay in one place."
TYLER,Row the damn boat.
CAMERON,What’s up?
DIVYA,You guys hear about this?
CAMERON,What?
DIVYA,Two nights ago a sophomore choked the network from a laptop at Kirkland.
CAMERON,Really?
DIVYA,At 4AM.
CAMERON,How?
DIVYA,He set up a website where you vote on the hotness of female undergrads. What were we doing that none of us heard about this?
CAMERON,"I don’t know, a three hour low-rate technical row before breakfast, a full course load, studying, another three hours in the tank and then studying. I don’t know how we missed it. How much activity was there on this thing that he--"
TYLER,"22,000 page requests."
CAMERON,"22,000?!"
TYLER,"Cam, this guy hacked the into facebooks of seven houses. He set up the whole website in one night and he did it while he was drunk."
CAMERON,"22,000."
TYLER,Yeah.
CAMERON,How do you know he was drunk?
DIVYA,He was blogging simultaneously. You know what I think?
TYLER,I’m way ahead of you.
DIVYA,This is our guy.
CAMERON,Cameron Winklevoss. W-I-N-K-L-E-V-O-S-S. Cameron’s spelled the usual way.
TYLER,Tyler Winklevoss. Tyler’s spelled the usual way and my last name is the same as my brother's.
ADMINISTRATOR,"Mr. Zuckerberg, this is an Administrative Board hearing. You’re being accused of intentionally breaching security, violating copyrights, violating individual privacy by creating the website, WWW.FACEMASH.COM. You’re also charged with being in violation of university policy on distribution of digitized images. Before we begin with our questioning you’re allowed to make a statement. Would you like to do so?"
MARK,"Uh...I’ve, you know--"
MARK,"I’ve already apologized in the Crimson to the ABHW, to Fuerza Latina and to any women at Harvard who might have been insulted as I take it that they were. As for any charges stemming from the breach of security, I believe I deserve some recognition from this Board."
ADMINISTRATOR,I’m sorry?
MARK,Yes.
ADMINISTRATOR,I don’t understand.
MARK,Which part?
ADMINISTRATOR,You deserve recognition?
MARK,I believe I pointed out some pretty gaping holes in your system.
COX,"Excuse me, may I?"
ADMINISTRATOR,Yes.
COX,"Mr. Zuckerberg, I’m in charge of security for all computers on the Harvard network and I can assure you of its sophistication. In fact it was that level of sophistication that led us to you in less than four hours."
MARK,Four hours?
COX,Yes sir.
MARK,That would be impressive except if you’d known what you were looking for you would have seen it written on my dorm room window.
EDUARDO,So?
MARK,Six months academic probation.
EDUARDO,"Wow, they had to make an example out of you."
MARK,"They had my blog. I shouldn’t have written the thing about the farm animals. That was stupid. I was kidding for God’s sake, doesn’t anybody have a sense of--"
EDUARDO,I tried to stop you.
MARK,I know.
EDUARDO,How do you do this thing where you manage to get all girls to hate us? Why did I let you--
MARK,I know.
EDUARDO,You can’t do that.
MARK,Wardo. I said I know.
PROFESSOR,"Okay, let’s look at a sample problem: Suppose we’re given a computer with a 16- bit virtual address and a page size of 256 bytes."
PROFESSOR,"The system uses one-level page tables, that start at address 0x0400. Maybe you want to have DMA on your 16-bit system, who knows? The first few pages are reserved for hardware flags, etc."
PROFESSOR,Assume page table entries have eight status bits.
PROFESSOR,"The eight status bits would be-- And I see we have our first surrender. Don’t worry, Mr. Zuckerberg, brighter men than you have tried and failed at thisclass"
MARK,"1 valid bit, 1 modify bit, 1 reference bit and 5 permission bits."
PROFESSOR,That is correct. Does everybody see how he got there?
CAMERON,Mark?
CAMERON,Are you Mark Zuckerberg?
MARK,Yeah.
CAMERON,Cameron Winklevoss.
MARK,Hi.
TYLER,Tyler Winklevoss.
MARK,You guys related?
CAMERON,That’s good.
TYLER,That’s funny.
CAMERON,We’ve never heard that before.
MARK,What can I do for you? Did I insult your girlfriends?
CAMERON,"No, you didn’t insult our girl-- Actually, I don’t know."
TYLER,We never asked.
CAMERON,"We should do that. No, we have an idea we want to talk to you about. Do you have a minute?"
MARK,You guys look like you spend some time at the gym.
CAMERON,We have to.
MARK,Why?
TYLER,We row crew.
MARK,"Yeah, I’ve got a minute."
CAMERON,Great.
TYLER,You ever been inside the Porcellian?
MARK,No.
TYLER,You understand we can’t take you past the bike room ‘cause you’re not a member.
MARK,I’ve heard.
CAMERON,Would you like a sandwich or something?
MARK,Okay.
DIVYA,"Mark, right?"
MARK,Yeah.
TYLER,"This is Divya Narendra, our partner."
MARK,Hi.
DIVYA,We were really impressed with Facemash and then we checked you out and you also built CourseMatch.
TYLER,I don’t know CourseMatch.
DIVYA,"You go online and see what courses your friends are taking. Really smart, man."
DIVYA,Mark?
MARK,Yeah.
DIVYA,We were talking about CourseMatch.
MARK,It was kind of a no-brainer.
DIVYA,"And you invented something in high school, right?"
MARK,An app for an MP3 player that recognizes your taste in music.
DIVYA,Anybody try to buy it?
MARK,Microsoft.
DIVYA,How much?
MARK,I didn’t sell it. I uploaded it for free.
DIVYA,For free?
MARK,Yeah.
DIVYA,Why?
CAMERON,"Okay, well. We have something that we’ve been working on for a while, we think it’s great. It’s called the HarvardConnection. You create your own page. Interests, bio, friends, pics."
TYLER,"And then people can go online, see your bio and request to be your--"
MARK,Yeah. How’s it different from MySpace or Friendster?
TYLER,Harvard-dot-E-D-U.
CAMERON,Harvard.edu. The most prestigious e-mail address in the country.
TYLER,And the whole site’s kinda based on the idea that girls--well...
CAMERON,Not to put anything indelicately.
DIVYA,Girls wanna get with guys who go to Harvard.
CAMERON,Divya and my brother don’t have trouble putting things indelicately.
TYLER,The difference between what we’re talking about and MySpace or Friendster or any of those other social networking site--
MARK,--is exclusivity. Right?
DIVYA,Right.
TYLER,Yes.
CAMERON,"We’d love fort you to work with us, Mark. I mean, we need a gifted programmer who’s creative."
TYLER,And we know you’ve taking it in the shins.
DIVYA,The women’s groups are ready to declare a Fatwa and this could help rehabilitate your image.
MARK,Wow. You’d do that for me?
DIVYA,We’d like to work with you.
CAMERON,Our first programmer graduated and went to work at Google. Our second programmer just got overwhelmed with school work.
MARK,I’m in.
CAMERON,--the money. What?
MARK,I’m in.
TYLER,Awesome.
GAGE,That’s what you said?
MARK,"It was three or four years ago, I don’t know what I said."
GRETCHEN,When did you come to Eduardo?
MARK,I don’t understand that question.
GAGE,Do you remember answering in the affirmative?
MARK,The affirmative?
GRETCHEN,When did you come to Eduardo with the idea for Facebook.
MARK,It was called TheFacebook then.
GAGE,This doesn’t need to be that difficult.
MARK,I’m currently in the middle of two different lawsuits.
GAGE,"Did you answer affirmatively? When Tyler and Cameron Winklevoss and Divya Narendra asked you to build HarvardConnection, did you say yes?"
MARK,I said I’d help.
GRETCHEN,When did you approach Mr. Saverin with the idea for TheFacebook?
MARK,I wouldn’t say I approached him.
GRETCHEN,Sy?
SY,You can answer the question.
MARK,At a party at Alpha Epsilon Pi.
GRETCHEN,What’s that?
MARK,The Jewish fraternity. It was Caribbean Night.
EDUARDO,It’s not that guys like me are generally attracted to Asian girls. It’s that Asian girls are generally attracted to guys like me.
DUSTIN,I’m developing an algorithm to define the connection between Jewish guys and Asian girls.
EDUARDO,"I don’t think it’s that complicated. They’re hot, they’re smart, they’re not Jewish and they can’t dance."
CHRIS,Mark’s here.
EDUARDO,Mark.
EDUARDO,I’ll be right back.
MARK,I think I’ve come up with something.
EDUARDO,"Hang on, I’ve gotta tell you something you’re not going to believe."
MARK,What?
EDUARDO,I got punched by the Phoenix.
MARK,Are you kidding?
EDUARDO,No. I mean it’s just the first of the four step process but they slipped the invitation under my door tonight. I go to the first punch party tomorrow and if they like me--
MARK,You got punched by the Phoenix.
EDUARDO,"It was, you know...it was probably just a diversity thing. It was just a diversity thing. I’ll just ride that horse until-- what did you want to talk to me about? Mark?"
MARK,Yeah.
EDUARDO,You said you’ve come up with something.
MARK,Yeah. I think I’ve come up with something. Come outside.
EDUARDO,It’s 20 degrees outside.
MARK,I can’t stare at that loop of Niagara Falls which has nothing to do with the Caribbean.
MARK,"People came to Facemash in a stampede, right?"
EDUARDO,Yeah.
MARK,It wasn’t because they saw pictures of hot girls. You can go anywhere on the internet and see pictures of hot girls.
EDUARDO,Yeah.
MARK,"It was because they saw pictures of girls that they knew. People want to go on the internet and check out their friends. Why not build a website that offers that? Friends, pictures, profiles, whatever you can...visit, browse around, maybe it’s somebody you just met at a party. I’m not talking about a dating site. I’m talking about taking the entire social experience of college and putting it online."
EDUARDO,I can’t feel my legs.
MARK,"I know, I’m totally psyched about this, too. But Wardo--"
EDUARDO,“It would be exclusive”.
MARK,You’d have to know the people on the site to get past your own page. Like getting punched.
EDUARDO,"That’s good, that’s new."
MARK,"Wardo, it’s like a Final Club except we’re the president."
EDUARDO,"I told him I thought it sounded great. It was a great idea. There was nothing to hack, people were going to provide their own pictures, their own information. And people had the ability to invite--or not invite--their friends to join. See, in a world where social structure was everything, that was the thing. It was a big project and he was going to have to write tens of thousands of lines of code so I wondered why he was coming to me and not his roommates. Dustin Moskovitz and Chris Hughes they were programmers."
MARK,We’re gonna need a little start-up cash to rent the servers and get it online.
EDUARDO,That was why.
GRETCHEN,Did he offer terms?
MARK,We’ll split it 70-30. 70 for me 30 for you for putting up the thousand dollars and handling for everything on the business end. You’re CFO.
GRETCHEN,And you said?
EDUARDO,I said “Let’s do it”.
GRETCHEN,Okay. Did he add anything else?
EDUARDO,Yes.
MARK,It probably was a diversity thing but so what?
GRETCHEN,Why do you think he said that?
SY,"Gretchen, excuse me for interrupting but whose discovery is this?"
GRETCHEN,"Sy, if you’ll let me continue with my line of questioning--"
SY,What are you suggesting?
MARK,They’re suggesting I was jealous of Eduardo for getting punched by the Phoenix and began a plan to screw him out of a company I hadn’t even invented yet.
GRETCHEN,Were you?
SY,Gretchen--
MARK,Jealous of Eduardo?
SY,"Stop typing, we’re off the record."
MARK,"Ma’am, I know you’ve done your homework and so you know that money isn’t a big part of my life, but at the moment I could buy Mount Auburn Street, take the Phoenix Club and turn it into my ping pong room."
EDUARDO,I’ll let you know how the party is.
GAGE,We recognize that you’re a plaintiff in one suit involving Facebook and a witness in another.
EDUARDO,Yes sir.
GAGE,"At any time in the weeks prior to Mark’s telling you his idea, did he mention Tyler Winklevoss, Cameron Winklevoss, Divya Narendra or HarvardConnection?"
EDUARDO,Yes. He said they’d asked him to work on their site but that he’d looked at what they had and decided it wasn’t worth his time. He said even his most pathetic friends knew more about getting people interested in a website than these guys.
GAGE,“These guys” meaning my clients.
EDUARDO,"Yes. He resented--Mark resented that they-- your clients, thought he needed to rehabilitate his image after Facemash but Mark didn’t want to rehabilitate anything. With Facemash he’d hacked into the Harvard computers, he’d thumbed his nose at the Ad Board, he’d gotten a lot of notoriety. Facemash did exactly what he wanted it to do."
GAGE,Were you aware that while Mr. Zuckerberg was building TheFacebook he was also communicating with the plaintiffs?
EDUARDO,"Not at the time I wasn’t, but it really didn’t have much to do with the Winklevoss’s dating--"
TYLER,You weren’t there!
GAGE,"Ty. Were you aware that while Mr. Zuckerberg was building TheFacebook, he was leading the plaintiffs to believe he was building Harvard Connection?"
SY,You’re offering a conclusion not found in evidence.
GAGE,We’re about to find it in evidence.
GAGE,"From Mark Zuckerberg to Tyler Winklevoss. November 30, 2003. “I read over all the stuff you sent me re Harvard Connection and it seems like it shouldn’t take too long to implement, so we can talk about it after I get all the basic functionality up tomorrow night.”"
GAGE,"From Mark Zuckerberg to Cameron Winklevoss. December 1, 2003. “Sorry I was unreachable tonight. I just got about three of your missed calls. I was working on a problem set for my systems class.”"
GAGE,"From Mark Zuckerberg to Cameron and Tyler Winklevoss. December 10, 2003. “This week has been pretty busy thus far with classes and work so I think it’s probably best to postpone the meeting.”"
DIVYA,“I’m also really busy tomorrow.” Anybody else feel like there’s something up with this guy?
CAMERON,Tell him okay but we’ve gotta make sure that we meet up before we all go off for break.
EDUARDO,Mark--
MARK,I need a dedicated Linux box running Apache with a mySQL backend. It’s gonna cost a little more money.
EDUARDO,How much more?
MARK,Two-hundred more.
EDUARDO,Do we need it?
MARK,Gotta handle the traffic.
EDUARDO,Do it.
MARK,I already did.
EDUARDO,"Hey, guess what? I made the second cut."
MARK,"Good job. You should be proud of that right there, don’t worry if you don’t make it any further."
EDUARDO,I’ll get outa here.
GAGE,"From Mark Zuckerberg to Tyler and Cameron Winklevoss and Divya Narendra. December 15, 2003. “I have a cs problem set that I’m just getting started with and it should be about 15 hours of coding so I’ll be busy tomorrow night.”"
DIVYA,“I won’t really be free to meet until next Wednesday afternoon.”
GAGE,“...have to cancel Wednesday afternoon. I’ve basically been in the lab this whole time and also...”
DIVYA,“Won’t be able to do Saturday as I have to meet up with my parents to...”
SENIOR,"As the plaque reads, this is John Harvard, founder of Harvard University in 1638. It’s also called The Statue of Three Lies. What are the three lies, Mr. Dowd? Mr. Dowd."
SOPHOMORE,The three lies-- The first--
SENIOR,Take your pants off.
EDUARDO,I know.
SENIOR,Mr. Saverin.
EDUARDO,"1) Harvard was founded in 1636, not 1638. 2) Harvard wasn’t founded by John Harvard and 3) That’s not John Harvard."
SENIOR,Who is it?
EDUARDO,"A friend of the sculptor, Daniel Chester."
SENIOR,Keep your jacket on.
GAGE,"39 days after Mr. Zuckerberg’s initial meeting with my clients and he still hadn’t completed work on HarvardConnection. But on January 11, 2004--"
GAGE,Mr. Zuckerberg registered the domain name theFacebook via network solutions.
GAGE,"To the best of your knowledge, had he even begun work on HarvardConnection?"
EDUARDO,"Not to my knowledge, no."
CAMERON,What in the world is this? “Hey Cameron. I’m still a little skeptical that we have enough functionality in the site to really draw the attention and gain the critical mass necessary to get a site like this to run. We’ll speak soon.”
GAGE,This is the first time he mentioned any problem?
DIVYA,Yes it was.
GAGE,You’d sent 36 e-mails to Mr. Zuckerberg and received 16 return e-mails and this was the first time he indicated he was not happy.
DIVYA,That’s correct. He had 42 days to study our system and get out ahead on--
MARK,Do you see any of your code on Facebook?
GAGE,"Sy, could you--"
SY,Mark--
MARK,Did I use any of your code?
DIVYA,You stole our whole goddam idea!
SY,Fellas.
MARK,Match-dot-com for Harvard guys?
GAGE,Can I continue with my deposition?
MARK,You know you really don’t need a forensic team to get to the bottom of this. If you guys were the inventors of Facebook you’d have invented Facebook.
DIVYA,I can’t wait to stand over your shoulder and watch you write us a check.
MARK,No shit?
SY,Let’s continue.
GAGE,"February 4th, 2004--"
DUSTIN,Mark? Mark.
DUSTIN,There’s a girl in your art history class. Her name is Stephanie Attis. Do you happen to know if she has a boyfriend?
DUSTIN,"Have you ever seen her with anyone? And if not, do you happen to know if she’s looking to go out with anyone?"
MARK,Dustin. People don’t walk around with a sign on them that says--
DUSTIN,Mark?
EDUARDO,We were supposed to meet at 9.
EDUARDO,Have you slept yet?
MARK,I have to add something.
EDUARDO,What?
EDUARDO,Shit. That looks good. That looks really good.
MARK,"It’s clean and simple. No Disneyland, no Live Nude Girls."
MARK,But watch.
EDUARDO,What’d you write?
MARK,"“Relationship Status”, “Interested In”. This is what drives life at college. Are you having sex or aren’t you. It’s why people take certain classes, and sit where they sit, and do what they do, and at its, um, center, you know, that’s what theFacebook is gonna be about. People are gonna log on because after all the cake and watermelon there’s a chance they’re actually gonna--"
EDUARDO,--get laid.
MARK,--meet a girl. Yes.
EDUARDO,That’s really good.
MARK,And that’s it.
EDUARDO,What do you mean?
MARK,It’s ready.
EDUARDO,It’s ready?
MARK,Yeah.
EDUARDO,Right now?
MARK,That was it. And here’s the masthead.
EDUARDO,You made a masthead.
MARK,Yeah.
EDUARDO,“Eduardo Saverin. Co-Founder and CFO.”
MARK,Yeah.
EDUARDO,You have no idea what that’s going to mean to my father.
MARK,Sure I do.
EDUARDO,When’s it gonna go live?
MARK,Right now. Get your laptop out.
EDUARDO,Why do we need my laptop?
MARK,Because you’ve got e-mails for everyone at the Phoenix.
EDUARDO,I’m not sure if it’s gonna be cool with them that I spam their--
MARK,This is not spam.
EDUARDO,"No, I know it’s not spam--"
MARK,If we send it to our friends it’ll just bounce around the Dworkin.
EDUARDO,I haven’t gotten in yet.
MARK,These guys know people and I need their e- mails.
EDUARDO,Sure.
MARK,Good.
MARK,Gimmie the mailing list.
EDUARDO,“Jabberwock12.listserv@Harvard E-D-U.”
MARK,These guys. They’re literary geniuses because the world’s most obvious Lewis Carroll reference--
EDUARDO,They’re not so bad.
MARK,I’m just saying.
EDUARDO,You’re right.
MARK,The site’s live.
EDUARDO,You know what? Let’s go get a drink and celebrate. I’m buying.
EDUARDO,Mark?
EDUARDO,Mark? Are you praying?
MALE FRIEND,What ever happened to Cole Porter and Irving Berlin?
FEMALE FRIEND,It’s a Valentine’s theme. They’re playing love songs.
MALE FRIEND,"Good point, ‘cause Cole Porter and Irving Berlin never wrote any love songs."
DIVYA,"Honey, you should put the laptop away."
K.C.,Seven different people spammed me the same link.
FEMALE FRIEND,What is it?
K.C.,"I don’t know, but I’m really hoping it’s cats that look like Hitler ‘cause I can never get enough of that. It’s not."
K.C.,Div! What?
K.C.,What is wrong?
DIVYA,It’s fine.
DIVYA,Hey!
DIVYA,Hey!
CAMERON,"Not now, we need 20 minutes."
DIVYA,Okay. I just wanted to let you know Zuckerberg stole our website.
DIVYA,Mark Zuckerberg stole our website. It’s been live for more than 36 hours.
CAMERON,"Ty, the lawyer’s on the phone with Dad. I’m here with my brother, Tyler, and our business partner, Divya."
TYLER,“Welcome to theFacebook. TheFacebook is an online directory that connects people through different social networks. You must have a Harvard.edu address to register.”
CAMERON,That’s right.
