character,dialog
FRANKIE,"Gettin' there and taking the belt home are two different things. I should just toss him in over his head, not protect him?"
SCRAP ,"So, you were protecting him from being champ. Now it's making sense"
FRANKIE,"How'd your manager do for you, Scrap? You were a hell of a fighter, better than Willie, he get you a title fight? Or did he bust you out banging your head into other people's fists until you lost your eye?"
SCRAP ,"I had my shot. Went out swinging, no man can say I didn't"
FRANKIE,"Yeah, I remember. Excuse me if I didn't want my fighter spending the second half of his life cleaning up other people's spit"
SCRAP ,"Yeah, you're right. You're the smart one. You the one learning Greek"
FRANKIE,"Gaelic, It's Gaelic"
SCRAP ,You just protected yourself right out of a championship fight. How you say that in Gaelic?
MAGGIE,For my dog
SCRAP ,Boxing is an unnatural act.
SCRAP ,Cause everything in it is backwards
SCRAP ,"You want to move to the leit, you don't step left, you push on the right toe."
SCRAP ,"To move right, you use the left toe."
SCRAP ,"Instead of running from the pain, like a sane person would do, you step into it."
SCRAP ,Everything in boxing is backwards
COUNTERMAN,Cheeseburger?
FRANKIE,You still make your lemon pie with that canned filling crap?
COUNTERMAN,Got no idea how they make it.
FRANKIE,Cheeseburger
FRANKIE,You want a cheeseburger?
SCRAP ,You bought me a cheeseburger?
SCRAP ,I never seen you buy anybody a cheeseburger
FRANKIE,"Ordered it, couldn't eat it"
SCRAP ,So the planet can go back to spinnin'
SCRAP ,You watch the fight?
FRANKIE,Willie did good
SCRAP ,That's what you got to say?
FRANKIE,"He won, he did good"
SCRAP ,"So, you really been working on yourself, opening up. That's some fine work"
FRANKIE,You watch it?
SCRAP ,Sure. Got HBO
FRANKIE,How the hell you afford HBO? How long I been telling you to save your money?
SCRAP ,"Since I fought Louis Typhoon Johnson at the Stadium Club in Tupelo, Mississippi"
FRANKIE,.. That true?
SCRAP ,"My manager ran off with the purse, left you and mé to hitch home, do you remember nothin'?"
FRANKIE,Remember walkin' half the damn way. Remember thinkin' I'd be lynched
SCRAP ,Remember you leavin’ me with my dick in my hand behind that gas station
FRANKIE,I got us a ride! Son of a bitch drove off before I even closed the door! Had to jump out and walk two miles back!
SCRAP ,Conscience got the better of you.
SCRAP ,It's her birthday
FRANKIE,You're not breathing right. It's why you're pantin'
FRANKIE,"It's your birthday, huh? That makes you how old?"
MAGGIE,"I am thirty-three, Mr. Dunn. And I'm here celebrating the fact that I spent another year scrapin' dishes and waitressin', which is what I been doing since thirteen."
MAGGIE,"And according to you, I'll be thirty seven before I can even throw a decent punch - which, after working this speed bag for a month and gettin! nowhere, I now realize may be God's simple truth. Other truth is, my brother's in prison, my sister cheats on welfare by pretendin' one of her babies is still alive, my daddy's dead and my momma weighs three hundred and twelve pounds. And if I was thinking straight I'd go back home, find a used trailer, buy a deep fryer and some Oreos. Problem is this is the only thing I ever felt good doin’. If fim too old for this, then I got nothing else. That nuff truth to suit you?"
FRANKIE,...That your speed bag?
MAGGIE,Put yours behind the counter. Wish I could say I wore it out
FRANKIE,"Okay. I'll show you this, but that's it. Then you get a trainer"
MAGGIE,"No, sorry"
FRANKIE,...You're in a position to negotiate? 
MAGGIE,"Yes sir, because I know if you train me right, I'm gonna be a champ. I seen you looking at me."
FRANKIE,Outta pity.
MAGGIE, Don't you say that! Don't you say that if it ain't true! I want a itrainer
MAGGIE,"Don't want charity, don't want favors. Tf you're not interested, I got more celebrating to do"
FRANKIE,"Stop, stop, stop. What the hell you doing? Okay, here it is: if I take you on."
MAGGIE,You won't never regret it
FRANKIE,Just listen. If I take you on--
MAGGIE,I promise I'll work so hard
FRANKIE,"God, this is aiready a mistake"
MAGGIE,"I'im listening, boss"
FRANKIE,"If  I take you on, you do everything I say. You don't question me, you don't ask me why, you don't say nothing ‘xcept ""ves, Frankie."" I'm gonna try and ferget you're a girl."
MAGGIE,It's all I ask
FRANKIE,"--so, don't come crying to me if you get hurt"
MAGGIE,We got a deal
FRANKIE,No. Understand this
FRANKIE,"I'll teach you to fight, but that's ii. After that you find yourself a manager and I say qood-bye"
MAGGIE,Don't mean to argue but.
FRANKIE,"No arguing. I teach you what you need and it's over. You go off, make a million, I don't care; gat your teeth knocked out, I don't care. And I don't want to hear about it either way. Only way I'll de this thing."
FRANKIE,"Now move your feet, stand like a person whose gonna hit something"
MAGGIE,Move em how boss?
FRANKIE,Hit the baag.
FRANKIE,Stop!
MAGGIE,What'd I do wrong?
FRANKIE,"Two things, first you asked me a question, then you asked another one. Step aside. It' s not about hitting hard, it’s about hitting right."
FRANKIE,Count with me. I drive my left fist straight through on one.
MAGGIE,Can you show me that again?
MAGGIE,One
FRANKIE,"One one, my weight is on my right foot, see?"
FRANKIE,Then I rock over and put weight on my left foot and leave it there while on two I punch the hag.
FRANKIE ,With the butt of my left fist like I was stickin' it with an ice pick from the side
FRANKIE,"While my weight’s on my ieft foot, I drive through the bag on three"
FRANKIE,Now It drop my weight back over to my right foot again
FRANKIE,And on four I do the ice-pick move with my right. You do it.
FRANKIE,Just keep doin' it.
FRANKIE,Rest when you're dead.
SCRAP ,"To make a fighter, you gotta strip ‘em down to bare wood."
FRANKIE,"Jab, jab, double up. dab. Do it again. One-two hook. Do it again. Two of then. One-two. One two hook, Two jabs, right-hand, jab, jab, double up, jab, hook, come back with the right hand, Do it again. Do it again."
SCRAP ,Keep their legs under their shoulders
SCRAP ,Show em how to keep their balance
FRANKIE,"See how you biink when Fo touch you. If I'm touching you, I'm Curning you. Tf F'm turning you, I'm taking your balance. Do it You take my balance, you take my fight."
SCRAP ,and take it away from the other guy.
SCRAP ,They gotta know how to cut off the ring.
SCRAP ,How to generate momentum off your right toe and.
SCRAP ,Howflex your knee when you fire a jab
MAGGIE,"Think I'm ready for a fight, boss?"
SCRAP ,"How to fight backing up, so the other guy doesn't wanna come after ya. And then you gotta show em all again"
SCRAP ,Over and over and over
SCRAP ,Till they think they were born that way
SCRAP ,Do appreciate it
FRANKIE,You're not breathing
MAGGIE,Hate to disagree with you
FRANKIE,"You're holding your breath when you punch. You get under pressure, you hold your breath. Stop doing that."
MAGGIE,"Okay. But other than that, I'm doing pretty good, right? I mean, for a girl"
FRANKIE,"Wouldn't know, don't train girls."
MAGGIE,"You think I might be ready for a fight, boss?"
FRANKIE,"Find a manager, ask him."
MAGGIE,"Like to, but you been keepin' me too DUSY. You got any family, boss?"
FRANKIE,Why?
MAGGIE,You just spending all this time with me. Didn't know if you had any family.
FRANKIE,No. Got a daughter. Katy.
MAGGIE,That's family
FRANKIE,We aintt really close
MAGGIE,How much she weigh?
FRANKIE,What?
MAGGIE,Trouble in my family comes by the pound
FRANKIE,She ain't that big. Good athlete. Don't know if she kept it up
MAGGIE,"So, what do you think? I ready for a fight?"
FRANKIE,"Sally, come ‘ere"
SCRAP ,Frankie? Got a problem in back. Can I see you about it?
FRANKIE,Sally here's a good manager. Got two boys Golden Gloves. You looking for a girl?
SALLY,Lookin' for a good one
FRANKIE,"Then here you go. Good working with ya, girlie"
SALLY,"I wasn't lyin', I been watching you work, you gotta a hell cf a right"
MAGGIE,Thank you
FRANKIE,What's this big problem?
SCRAP ,No problem. No problem at all.
SALLY,"You want to give this a try, see if it's a fit?"
MAGGIE,"Yeah, sure."
SALLY,"Good, cause I think you're ready for a fight."
MAGGIE,"What am I doin' wrong, Sally? Every time I get inside she's on me"
SALLY,"You're doing great, you're wearing her down, just keep punching"
MAGGIE,"I'm not doing great, Iim losin’"
SALLY,You're wearing her down
SCRAP ,"Nice night, ain't it?"
FRANKIE,Jesus Christ
SCRAP ,"That's Lonnie Washington's girl, she a hell of a fighter. Eleven and 0. Lonnie got some good fighters. He got Joey Adagio, lightweight champ"
FRANKIE,Keep your left up!
SCRAP ,"Wouldn't be my choice for a first fight. But Sally's a good manager, must think she can take her"
FRANKIE,Jesus H--Keep your left up! Your left!
SCRAP ,Think she can hear you from back here?
FRANKIE,Your left!
FRANKIE,Jesus!
SCRAP ,"Course, Maggie loses, it don't mean much to Sally. Might even help him. Lonmnie's girl gets another win, maybe Lonnie let Sally's lightweight fight Joey Adagio for the title"
FRANKIE,Sally's trying to set a fight with Adagio?
SCRAP ,What do I know? I just comes cause I enjoy the fights
FRANKIE,Mother of God.
FRANKIE,C' mere-c' mere!
SALLY, Hey! Get over here!
FRANKIE,You're dropping your left hand!
SALLY,"Frankie, you mind if I talk to my fuckin' fighter?"
FRANKIE,"You're doing a hell of a job with her there, Sally. You give the same advice to your lightweight?"
REF,"Dunn, what the hell you doin'?"
FRANKIE,"Talkin', what are you doin't?"
REF,This your fighter?
SALLY,It’s my fighter
MAGGIE,"It ain't fittin' real well, Sally"
SALLY,Fine! You take her! Can't fight worth a shit anyway
REF,Somebody tell me what's going on!
FRANKIE,"I was late, Sally was just workin' till I got here."
REF,You're telling me this is your fighter??
FRANKIE,"Yeah, this is my fighter"
REF,Then you got ten seconds!
MAGGIE,"I keep holding my left up, boss, then I throw a punch and it keeps droppin'."
FRANKIE,"So, leave it down."
MAGGIE,That'd be a lot easier.
FRANKIE,"She thinks she knows ya, keeps comin!’ over that left, she ain't lookin' anywhere else. You let it drop and watch for her cocking that big right of hers, hear me?"
MAGGIE,"I hear you, boss."
SCRAP ,Got the stool!
FRANKIE,"She cocks the right, take a short step back and fire a good night hook. You got one in you?"
MAGGIE,Got it right here.
REF,Fight or I'm calling it!
FRANKIE,Then go give it to her.
SCRAP ,Want the stool?
FRANKIE,Tris the fourth round cf a four-rounder.
SCRAP ,"The body knows what fighters don't: how to protect itself. A neck can only twist so far, Twist it just a hair more and the body says ‘Till take it from here, cause you obviously don't know what you're doing'"
SCRAP ,"‘Lie down now, rest and we'll talk about this when you regain your senses.?"
SCRAP ,It's called the knockout mechanism
SCRAP ,See the way she do that? Sugar Ray'd do that. Girl's got sugar
FRANKIE,You forgot the rule. What's the rule?
MAGGIE,Keep my left up?
FRANKIE,Protect yourself at all times. It's a rule. What's the rule? 
MAGGIE,Protect myself at all times. You gave me away. How was that protecting me?
MAGGIE,"I'm gonna work on my left, boss"
FRANKIE,Drink your water
MAGGIE,"Other than that, how'd I do?"
FRANKIE,You did fine
MAGGIE,You gonna leave me again?
FRANKIE,"Never. That place you work, they have lemon pie?"
MAGGIE,Sure
FRANKIE,They use that canned filling crap?
MAGGIE,"Big can, yea size. Says ""Homemade"" on the label"
FRANKIE,Take the weekend off
MAGGIE,"It's only Thursday, boss"
FRANKIE,You arguing with me?
MAGGIE,"Know better than to do that, boss"
SCRAP ,All fighters are cig headed some way or other
SCRAP ,Some part of them always thinks they know better than you about somethin’
FRANKIE,Can you spare two minutes for the Immaculate Conception?
SCRAP ,"Truth is, even if they're wrong, even if that one thing is gonna be the ruin of them"
SCRAP ,"if you can beat that last bit out of them, then they ain't fighters at all"
FRANKIE,Said I see you Monday
MAGGIE,"You sure did, boss"
FRANKIE,That was last night
MAGGIE,You asked me not to argue with you
FRANKIE,Woman won't do a damn thing I teil ner
SCRAP ,You want my advice?
FRANKIE,Why ain't you wearing shoes?
SCRAP ,Airing out my feet
FRANKIE,You got big holes in your socks
SCRAP ,Not that big
FRANKIE,I thought I gave you money to buy new ones
SCRAP ,These are my Sleeping socks. My feet like a little air at night
FRANKIE,"So, why you wearing them in the daytime?"
SCRAP ,Daytime socks got too many holes
FRANKIE,"If I give you more money, will you buy socks?"
SCRAP ,I'd be tempted ta. But it might makes it way to the track. Couldnit say for sure.
SCRAP ,Didn't take Maggie long to hit her stride.
MAGGIE,Got the breathing thing down
FRANKIE,You ain't holding your breath cause you're not in the ring long enough. You gotta quit knocking out these girls in the first round.
MAGGIE,"Thought that was the point, boss."
FRANKIE,"Point is for you to get good, and to get good you need fights; and I won't be able to get you any if you keep knocking them out in the first round. Nobody wants to see their fighter embarrassed."
MAGGIE,"Why am I still doing four-rounders, boss?"
FRANKIE,Because you ain't got the lungs toa go sgix-rounds yet.
MAGGIE,I do if I keep knocking em out in the first round.
SCRAP ,"Frankie made her fight one more four- rounder, just to let her know who was boss"
SCRAP ,Maggie left no doubt about it.
MAGGIE,"Sorry, boss."
SCRAP ,Her first six rounder didn't go quite as smooth
SCRAP ,Maggie didn't knock her out till the end cf the first round
SCRAP ,"After that, no manager wanted to put his fighter in with Maggie"
SCRAP ,"Frankie had to go into his pocket to get her decent fights, sweetening the purse by paying managers on the side."
SCRAP ,That only worked for so long. Then Frankie did something he hated doing. He took a chance
SCRAP ,And moved her up in class
SCRAP ,That coulda been a mistake
FRANKIE,Gimme iwo goddamn seconds!
FRANKIE,It's broke. Dang!
MAGGIE,Fix it
FRANKIE,"Can't. It's broken, no way to stop the blood"
MAGGIE,You can fix it
FRANKIE,I can't. I have to call it
MAGGIE,I seen what you can do! Fix it!
FRANKIE,"I can crack it back in place, but I can't stop the bleeding. Ring doctor's gonna cail it"
MAGGIE,"Please, Frankie. If you can stop the blood I can beat her."
FRANKIE,Inhale
MAGGIE,What?
FRANKIE,Inhale!
MAGGIE,What?
FRANKIE,Breathe in!
FRANKIE,"about twenty seconds before that turns into a geyser and you'll be spraying blood all over the front row. Twenty seconds, that's all you got."
RING DOCTOR,Okay!
FRANKIE,Mo cuishle
MAGGIE,Whatcha readin'?
FRANKIE,What the heil she say?
FRANKIE,Yeats; keep your head back
SCRAP ,"Talk a little Yeats to her, show her what a treat that is"
FRANKIE,When the hell they gonna get to her?
MAGGIE,"Tim okay, Frankie"
FRANKIE,What'd you learn tonight?
MAGGIE, Always protect myself
FRANKIE,That's the rule. What's the rule?
MAGGIE,Always protect myself
NURSE,Margaret Fitzgerald?
FRANKIE,E'll be right here
SCRAP ,How ya doing?
FRANKIE,I'm not the one hurt
SCRAP ,Broken nose don't hurt that much
SCRAP ,No reason
SCRAP ,But some wounds are too dsep or foo close to the bone
FATHER HORVATH,Did you write your daughter?
FRANKIE,Every week
FATHER HORVATH,I have no idea why you come to church
SCRAP ,"And no matter how hard you work it, you just can't stop the bleeding"
SCRAP ,Maggie's next two fights were easy
SCRAP ,Maybe too easy
SCRAP ,"After her twelfth straight knock out, Frankie got a couple m real good offers. The first was to fight--"
SCRAP ,"Billy ""the Blue Bear"" Astrakhov for the WBA Welterweight Title. Biliie was a former prostitute"
SCRAP ,"a banger who waded in winging shots from all angles, easily beating girls Erom Berlin to Australia. Hada reputation for being the dirtiest fighter in the ranks"
SCRAP ,Didn't seem te matter to her that something like that could kill a person
SCRAP ,And the crowds loved her. Especially in Germany
