character,dialog
JAMES,I’ll handle it. Keep your guys back. Specialist! Bring up the Humvee!
SANBORN,What’s going on?
JAMES,Break out the suit.
SANBORN,What about the bot?
JAMES,I’ll take care of it.
SANBORN,What? Don’t you want us to get the bot down there to see what it looks like?
JAMES,I’ll handle it.
SANBORN,"It’s kind of tight down here, James."
SANBORN,"You know you don’t have to go down there, man, we already have the bot half way out."
JAMES,It will be alright.
SANBORN,"First day, I was thinking you might want to take it easy."
JAMES,Let’s rock ‘n roll.
ELDRIDGE,He’s a rowdy boy.
SANBORN,He’s reckless.
SANBORN,"Blaster One, what’s going on?"
SANBORN,"Blaster One, what are you doing?"
SANBORN,"Blaster one, this is Blaster Mike. What’s with the smoke on the side of the road?"
SANBORN,"Hey James, can you hear me? What’s with the smoke?"
JAMES  ,Creating a diversion.
SANBORN,"From what? Is there a threat? Get up on that wall. Tell me what you see, Specialist!"
ELDRIDGE,I got him. He’s walking downrange.
SANBORN,"James, the smoke is killing my visibility. Where are you in relation to the IED? Are you within 100 meters, yet?"
JAMES,"Hell, I don’t know. I’ll let you know when I’m standing over it."
ELDRIDGE,Car! Car! A car stopped in front of him.
SANBORN ,"James, come back now."
SOLDIER,EOD has a nine on the Haji in the car. Should I send back up?
JAMES,I got it.
SANBORN,"Negative, negative. You’re too close, the blast will come up the street. Stand down. Stay behind the corner. EOD has the situation under control."
JAMES,It’s that way...Back.
SOLDIER,"Three, four rounds fired. The nine is now pressing into the Haji’s forehead."
JAMES,If he wasn’t an insurgent he sure as hell is now.
JAMES,We’re done. Good to go.
SANBORN,"Come down, Specialist."
ELDRIDGE,Roger.
JAMES,Got a wire. Hang on..
JAMES,Secondary!
SANBORN,"Off the wall, Owen! Get behind something. Find cover."
JAMES,"That wasn’t too bad, for our first time working together. What do you think?"
SANBORN,I think working together is I talk to you. And you talk to me.
JAMES,"Are we going on a date, Sanborn?"
SANBORN,"No, we’re going on a mission. And it’s my job to keep you safe, so we can keep going on missions."
JAMES,"Hey, this is combat."
ELDRIDGE,It’s just thirty nine days.
SANBORN,Thirty eight. Assuming we survive today.
ELDRIDGE,"Hey, it’s mister “Be all that you can be.” What’s up, doc?"
CAMBRIDGE,Not much. How are you?
ELDRIDGE,"I’m good. I had a question about that song, though. What if all I can be is dead on the side of an Iraqi road? I think it’s logical. I want them to know if they’re going to leave a bomb on the side of the road, we’re going to blow up their little fucking road."
CAMBRIDGE,"You got to stop obsessing. Change the record in your head. Think about other things. Right now, what are you thinking about?"
ELDRIDGE,You want to know what I’m thinking about?
CAMBRIDGE,Yes.
ELDRIDGE,"This is what I’m thinking about. Here’s Thompson dead. Here, he’s alive."
ELDRIDGE,He’s dead. He’s alive.
BECKHAM,"Hey, wassup my nigger? You cool or not? You want to buy the cool shit? The tight shit? No? Fuck you! Hey nigger, buy some DVDs? New releases. Very good."
JAMES,How much?
BECKHAM,"One for five, two for nine."
JAMES,Three for twelve.
BECKHAM,"Three for thirteen. And for you, no tax."
JAMES,No tax? Alright.
BECKHAM,"You’re a smart shit, you know. You’re not like those stupid fuck face shits."
JAMES,I’m a smart guy? You’re a smart kid. Give me your best one.
BECKHAM,Here you go. This is the best shit.
JAMES,Keep the change. Want a cigarette? Are you kidding? You shouldn’t smoke.
SANBORN,I need to talk to you about something before we roll out again.
JAMES,Shoot.
SANBORN,Yesterday -- that was not cool.
JAMES,I know. You’ll get it.
SANBORN,You were a Ranger? I was in intelligence seven years before EOD. We ran combat missions in every shit hole on the planet. So I’m pretty sure I can figure out a redneck piece of trailer trash like you.
JAMES,Looks like you’re on the right track.
IRAQI SERGEANT,It’s behind the wall.
JAMES,Did you see any wires? Any smoke?
IRAQI SERGEANT,No. I didn’t look.
JAMES,So how do you know it’s a bomb?
IRAQI SERGEANT,"The car has been parked there illegally and the suspension is sagging, so there’s definitely something heavy in the trunk."
JAMES,Why don’t you peek inside and tell me what you see?
IRAQI SERGEANT,You want me to go close to it? In Arabic: you crazy piece of shit!
ELDRIDGE,I got top cover!
JAMES,"That’s a negative, Specialist. Eldridge stay with me. Sanborn, you take top cover."
SANBORN,Blaster Mike in position.
REED,What have you got?
MEDIC,Through and through to the chest but I got him stable.
COLONEL REED,He’s not going to make it.
MEDIC,"If we’re leaving in fifteen minutes we got a survivable wound, Sir."
COLONEL REED, He’s not going to make it.
SANBORN,What is he doing?
ELDRIDGE,I don’t know.
ELDRIDGE,What are you doing?
JAMES,"There’s enough bang in here to send us all to Jesus. If I’m going to die, I want to die comfortable."
JAMES,I need my kit and my cans.
SANBORN,What’s going on?
ELDRIDGE,"I’m getting his kit and cans. Cover me, please."
JAMES,Got a lot of det cord. Electrical.
JAMES,I’m going to look for the initiator.
JAMES,"It’s not in the back seat, I don’t think."
JAMES,Nope. It’s not in the back seat.
SANBORN,"I’ve got eyes on a young man on a balcony, at your 9 o’clock. Keep an eye on him."
JAMES,It’s not in the front seat... It’s not in the door...not in the floors...not in the glovebox.
SANBORN,If you haven’t found it yet it’s probably under the car somewhere.
JAMES,None of the cord goes under. It’s up here -- somewhere.
ELDRIDGE,You got eyes on a guy with a video camera?
SANBORN ,No. Where?
ELDRIDGE,He’s right at my 12 o’clock. You see him? He’s pointing the thing right at me!
SANBORN,Negative. I don’t see him.
ELDRIDGE,Right at my 12 - look 12 o’clock!
SANBORN,"Roger that, I got him. Yeah, he’s shady."
ELDRIDGE,So what’s the play?
SANBORN,Be smart. Make a good decision.
SANBORN,"Hey James, how you doing?"
JAMES,I’m wonderful. How are you?
SANBORN,We’ve been here a while. We need to get out of here soon. We got a lot of eyes on us.
SANBORN ,We got to get out of here.
JAMES,Roger that. I’m going to figure this out.
SANBORN ,"James, we need to get out of here."
SANBORN ,James do you copy?
ELDRIDGE,I’m a sitting duck.
SANBORN,How’s it looking down there?
SOLDIER,All clear.
SANBORN,"The building is evacuated. We can leave, let the engineers handle this mess."
ELDRIDGE,Are we moving?
SANBORN,That’s affirmative.
JAMES,Interesting.
SANBORN,What’s going on with James. He’s not answering me.
ELDRIDGE,I think he removed his headset.
SANBORN,Will you tell him to his radio back on.
ELDRIDGE,"Hey James, Sergeant Sanborn  is asking if you’ll please put your headset back on."
ELDRIDGE,That’s a negative. It’s not happening.
SANBORN,I got eyes on three guys at the minaret. Six o’clock.
SANBORN,What the hell is he doing?
ELDRIDGE,I don’t know - it looks like he’s checking the oil.
SANBORN,They’re communicating with your camera man.
ELDRIDGE,This is bad.
SANBORN ,Get behind a Jersey barrier.
ELDRIDGE,I can’t keep eyes on James from here.
SANBORN ,Get down. Now.
ELDRIDGE,We can go!
JAMES,"We’re done... Sanborn, let’s get out of here!"
JAMES,That was good.
SANBORN,"Hey, James."
JAMES,Yeah?
SANBORN,Never turn your headset off again.
COLONEL REED,You the guy in the bomb suit?
ELDRIDGE,"No, Sir. That’s Sergeant James. He’s right here. Somebody here to see you."
JAMES,"Hello, sir."
COLONEL REED,You the guy in the flaming car? Sergeant James?
JAMES,"Yes, sir."
COLONEL REED,"Well, that’s just hot shit. You’re a wild man, you know that?"
COLONEL REED,"He’s a wild man, you know that? Let me shake your hand."
JAMES,"Thank you, sir."
COLONEL REED,"How many bombs have you disarmed, Sergeant?"
JAMES,I’m not quite sure.
COLONEL REED,"Sergeant, I asked you a question."
JAMES,"One hundred and seventy three. Counting today, Sir."
COLONEL REED,"One hundred and seventy three? That must be a record. So tell me, what’s the best way to go about disarming one of these things?"
JAMES,The way you don’t die.
COLONEL REED,Good one. Spoken like a wild man. That’s good.
BECKHAM,Give it.
JAMES,"Wait a minute. Look who it is. I want my five bucks back, buddy."
BECKHAM,Five dollars - for what? Are you crazy?
JAMES,Those DVDs you sold me were crap.
BECKHAM,"No, you’re crazy. That’s impossible. It’s Hollywood special effects."
JAMES,"It was shaky and out of focus, buddy."
BECKHAM,"Special effects! What do you want, donkey porn? Girls on dog? Just tell me what you want! Are you gay? You want gay sex?"
JAMES,What’s your name anyway?
BECKHAM,Beckham.
JAMES,"Oh yeah - like the soccer player? You good like him, too?"
BECKHAM,"Better, my man."
JAMES,"Alright, make you a deal. If you can stop the ball I’ll give you five bucks --"
BECKHAM,"-- Five dollars? More like ten, twenty."
JAMES,"But if you can’t, I’m going keep the ball. Deal?"
BECKHAM,Deal.
JAMES,"Ready? One, two --"
JAMES,-- three. Shit.
BECKHAM,"Come on, where’s the five dollars. You are EOD. EOD -- boomala boomala. It’s fun, no? It’s gangsta?"
JAMES,"Yeah I think so. Tell you what, kid, I’ll buy another DVD but if it’s shaky or out of focus or in any way not 100 percent, I’m going to chop off your head with a dull knife. I’m kidding."
CAMBRIDGE,How’s it going?
ELDRIDGE,Good. Breaks are squeaky.
CAMBRIDGE,How you doing?
ELDRIDGE,Good. Sleep is good. Eating well. Feeling pretty squared away.
CAMBRIDGE,Glad to hear it. You getting along with the men in your unit?
ELDRIDGE,"Yeah, my team is great. My team leader is inspiring."
CAMBRIDGE,"You being sarcastic, soldier?"
ELDRIDGE,"No. I mean, he’s going to get me killed. I almost died yesterday. But at least I’ll die in the line of duty, ‘Proud and Strong.’"
CAMBRIDGE,"You know, this doesn’t have to be a bad time in your life. Going to war is a once in a life time experience. It can be fun."
ELDRIDGE,And you know this from your extensive work in the field?
CAMBRIDGE,I’ve done my field duty.
ELDRIDGE,Where was that - Yale?
CAMBRIDGE,"Look, if you want to stop talking to me, you can. These sessions are voluntary."
ELDRIDGE,I appreciate what you’re saying. But you need to get out from behind the wire. See what we do.
CAMBRIDGE,"If the circumstance calls for it, I will. Just like any other soldier."
SANBORN,Ready for second det? Fire in the hole. Fire in the hole.
JAMES,Hold on a second. I think I forgot my gloves back there.
SANBORN,Those detonators misfire all the time.
ELDRIDGE,What are you doing?
SANBORN,"I’m just saying, shit happens. They misfire."
ELDRIDGE,He’d be obliterated to nothing.
SANBORN,"His helmet would be left, you could have that. Little specs of hair charred on the inside."
ELDRIDGE,"Yeah, there would be half a helmet somewhere...specs of hair."
SANBORN,We’d have to ask for change in technique and protocol - make sure this type of accident never happens again. You’d have to write the report.
ELDRIDGE,Are you serious?
SANBORN,I can’t write it.
ELDRIDGE,"No, are you serious about killing him?"
ELDRIDGE,12 o’clock. I see an SUV. I got four armed men. They’re in Haji gear.
SANBORN,Roger that.
JAMES,"Careful now, guys."
SANBORN,We’re in it now.
JAMES,"Eldridge, stay on that fifty."
SANBORN,Hands high!
JAMES,"Eldridge, cover!"
ELDRIDGE,I got you!
SANBORN,Pistol - take it off now.
KEFFIYEH MAN,"What do you want me to do, put my hands up or take off my pistol?"
SANBORN,Keep your hands up.
KEFFIYEH MAN,Okay.
KEFFIYEH MAN,Can I touch my fucking head now?
SANBORN,Slowly.
MERCENARY TEAM LEADER,We’re on the same side. You guys are wired tight - you know that?
JAMES,What are you doing out here? This is no place for a picnic.
MERCENARY TEAM LEADER,We’ve got a flat tire. Can you help us?
JAMES,Sure. Do you have spares?
MERCENARY TEAM LEADER,We have a spare but we used up our wrench.
JAMES,How do you use up a wrench?
MERCENARY TEAM LEADER,That guy - he threw it at someone.
SANBORN,You know you don’t have to throw wrenches. You can shoot people here.
FEISAL,Fuck off.
MERCENARY TEAM LEADER,Picked them up in Najaf. Nine of hearts... Jack of Clubs.
ELDRIDGE,Same guys?
MERCENARY TEAM LEADER,That’s them.
JAMES,Need a little help there?
MERCENARY TEAM LEADER,What’s the problem with the tire? Why the delay?
FEISAL,"No good, boss. This wrench is too small."
MERCENARY TEAM LEADER,"Alright, solutions anyone?"
ELDRIDGE,I think there is another wrench in the back of the Humvee if you want to check.
FEISAL,"Thanks, I’ll look."
MERCENARY TEAM LEADER,How long are you guys out here?
JAMES,"I don’t know. Specialist, what do we got?"
ELDRIDGE,We’ve got...ah...seventeen more days.
JAMES,"But no one is counting, right."
MERCENARY TEAM LEADER,Contact left! Contact left!
ELDRIDGE,What are we shooting at?
SANBORN,I don’t know!
MERCENARY TEAM LEADER,The packages are moving!
JIMMY,They will not get far on foot.
MERCENARY TEAM LEADER,Three bloody months hunting those fuckers. I’m out five hundred thousand quid!
MERCENARY TEAM LEADER,"I forgot, it’s five hundred thousand DEAD OR ALIVE!"
MERCENARY TEAM LEADER,"Jimmy, give me the Barrett."
MERCENARY TEAM LEADER,Chris is shooting wild. We have to conserve ammo.
JIMMY,Hey Chris - can you hear me? Chill out on the fifty.
CHRIS,Roger that.
JIMMY,He shot Chris.
JIMMY,It must be coming from that building.
MERCENARY TEAM LEADER,I can’t see anything.
JIMMY,Movement on the roof.
JIMMY,Three meters higher.
MERCENARY TEAM LEADER,I’ve got to adjust.
JIMMY,He’s dead.
SANBORN,I’ll get on the Barret.
JAMES,"Go, go."
ELDRIDGE,No Sanborn don’t do that.
JAMES,"Go, go. Stay low."
OLDER CONTRACTOR,This is Alpha Nine. We’re in deep shit. We’re taking incoming fire.
DISPATCH,"Roger that, Alpha Nine. Go ahead."
JIMMY,We are taking incoming fire. I have two KIA. Correction three KIA. Can you get us some help?
DISPATCH,Roger that Alpha Nine. Go ahead.
OLDER CONTRACTOR,Our grid -- MDRF:5542973420.
DISPATCH ,"Alpha Nine, this is Big North Seven. You are going to have to sit tight."
JAMES,Breathe easy. I got movement at that house. 800 meters. By the window: you have a target
SANBORN,Got it.
JAMES,A little left.
SANBORN,I’m out of ammo.
JAMES,Huh?
SANBORN,I’m out of ammo.
JAMES, Eldridge! We need ammo.
JAMES,I need that ammo man!
ELDRIDGE,I’m looking. Where is it?
JAMES ,Check the dead guy.
JAMES,Same target.
SANBORN,Got it.
SANBORN,It’s jammed. The blood is making it jam.
JAMES,"Eldridge, you got to clean the blood off the bullets. The blood is making it jam."
JAMES,"Spit and rub, man. Spit on them."
JAMES,Use your camel.
JAMES,"You’re doing good, man. You’re okay. I’m going to keep you safe."
JAMES,Scan your sectors.
JAMES,Nice. You got him. Second one is out of range.
JAMES,Twenty meters to the right of the building. You got a target.
SANBORN,I got him.
JAMES,Fire when ready.
JAMES,He’s moving to the building. Follow him. You got him?
SANBORN,Got him.
JAMES,You got him. He’s down. Good night. Thanks for playing.
JAMES,Window! Window!
SANBORN,Got it.
JAMES,He’s still there.
JAMES,Left window! Left window! Got him?
SANBORN,Got him.
JAMES,He’s down.
JAMES,"Eldridge, grab me the juice out of an MRE."
JAMES,Drink.
ELDRIDGE,"Uh, Will."
JAMES,Yeah.
ELDRIDGE,At your six o’clock. Movement on the tracks.
JAMES,Deal with it.
ELDRIDGE,"Uh, okay."
ELDRIDGE,Should I fire?
JAMES,Your call.
JAMES,I think we’re done.
JAMES,"That’s what you get for hitting your team-leader, motherfucker."
SANBORN,Be right back. I gotta piss.
JAMES,"Owen, another round. That’s an order."
ELDRIDGE," Yes, Sir, Sergeant James Sir. You’re not very good with people are you -- but you’re a natural warrior."
JAMES,"You acquitted yourself well on the field of battle today, Specialist."
ELDRIDGE,I was scared.
JAMES,Everyone is a coward about something. You did good.
SANBORN,"Just what do we have here? Will has possessions! I didn’t know you owned anything, Will."
ELDRIDGE,Let’s see what you got.
SANBORN,What’s that?
JAMES,That’s my son. He’s a real tough little bastard. Nothing like me.
SANBORN,You’re married?
JAMES,"Well, I had a girlfriend. She got pregnant and we got married and then we divorced. Or, I thought we divorced. She’s still in the house and she says we’re still together. So I don’t know. What does that make her?"
SANBORN,Dumb - for still being with your ass.
JAMES,"She ain’t dumb. She’s just loyal, that’s all.  What about you guys - what have you got?"
SANBORN,My problem is the girl I like I can’t stop from talking about babies.
JAMES,"Give her your sperm, stud. Make babies!"
SANBORN,Nah.
JAMES,"Go on, you chickenshit. Do it!"
SANBORN,"No, I know when I’m ready and I’m not ready for that yet. And what do we have here?"
JAMES,Components. Bomb parts. Signatures.
SANBORN,I see that. But what are they doing under your bed?
JAMES,"This one is from the UN building, flaming car. Dead man switch - boom! This guy was good. I like him. This one was from our first call together. This box is full of stuff that almost killed me."
ELDRIDGE,"What’s this one from, Will?"
JAMES,"That’s my wedding ring. Like I said, stuff that almost killed me. I think it’s interesting to hold something in your hands that could have killed any one of us."
SANBORN, It’s a piece of junk from Radio Shack.
ELDRIDGE,It’s interesting.
JAMES,"I agree. I think it’s interesting, too."
SANBORN,"I think that punch was harder than I hit you. Therefore, I owe you a punch. So get up motherfucker."
ELDRIDGE,"Hold on, we need some rules. No face shots."
SANBORN,There’s gonna be a face shot.
ELDRIDGE,What happened?
JAMES,My mother dropped me at birth.
ELDRIDGE,Looks like frag scars.
SANBORN,"Let it go, Eldridge."
SANBORN,You like that?
JAMES,That all you got?
JAMES,That’s got to hurt.
ELDRIDGE,You alright?
SANBORN,Yeah.
JAMES,"Get up, bitch."
JAMES,What have you got now?
SANBORN,Get off me!
JAMES,"Come on, what have you got."
SANBORN,Get off of me you freak!!
JAMES,We got a wild one here!!
JAMES,I’m riding him! That’s right!! He’s a wild one and I’m riding him!!
JAMES,I’m just kidding motherfucker!! Shit!!!
JAMES,"You’re alright, Sanborn. Owen, get this guy another drink."
ELDRIDGE,Later.
JAMES,You need to go on a diet.
JAMES,Get some rest.
SANBORN,"Hey James, do you think I have what it takes to put on the suit?"
JAMES,"Hell no. Good night, boy."
CAMBRIDGE,Mind if I ride along? I’m sick of sitting behind a desk all the time.
JAMES,"It’s a privilege.  I don’t mean to insult your intelligence, Sir, but if the shit hits the fan please don’t fire out the Humvee, the rounds will just bounce around and someone might get shot. I don’t like getting shot."
CAMBRIDGE,"Understood, Sergeant."
ELDRIDGE,"This is a pretty standard mission. We’re just here to pick up some ordnance. Sergeant James is going to go see what the deal is. Hopefully, we’re gone in a couple of minutes"
JAMES,"Guys, we got to gear up."
SANBORN,For what?
JAMES,"Security hasn’t gone in. Let’s just go in quiet, radios off."
ELDRIDGE,Glad you came.
CAMBRIDGE,Stay safe.
SANBORN,Clear!
ELDRIDGE,This cigarette is still smoking!
SANBORN,This is all our shit. Motherfucking gold mine. Watch out for trips.
JAMES,I got something.
JAMES,I know this kid. His name is Beckham. He sells DVDs.
SANBORN,You ever see a body bomb before?
SANBORN,"This is disgusting, let’s get out of here."
JAMES,"Eldridge, grab all the C4 and det cord you can get your hands on. Let’s get the rest of it out of here and just blow it in place."
SANBORN,Roger that.
CAMBRIDGE,What are you doing? Moving the rocks?
CAMBRIDGE,That’s very nice. It’s a little unsafe today. So maybe - I don’t know - I’m thinking maybe we should move.
SANBORN,You okay?
ELDRIDGE,Yeah. You?
ELDRIDGE,You alright man?
JAMES,"Yeah, no one in or out."
JAMES,Cancel the det.
SANBORN,What the fuck is he doing?
ELDRIDGE,I don’t know.
CAMBRIDGE,"Hello, how are you?"
IRAQI MAN,Where are you from?
CAMBRIDGE,New York. The Big Apple.
IRAQI MAN,I’m from Iraq.
CAMBRIDGE,"I love it here. This is a beautiful place. But today, it’s not too safe here, so I think we need to move. Please."
JAMES,I’m coming down.
ELDRIDGE,...So you think it was that little base rat?
SANBORN,No I don’t.
ELDRIDGE,You positive?
SANBORN,"Sure. I don’t know. They all look the same, right?"
ELDRIDGE,I don’t know. Will seemed sure. But that was weird.
SANBORN,Very weird.
CAMBRIDGE,"Please, just move. Please. Ishmee."
ELDRIDGE,But then Will’s pretty weird. He keeps bomb parts under his bed.
SANBORN,I bet you he doesn’t keep any of these parts under his bed.
JAMES,Let’s go!
ELDRIDGE,"Where’s Cambridge? Cambridge! Come on, we got to go!  Doc?"
JAMES,He’s dead.
ELDRIDGE,I just saw him! He was walking right here!
JAMES,"He’s dead. He’s dead. But you’re alright, buddy. You’re alright."
WOMAN,Hello? Will?  Hello?
JAMES,"Hey, let me ask you a question, what happened to the little kid that used to work here?"
DVD MAN,"Sorry man, no English."
JAMES,No English? Now you don’t speak English. The little kid? Beckham is his name. He sells DVDs.
DVD MAN,DVD? One DVD five dollars.
JAMES,"Excuse me, soldier, are you in charge of this area?"
GUARD,What’s up?
JAMES,"That guy over there could be an insurgent. How do we know he’s not giving intel to his buddies, telling them where to drop mortars?"
GUARD,I think he’s just selling DVDs.
JAMES,He’s a security risk. You should get rid of him.
GUARD,He’s just selling DVDs. All the merchants are cleared. I couldn’t do anything to him without the say-so from my C.O.
JAMES,"Does this change anything? Speak English now, don’t you? Drive!"
JAMES,This is the house? Beckham’s house? Wait here.
JAMES,Do you speak English?
KALIM,"English, French, Arabic."
JAMES,Good. Open your vest. Stay there. Tell me what you know about Beckham.
KALIM,For whom?
JAMES,"Beckham. The 12-year old boy, the body bomb."
KALIM,"Beckham? I don’t know. But please sit down. I am professor Kalim, this is my home. You are a guest. Please sit down."
JAMES,I’m a guest...I’m just looking for the people responsible.
KALIM,"You are CIA, no? I am very pleased to have CIA in my home. Please, sit."
KALIM,Be careful! The gun can go off.
JAMES,USA Friendly coming in!
GUARDS,"Stop, get the fuck down. On your knees!"
GUARDS,Don’t fucking move!
GUARDS,Stop!
GUARDS,"On your knees, on your knees!!"
GUARD,Open your fucking jacket!
GUARD,Cover!!
JAMES,I have a weapon!
GUARD,Searching!
GUARD,Gun!! Weapon’s clear!!
JAMES,Like I said.  Do you want to look at my I.D.?
GUARD,What are you doing out here?
JAMES,I was at a whore house.
GUARD,"Okay, if I let you in, will you tell me where it is exactly?"
SANBORN,"I repeat, do you copy? Do you have your ears on? James?"
JAMES,"Yeah, this is James. What’s up?"
SANBORN,"We have a tanker explosion in the Green Zone. We have to do a post- blast assessment, see if it was a suicide bomber and if so how he pulled it off. So where did you say you were again?"
JAMES,"I didn’t, Sergeant. Let’s go."
SANBORN,"What happened to your head, James?"
JAMES,Ready? Game face buddy.
SANBORN,USA Friendlies coming in!
JAMES,Oil tanker?
SANBORN,Yup. Pretty long flight.
JAMES,This is the edge of the blast radius.
JAMES,So where’s our trigger man?
SANBORN,Burnt up in the flames. Suicide bomber. You’ll never find a body.
JAMES,"But what if there was no body. What if it was a remote det? A really good bad guy hides out in the dark, right? This is a perfect vantage point outside the blast radius to set back and watch us --"
ELDRIDGE,You want to go out there?
JAMES,Yes I do.
ELDRIDGE,I could stand to get in some trouble.
SANBORN,"No, man, this is bullshit. You got --what?-- three infantry platoons here whose job it is to go haji hunting. That’s not our job."
JAMES,"You don’t say ‘No’ to me, Sergeant. I say ‘No’ to you. You know there are guys watching us right now. We’re going."
JAMES,We know where the oil tanker came from.
SANBORN,It’s the same kind.
JAMES,We’re close. These alleys are probably set up in a grid. We’re going to split up to flush them out. Sanborn take the first alley. Eldridge take two. I got three. Rally point at your intersection. Ready? Move!
SANBORN,Wait? Rally point? When?
JAMES,You got contact?!
SANBORN,Who is it?! What’s going on?
JAMES,What have you got?!
