character,dialog
ROXIE,SOMETIMES I’M RIGHT SOMETIMES I’M WRONG SOMETIMES I’M WRONG BUT HE DOESN T CARE HE’LL STRING ALONG HE LOVES ME SO THAT FUNNY HONEY OF MINES. SOMETIMES I’N DOWN SOMETIMES I’N UP BUT HE FOLLOWS ’ROUND LIKE SOME DROOPY-EYBD PUP SE LOVES ME SO THAT FDNNY HONEY OF MINE
AMOS,"Like I said, even after I shot him  he kept comin at me . So I had to pull the trigger again."
ROXIE,"HE AIN’T NO SHEIK THAT’S NO GREAT PHYSIQUE LORD KNOWS, HE AIN’T GOT THE SMARTS BUT LOOK AT THAT SOUL I TELL YOU, THAT WHOLE IS A WHOLE LOT GREATER THAN THE SUM OF HIS PARTS AND IF YOU KNEW HIM LIKE ME I KNOW YOU’D AGREE"
ROXIE,"WHAT IF THE WORLD SLANDERED MY NAHE? WHY, HE’D BE RIGHT TBERE TAKING THE BLAME HE LOVES ME SO AND IT ALL SUITS ME FINE THAT FUNNY, SUNNY, HONEY HUBBY OF MINE!"
HARRISON,I know what you mean.
AMOS,"...or somethin’. Think how terrible that would have been.Good thing I got home from work on time, I’m tellin’ ya that: I say I’m tellin’ you that"
HARRISON,Name of deceased. Fred Casely. Fred Casely? How could he be a burglar? My wife knows him' He sold us our furniture!
ROXIE,"LORD KNOWS, HE AIN’T GOT THE SMARTS"
AMOS,You told me he was a burglar.
HARRISON,"You mean he was’dead when you got home? She had him covered with a sheet and she’s tellin’ me some cock and bull atory about this burglar, and I ought to say I did it ’cause I was sure to get off. Help me, Amos, she says. It’s my goddemn hour of need"
ROXIE,"NOW, HE’S SHOT OFF HIS TRAP I CAN’T STAND THAT SAP LOOK AT HIM GO RATTIN’ ON ME WITH JUST ONE MORE BRAIN WHAT A HALF-WIT HE’D BE IF THEY STRING ME UP I’LL KNOW WHO BROUGHT THE THAT SCUMMY, CRUMMY, DUMMY HUBBY OF MINE!"
AMOS,"And I believed her! That cheap little tramp. So, she was two-timin’ me, huh? Well I’m through with protectin’ her now. She can swing for all I care. Boy, I’m down at the garage, working my butt off 14 hours a day, and she’s up here munchin’ on bon bons and trampin’ around like some goddamn floozie. Thought she could pull the wool over my eyes. Huh! I wasn’t born yesterday. I’m telling you, there’s certain things a man just can’t accept, and this time she pushed me too far. That little chiseler. Boy, what a sap I was!"
ROXIE,You double croBser' You big blabber mouth. You promised you’d stick.
AMOS,"You been stringin’ me, Roxanne. You told me he was a burglar and all the while you’re up here jazzing him."
ROXIE,God damn you: You are a disloyal husband.
ROXIE,"Look, it’s true, I shot him. But it was self defense. He was trying to burgle me."
HARRISON,"So what do you say, Missus?"
MRS. BORUSEWICZ,That’s him all right.
HARRISON,Thank you.
HARRISON,"Your story doesn’t wash, Mrs. Hart, so try this one on for size. Casely was a good time on the side, with Goofy here for a meal ticket."
ROXIE,Meal ticket? He couldn’t buy my
HARRISON,With a wife and five little Caselys
HARRISON,Or did he forget to mention them?
ROXIE,"That bastard. Sure, I killed him and I’d do it again."
HARRISON,"Once was enough, dearie."
HARRISON,Get her out of here.
PHOTOGRAPHER,"This way, lady:"
PHOTOGRAPHER,"Aw, c’mon. It’s a shame to hide a pretty face like that."
REPORTER,"Why’d you ahoofi htm, hon?"
PHOTOGRAPHER,How ’bout a profile and a little smile? Just like .the girl on the toothpaste ad.
HARRISON,Enjoy it while you can.
HARRISON,"Take this down. Assistant District Attorney Harrison says this is a hanging case, and I’m ready to go to the jury tomorrow..."
ROXIE,HangingF Oh God -- God...don’t let 'em Bank me.
HARRISON,"Not so tough anymore, are you?"
ROXIE,"Hail Mary, full of grace, the Lord is with thee. Blessed art thou amongst women..."
HARRISON,Take her down to the Cook County Jail.
CLERK,"Use morphine? Opium? Cocaine? The matron’s on her way, so don’t get too cozy. And put out that cigarette."
NICKIE,Ever had Morton before?
NICKIE,"She’s fine, long as you keep her happy."
BANDLEADER,"And now, ladies and gentlemen -- the Keeper of the Keys, the Countess of the Clink, the Mistress of Murderer’s Row -- Matron Mama Morton!"
MATRON,GOT A LITTLE MOTTO ALWAYS SEES ME THROUGH WHEN YOU’RE GOOD TO MAMA MAMA’S GOOD TO YOU THERE’S A LOT OF FAVORS I’M PREPARED TO DO YOU DO ONE FOR MAHA SHE ML DO ONE FOR   YOU
MATRON,THEY SAY THAT LIFE IS TIT FOR TAT AND THAT’S THE WAY I LIVE so I DmsERVE A LoT OF TAT FOR WHAT I’VE GOT TO GIVE DON’T YOU KNOW THAT THIS HAND WASHES THAT ONE TOO WHEN YOU RE GOOD 'PO HAHA HRHR’ S GOOD TO YOU I
GUARD,On your feet.
MATRON,"I’d like to be your friend, if you let me. So if there’s something that upsets you, or makes you unhappy in any way..."
MATRON,Don’t shoot your fat ass mouth off to me ’cause I don’t give a shit.
MATRON,Now move it out.
MATRON,You must be Hart.
MATRON,Ain’t you the pretty one.
ROXIE,"Thank you, ma' am."
MATRON,Call me Mama. I’m here to take
MATRON,"You’ll be habitating down in the East Block. Murderess Row, we call it."
ROXIE,Oh...is that nicer?
ROXIE,I don’t really belong in here. See I didn’t actually do anything wrong…
MATRON,"Don’t need to tell me, honey. I never heard of a man’s being killed when he didn’t get just what was coming to him."
VELMA,Hey Mama'
ROXIE,"Oh my God, Velma Kelly. You’re the Velma Kelly."
ROXIE,"You know, I was there the night you got arrested. Yeah, you and half of Chicago. "
VELMA,"Look at this, Mama. There’s an editorial denouncing me in Redbook Magazine. ”Not in memory do we recall so fiendish and horrible a double homicide.” Ah, baby, you couldn’t buy that kind of publicity.Couldn’t buy it I guess I can keep this then."
MATRON,IF YOU WANT MY GRAVY PEPPER MY RAGOUT SPICE IT UP FOR MAMA SHE’LL GET HOT FOR YOU
MATRON,"THE POLKS STOP THE LADDER. ARE THE ONES THE WORLD ’ADORES SO BOOST ME UP MY LADDER, KID AND I’LL BOOST YOU UP”YOURS"
ROXIE,"Um, Mama..."
ROXIE,"It’s a little, you know...freezing in here. Do you think maybe there’s a problem with the heating system?"
BANDLEADER,"And now, the six merry murderesses of the Cook County jail in their rendition of the Cell Block Tango."
LIZ,"You know how people have these little hebits that get you down? Like Bernie. Bernie liked to chew gum. No, not chew. POP. I came home this one day and I am really irritated, and looking for a little sympathy and there’s Bernie layin’ on the couch, drinkin’ a beer and chewin’."
LIZ,"No, not chewin’. Poppin’. So I said to him, ""You pop that gum one more time..."""
LIZ,And he did. So I took the shotgun off the wall and I fired two warning shots...into his head.
ANNIE,"I met Ezekial Young from Salt Lake City about two years ago and he told me he was Bingle and we hit it off right away. So, we started living together."
ANNIE,"He’d go to work, he’d come home, I’d mix him a drink, we’d have dinner. And then I found out."
ANNIE,"Single, my ass. Not only was he married...oh, no, he had six wives. One of those Mormons, you know. So that night, when he came home, I mixed him his drink, as usual. You know, some guys just can’t hold their arsenic."
JUNE,"Now I’m standing in the kitchen carvin’ up the chicken for dinner, minding my own business, and in storms my husband Wilbur in a jealous rage. ""You been screwin’ the milkman,"" he says. He was crazy and he kept screamin’, ""You been screwin’ the milkman."""
JUNE,And then he ran into my knife
JUNE,He ran into my knife ten times.
ROXIE,But did you do it?
VELMA,"Well, I was in such a state of shock, I completely blacked out. I can’t remember a thing. It wasn’t until later when I was washin’ the blood off my hands I even knew they were dead."
VELMA,THEY HAD IT COMING THEY HAD IT COMING THEY HAD IT COMING ALL ALONG I DIDN’T DO IT BUT IF I’D DONE IT HOWCOULD YOU TELL ME THAT I WAE WRONG?
MONA,I loved Al Lipschitz more than I can possibly say. He was a real artistic guy...sensitive...a painter.
MONA,"He was always trying to find himself. He’d go out every night looking for himself and on the way he found Ruth, Gladys, Rosemary...and Irving."
MONA,I guess you could say we broke up because of artistic differences.
MONA,"He saw himself as alive, and I saw him dead."
LIZ,Yoq pop that gum one more time
ANNIE,Single my ass.
VELMA,Number Seventeen -- the spread eagle.
MONA,Artistic differences.
ROXIE,Who belongs to them?
JUNE,What’s it to you?
ROXIE,Nothin’. I heard they were Velma’s.
ANNIE,"Yeah, the Hunyak does all her laundry for a dollar a week."
ROXIE,Fresh towels for the can.
MATRON,"Billy Flynn’s set your trial date for March Sth. March 7th you’ll be acquitted, and March Bth - do you know what Nama’s gonna do for you7 She’s gonna put you back on the vaudeville circuit."
MATRON,"Well, dearie...until Ma Bell installs a private line in your cell, all the calls have gotta go through ne."
MATRON,It’s a crazy world. Babe Ruth is wearing rouge and playing the Palace for five thousand a week.
MATRON,"That’s what happens you got the right representation. You know, Mama, I always wanted to play Big Jim Colisimo’s. Do you think you could get me that?"
MATRON,"Come on, Vel, you know how I feel about you. You’re like family to me -- like my own. I’ll do it for fifty bucks."
ROXIE,"No, it's my pleasure."
ROXIE,"Listen, can I ask you somethin’?"
ROXIE,Mr. Harrison said what I done is a hanging case and he’s prepared to ask for the maximum penalty.
ROXIE,"So I’m scared. I sure would appreciate a little advice, especially from someone I admire as much as you. See, ever since I can remember, I wanted to be on the stage..."
ROXIE,"No, I danced in the chorus. Of course, that was before I met my husband Amos..."
VELMA,Keep your paws off my underwear.
ROXIE,Thanks for nothin’.
MATRON,"She’s something, ain’t she?"
MATRON,"No matter how big she gets, she’s still as common as ever."
MATRON,"I’d like to help you, dearie."
MATRON,So what do you figure on using for grounds7
ROXIE,Grounds?
ROXIE,I guess...I’ll just tell them the truth.
ROXIE,Holy Mother of God...
MATRON,"Relex. In this town, murder’s a form of entertainment."
MATRON,"Besides, in forty-eeven years, Cook County ain’t never hung a woman yet. So it’s forty-seven to one, they won’t hang you."
ROXIE,"Oh, Jesus, Nary and Joseph..."
MATRON,You’re talking to the wrong people. What you need is Billy Flynn.
ROXIE,Who?
MATRON,He’s only the best criminal lawyer in all of Illinois. What he don’t know about juries and women.
ROXIE,How do you get this...Billy Flynn?
ROXIE,"A hundred? But you just, I mean..."
ROXIE,...that seeme pretty steep for a phone call.
MATRON,"And with a sweet little puss like yours...well, justice ain’t so blind in Chicago."
ROXIE,He never lost a case?
MATRON,Never.
MATRON,Every girl in this place would kill to have Billy Flynn represent her.
BANDLEADER,"Ladies and gentlemen, presenting the Silver Tongued Prince of the Courtroom -- the one -- the only"
BILLY,"I DON’T CARE ABOUT EXPENSIVE THINGS CASHMERE COATS, DIAMOND RINGS DON’T MEAN A THING"
GIRLS,THAT’S WHAT HE’S HERE FOR
BILLY,I DON’T CARE FOR WEARING SILK CRAVATS
BILLY,ALL I CARE ABOUT IS LOVE
GIRLS,ALL HE CARES ABOUT IS LOVE
BILLY,"GIMME TWO EYRS OF BLUE SOFTLY SAYING, ""I NEED YOU"""
BILLY,I DON’T CARE FOR ANY FINE ATTIRE VANDERBILT MIGHT ADMIRE
GIRLS,ALL HE CARES ABOUT IS LOVE
HUNYAK,Not guilty' Not gtilty!
BILLY,"You tell ’em, sweetheart."
MARY SUNSHINE,"Miss Kelly, do you remember anything at all about that night?"
VELMA,"I passed out completely, Miss Sunshine. I can’t remember a thing. Only that I didn’t do it."
MARY SUNSHINE,"Any idea who did, dear?"
BILLY,"No, but my client is offering a substantial reward to anyone with information about this crime."
MARY SUNSHINE,"How much is the reward, Miss Kelly?"
BILLY,"We’ll work that out after the trial. Now, if there are no more questions, Miss Kelly and I have a lot of work to do."
BILLY,"They’re awfully dumb, reporters. They’ll write it up wrong and later on you can deny the whole thing."
GIRLS,ALL HE CARES ABOUT IS LOVE'
ROXIE,I’m Roxie Hart.
BILLY,Who?
ROXIE,Mama talked to you about me.
BILLY,"Oh, yeah, right. The cute one."
ROXIE,I was hoping you might represent me.
ROXIE,"Gee, that’s a lot of money. Msma didn’t say anything about five thousand dollars."
ROXIE,"Lookit, Mr. Flynn, I’ve never been very good at this sort of thing. But couldn’t we make some kind of arrangement between us? I can be an awfully good sport"
BILLY,"Good, you got that out of your system. Now listen. You mean just one thing to me. Call me when you got five thousand dollars"
BILLY,"SHOW ME LONG, LONG RAVEN HAIR FLOWIN’ DOWN, ABOUT TO THERE WHEN I SEE HER RUNNIN’ FREE"
BILLY,"I DON’T CARE FOR DRIVIN’ PACKARD CARS OR SMOKING LONG, BUCK CIGARS NO, NO, NOT ME"
BILLY,ALL I CARE ABOUT IS
BILLY,ALL I CARE ABOUT IS LOVE! ALL HE CARES ABOUT IS LOVE!
BILLY,"Well, hello, Andy."
AMOS,Amos. My name is Amos.
BILLY,That’s right. Have a seat.
BILLY,"You know, you’re a remarkable man."
AMOS,auh?
BILLY,"Your wife two-times you, plugs the guy, and then tries to pin it on you. Most men’d let a dame like that swing. But you’re sticking by her and that makes you a hero in my eyes."
AMOS,Right. I’m a hero.
BILLY,Did you bring the money?
AMOS,"I didn’t do as well as I hoped. But I will, Mr. Flynn. I will."
BILLY,That’s only a thousand.
AMOS,And three hundred dollars that I borrowed from the guys at the garage… and seven hundred out of the building and loan fund
BILLY,That’s two thousand.
AMOS,"And that’s all I got so far. But I’ll pay you twenty dollars a week on my salary. I’ll give you notes with interest -- double, triple -- till every cent is paid. I promise ya."
BILLY,"When you came to me yesterday, I didn’t ask you was she guilty. I didn’t ask was she innocent. I didn’t ask you if she was a drunk or a dope fiend. All I said was, ""Have you got five thousand dollars?” And you said yes. But you don’t have five thousand dollars so I figure you’re a dirty liar, and I don’t waste my time with dirty liars."
AMOS,"Look, I’m real sorry, Mr. Flynn."
BILLY,"On the other hand, your devotion to your wife is really very touching. I took your wife’s case and I’ll keep it because I play square."
BILLY,"Now look, Hart, I don’t like to blow my own horn, but believe me, if Jesus Christ had lived in Chicago today -- and if he had five thousand dollars and had come to me things would have turned out differently."
BILLY,Here’s what we’re gonna do. By the end of the week I’ll have Roxie’s name on the front page of every newspaper in town. Sweetest little jazz killer ever to hit Chicago -- that’s the angle I’m after. Then we announce we’re gonna hold an auction. Tell ’em we got to raise money for her defense. They’ll buy anything she ever touched...
BILLY,"...your ahoes, your dresses, your perfume, your underwear..."
ROXIE,And Victrola records. Like the one I was playing when I shot that
BILLY,I never heard that.
ROXIE,Not that I didn’t have grounds.Any idea what they were?
BILLY,That’s for when we go to trial. Nobody’s going to care a lick what your defense is unless they care about you.
BILLY,"The first thing we got to do is work up some sympathy from the press. They’re not all pushovers like Mary Sunshine. But there’s one thing they can never resist and that’s a reformed sinner. So tell me, what was your favorite subject in school?"
ROXIE,Oh I was a real dummy.
BILLY,You must have been good at something.
ROXIE,I got high marks for courtesy and helpfulness.
BILLY,Perfect. You wanted to be a nun.
ROXIE,A nun'
BILLY,Where were you born?
ROXIE,On a chicken farm near Lubbock.
BILLY,"Beautiful Southern home, filled with every luxury and refinement. Where are your parents now?"
ROXIE,Probably sitting in their rocking chairs on the front porch.
BILLY,"Parents dead. The family fortune swept away, you were educated at the Sacred Heart. Then you fell into a runaway marriage, which left you miserable and lonely. So you got caught up in the mad whirl of the city -- jazz, cabarets, liquor. You were drawn like a moth to the flame."
BILLY,And now the mad whirl has ceased. You’re a butterfly crushed on the wheel.
ROXIE,What is it? A moth or a butterfly
BILLY,You have sinned and you are sorry.
ROXIE,God. That’s beautiful. Cut out God. Stay where you’re better acquainted.
BILLY,"xid -- when I’m through with you, not only will you be acquitted -- every man on that jury’ll want to take you home to meet his mother."
ROXIE,I was born on a beautiful Southern convent.
MATRON,What?
ROXIE,Holy shit' I’ll never get this straight.
BILLY,"Pipe down on the swearing. From here on in, you say nothing rougher than ”Oh, dear.” Now try again."
BILLY,I came up with some more things to do on the witness stand. I thought I could get all teary-eyed and ask to borrow your handkerchief.
VELMA,"Then I’ll take a peek at the jury and flash ’em a bit of thigh, like this."
BILLY,Sounds great.
BILLY,"Tomorrow, kiddo. You’re at the top of my list."
BILLY,"Well, well..."
ROXIE,"I’m so sorry to be late, Mr. Flynn. Hope you weren’t too bored."
VELMA,"Hey, Pollyana."
VELMA,I heard your press conference is tomorrow
ROXIE,Meaning what?
VELMA,"Don’t let him hog the spotlight. Remember, you’re the one they paid to see"
BILLY,"Now remember, we can only sell them one idea at a time..."
ROXIE,I can still see him comin’ at me with that awful look in his eyes.
BILLY,And?
ROXIE,We both reached for the gun.
BILLY,That’s right. ’You both reached for the gun.
BILLY,Ready
PHOTOGRAPHER,"This way, Roxie' Give us a smile, Roxiel Over here, Rox!"
BILLY,"Good day, gentlemen, Miss Sunshine. My client has just entered a plea of not guilty, and we look forward to a trial at the earliest possible date. Now, if there are any questions..."
MARY SUNSHINE,"As you know, my paper is dry. Do you have any advice for young girls seeking to avoid a life of jazz and drink?"
ROXIE,"Ladies and gentlemen, I’m just so flattered y’all ceme to see me."
ROXIE,"See, I was a moth...a moth crushed on the wheel."
ROXIE,"You know, a butterfly...drawn to"
ROXIE,I guess you want to know why I shot the bastard.
BILLY,"Shut up, dummy."
BANDLEADER,"Mr. Billy Flynn in the ""Press Conference Rag.” Notice how his mouth never moves -- almost."
REPORTER,Where’d you come from?
BILLY,MISSISSIPPI.
REPORTER,And your parents?
BILLY,VERY WEALTHY
REPORTER,Where are they now?
BILLY,SIX FEET UNDER
BILLY,But she was granted one more start...
REPORTER,"Mr. Flynn: This way, Roxie' Overhere, Billy"
REPORTER,WHEN’D YOU GET HERE
BILLY,1920
REPORTER,HOW OLD WERE YOU?
BILLY,DON’T REMEMBER
REPORTER,THEN WHAT HAPPENED?
BILLY,I MET AMOS. AND HE STOLE MY HEART AWAY CONVINCED ME TO ELOPE ONE DAY
MARY SUNSHINE,"You poor dear' I can’t believe what you’ve been through' A convent girl' A runaway marriage' Oh, it’s too, too terrible. Now tell us, Roxie:"
MARY SUNSHINE,WHO’S FRED CASELY?
BILLY,MY EX-BOYFRIEND.
BILLY,I WAS LEAVIN’
REPORTER,WAS HE ANGRY?
BILLY,"LIKE A MADMAN! STILL I SAID, ""FRED, MOVE ALONG"""
BILLY,She knew that she was doing wrong.
REPORTER,THEN DESCRIBE IT
BILLY,HE CAME TOWARD ME.
REPORTER,WITH THE PISTOL?
BILLY,FROM MY BUREAU
REPORTER,DID YOU FIGHT HIM?
BILLY,LIKE A TIGER
BILLY,He had strength and she had none.
BILLY,"AND YET WE BOTH REACHED FOR THE GUN OH YES, OH YES, OH YES WE BOTH. OH YES WE BOTH OH YES, WE BOTH REACHED FOR THE GUN, THR GUN, THE GUN, THE GUN OH YES, WE BOTH REACHED FOR THE GUN."
BILLY,"OH YES, OH YES, OH YES THEY BOTH OH YES THEY BOTH OH YES, THEY BOTH REACHED FOR THE GUN, THE GUN, THE GUN, THE GUN OH YES, THEY BOTH REACHED FOR THE FOR THE GUN "
REPORTER,HOW’RE YOU FEELING?
BILLY,VERY FRIGHTENED
MARY SUNSHINE,ARE YOU SORRY?
ROXIE,Are you kidding?
REPORTER,WHAT’S YOUR STATEMENT?
BILLY,ALL I’D SAY IS THOUGH MY CHOO-CHOO JUMPED THE TRACK I’D GIVE MY LIFE TO BRING HIM BACK
REPORTER, STAY AWAY FROM
REPORTER,WHAT?
BILLY,JAZZ AND LIQUOR.
BILLY, AND THE MEN WHO
REPORTER,WHAT?
BILLY,PLAY FOR FUN.
BILLY,THAT’S THE THOUGHT THAT
BILLY,WHEN WE BOTH REACHED FOR THE GUN
MARY SUNSHINE, UNDERSTANDABLE UNDERSTANDABLE
BILLY,COMPREHENSIBLE COMPREHENSIBLE.  NOT A BIT REPREHENSIBLEIT’S SO DEFENSIBLE'
REPORTER,"THE GUN, THE GUN, THE GUN, THE GUN OH YES, THEY BOTH REACHED FOR THE GUN,"
BILLY,"THE GUN, THE GUN, THE GUN, THE GUN"
BILLY,BOTH REACHED FOR THE GUN
REPORTER,"THE GUN, THE GUN, THE GUN, THE GUN THE GUN, THE GUN, THE GUN, THE GUN"
REPORTER,"THE GUN, THE GUN, THE GUN, THE GUN"
BILLY,"THE GUN, THE GUN, THE GUN, THE GUN BOTH REACHED FOR THE GUN"
NEWSREEL ANNOUNCER,"Move over, Al Capone. The Windy City has taken a new criminal to its heart. The name on everybody’s 	lips is Roxie Hart, the sweetest little lady ever accuBed of murder in Chicago."
NEWSREEL ANNOUNCER,Women want to look like her...
NEWSREEL ANNOUNCER,Fellas want to go out with her...some little girls even want to take her home...
NEWSREEL ANNOUNCER,"Don’t get any ideas, little lady. On the other side of town..."
NEWSREEL ANNOUNCER,The Assistant D.A. promises that the game little sharpshooter will swing before the year is out.
NEWSREEL ANNOUNCER,"Who knows? If he lives up to his word, Assistant D.A. Harrison might become Governor Harrison someday. Back at the scene of the crime…"
NEWSREEL NARRATOR,Everybody welts a little piece of Roxie Hart.
NEWSREEL NARRATOR,This jar of cold cream set her husband back twenty dollars.
NEWSREEL NARRATOR,Naybe this pretty little lady will get some of that famous Roxie style.
NEWSREEL NARRATOR,It seems everybody these days is rooting for Roxie Hart
MATRON,Take those wiltin’ roses over to the orphanage. And make sure they know who sent ’em.
MATRON,"So, kiddo...you given any thought to what you wanna do after Billy gets you off?"
ROXIE,I think I’d like to go on the stage. I figured as much. I already called the Morria office.
ROXIE,Really. And how much is that gonna cost me?
MATRON,My standard deal. Ten percent of all your takings.
ROXIE,"We’ll see, Mama. We’ll see."
ROXIE,"Besides, I still don’t have an act."
MATRON,Killing Fred Casely was your act. That’s all those stiffs in the audience want -- to say they saw somebody famous
ROXIE,That’s a freak act. I’m better ’n that
MATRON,"'Course you are, cupcake."
MATRON,You could be as big as Sophie Tucker. Bigger than Cantor and Jolson combined.
ROXIE,"You think so? You wanna know something, Mama? I always wanted my name in the papers. Before Amoa, I used to date this well-to- do ugly bOotlegger. He uBed to like to take me out and show me off. Ugly guys like to do that."
ROXIE,"Once it said in the paper, ""Gangland’s Al Capelli Been at Chez Vito with cute blonde chorine."" That was me."
ROXIE,"I clipped it and saved it. See, all my life I wanted to have my own act. But, no. No. No. No. They always turned me down. It was one big world full of ”No."" Then Amos came along. Sweet, safe Amos who never aaye no."
ROXIE,"Look, I’ve never done this before...but it’s such a special night, and you’re such a great audience...I feel like I can really talk to you. So forget what you’ve read in the papers or heard on the radio, 'cause I’m gonna tell you the truth."
ROXIE,"Not that the truth really matters, but I’m gonna tell you anyway. In the bed department, Amos was zero. I mean, when he made love to me, it was like he was fixin’ a carburetor or somethin’. ”I love ya, honey, I love ya."" Anyway, I started foolin’ around. Then I started screwin’ around, which is foolin’ around without dinner. Then I met Fred Casely, who said he’d get me into vaudeville, but that didn’t work out exactly the way I planned. I guess it didn""t work out too great for Fred either"
ROXIE,"So I gave up the vaudeville idea, because after all those years...well, you sort of figure opportunity just passed you by. Oh, but it ain’t. Oh no, no, no, no, no, it ain’t. If this Flynn guy gets me off, and with all this publicity, now, I got me a world full of ""Yes.""THE NAME ON EVERYBODY’S LIPS IS GONNA BE ROXIE"
