character,dialog
EVELYN,Too late. He's awake.
WAYMOND,"I know better than to ask to help you. But, is now a good time to talk about something else?"
EVELYN,I'm listening. Talk.
WAYMOND,I know you aren’t … just let me know when would be better
EVELYN,Later. Maybe. I need to finish this before my father wakes up. Go steam the table cloths for tonight. Then paint over the ceiling water stain.
WAYMOND,"Already did. Also, I just talked to Byron about tonight. The men’s choir have a very fun surprise for-"
EVELYN,Noodles. Put in the noodles.
WAYMOND,"So we’ll talk later, like this afternoon? After our appointment-"
EVELYN,5 minutes.
WAYMOND,What?
EVELYN,Check the pot in 5 minutes. My father hates overcooked noodles. And which paint did you use?
WAYMOND,The white paint.
EVELYN,"We have two different white paints, one for the apartment, and one for the laundromat. It has to match or else-"
WAYMOND,Shhh . Shhhh. Shhh. Hey calm down.
WAYMOND,"I know you want everything to be perfect for your father's party, but he's going to see you've nurtured a happy family, and a successful business-"
EVELYN,You know that's not what my father is going to see.
WAYMOND,"But, it's what you and I see, right?"
GONG GONG,Little Evelyn ... Evelyn…
EVELYN,Too late. He's awake.
EVELYN,Joy is here? Set the table. He's probably hungry. I'll get the door.
WAYMOND,"Okay, we can talk later-"
BECKY,Thanks for doing this.
JOY,You look really pretty right now.
BECKY,"Oh, you like this hot Mormon look?"
JOY,"I'm just telling you now, in case my mom says you're fat or whatever."
BECKY,"You said when she says shit like that it means she cares, right?"
JOY,"My mom is gonna be EXTRA caring now that Gong Gong’s here. He literally hasn’t spoken to us in decades, and suddenly shows up-"
BECKY,"Hi, Evelyn!"
EVELYN,I only made enough food for three people. I'll have to cook more.
JOY,Nailed it.
EVELYN,It's Joy. And she brought Becky.
WAYMOND,Remember? We told Ms. Deirdre Joy would come to avoid any more miscommunications so Becky is going to help watch Gong Gong.
BECKY,"Hi, Mr. Wang!"
WAYMOND,"Becky! Call me Waymond. Thank you for coming. Sit down, eat!"
EVELYN,Aiyah. Overcooked... You know he doesn't have to stay.
JOY,Who?
EVELYN,Becky.
JOY,"Becky is a ""she"" mom."
EVELYN,"You know I always mix the words. ""He"", ""she"". In Chinese, there is one word, tā?, so simple. The way you two dress, I don't think I'm only one calling him: ""he""... I mean her “him”... Anyways, our English is fine. And we have Google. You stay with Gong Gong, she can go. I'm sure she is very busy... with her full-time job."
JOY,"I honestly think it's weird, but Becky wants to help Mom. She used to volunteer at the nursing home with her church or whatever."
BECKY,I always learn something when I hang out with the elderly. Old people are very wise.
EVELYN,"It's okay, we'll take Gong Gong to the meeting. You and Becky stay and decorate. WAYMOND                          WAYMOND"
BECKY,Where is he? When can I meet him?
EVELYN,Eat. Fast.
JOY,"Mom, wait."
EVELYN,"""Wait. Wait."" Today, no time for wait."
EVELYN,"Joy, any other day, I beg that you come and eat, or call me or anything. But today very busy."
JOY,"Mom, this is what it's always like... Look, I know you haven't always liked Becky, but-"
EVELYN,I like Becky. She is very nice.
JOY,But…
EVELYN,"You are very lucky, your mother is open to you dating a girl. A white girl. But Gong Gong, I don't think his heart could take that. Especially not after that flight. Coming all of the way from China just to die like that."
JOY,Mom... he's not going to die-
EVELYN,"Wow, what a big nose. Welcome, how can I help you?"
DEBBIE THE DOG MOM,"Um, I wanted to see if my clothes were ready? I called three times and-"
EVELYN,Ticket please.
DEBBIE THE DOG MOM,Here it is-
JOY,"Mom, we've been together for three years, don't you think Gong Gong would want to know-"
EVELYN,Of course. Just not now. Let him enjoy his party tonight.
JOY,You think Becky is going to make it through the entire party without introducing herself to Gong Gong? Have you met Becky?
EVELYN,I thought she had work.
JOY,She got someone to cover for her. Is that... not okay?
RICK,Evelyyyyyn! My belle! Guess whose 20 got eaten by the machine again.
EVELYN,Waymond! More customers need help!
RICK,"Evelyn! You know, my wife, God rest her soul, used to wear the same exact perfume..."
EVELYN,I see you at the party tonight?
EVELYN,Did you move our customer’s clothes? 032 is missing!
WAYMOND,Sorry! It was too crowded. I moved some upstairs. I think the clothes are happier there.
WAYMOND,See? They're happier here.
EVELYN,I told you to take down all of the google eyes before tonight! No more google eyes!
JOY,Could we talk about.
EVELYN,Your father... after all of this time. I still don't understand how his brain works-
JOY,Can Becky come or-
EVELYN,"Stop changing subject. You know, with our auditor, she's a terrible person. Targeting Chinese in the community. After two year of meetings, she puts a lien on our laundromat, and you know what your father does? He brings her cookies. Crazy person!"
EVELYN,"Everyday here is a battle. I fight I fight I fight for all of us. Everything I do, I try to make things simpler, easier, but your father"
EVELYN,... sometimes I wonder how he would have survived without me...
WAYMOND,"Evelyn you have to see Rick dance. Look, he knows all of the moves!"
WAYMOND,Did you know Rick is in the community theater? He wants to be an actor like you did. Maybe you can audition too.
EVELYN,Give this to the customer with the big nose. How much you lose?
RICK,Twenty. But I take tips.
JOY,"I don’t know how to be any fucking clearer. She can choose: You come to the party with me, Gong Gong is eternally ashamed, until he forgets it all happened at all, then he dies. OR we don’t come. Gong Gong is proud of Mom, until he forgets it all, then he still dies."
JOY,I didn’t mean that. It was a joke.
WAYMOND,That’s not a very funny joke.
BECKY,"Hey, guys…"
JOY,Mom.
RICK,This is $10. I thought you people were very good at math-
