character,dialog
GENCO,We can get ethnically appropriate kids.
PENDER,I’m sure there’s skinny kids...
ROSSI,A logo with... seeds. ‘Seeds of Hope’...
MENDEZ,"What do you see in the picture, sir?"
PENDER,Tehran.
MENDEZ,What’s on the ground?
PENDER,Snow.
MENDEZ,So what crops are the do-gooders inspecting under Frosty?
MENDEZ,"Exfils are like abortions.  You don’t wanna need one, but when you do, you don’t do it yourself."
ENGELL,You have a better plan?
ENGELL,Get one. 
TAYLOR,-- Martin was the worst one. Martin the Maximo King --
PAT TAYLOR,"-- he looked like a cartoon witch doctor, bone through his nose, so she asked to take her picture with him --"
KATHY STAFFORD,You okay?
CORA LIJEK,"-- if your family’s hungry, you don’t want to hear about international law --"
MARK LIJEK,And she’s off!  Defending them again -- Stockholm Syndrome --
CORA LIJEK,Not defending.  Explaining.
MARK LIJEK,Same thing.
TAYLOR,I read today that Tehran was voted the second most desirable city in the world to live in.  Everywhere else tied for first. To getting through ten weeks.  To our guests.
LEE SCHATZ,Our hosts.  Mr. Ambassador...
BOB ANDERS,"Hear, hear..."
CORA LIJEK,And Mrs.
TAYLOR,You should get into the crawl * space.
NEWSCASTER,"The White House Christmas tree was taken down today after never having been lit, as the cruel stalemate in Iran continues."
FRANK REYNOLDS,"Today, a clear threat to place the remaining 50 Americans on trial as spies.*"
JOE STAFFORD,Kathy doesn’t want to go down again.
BOB ANDERS,Jesus Christ --
JOE STAFFORD,She’s claustrophobic.
TEHRAN MARY,Those who remain here are spies. They will be treated as spies who have interfered with the sovereignty of the people of Iran.
MARK LIJEK,You’re putting us all at risk --
JOE STAFFORD,They’re not going to come into the house.
LEE SCHATZ,It’s her choice.  Leave her be.
BOB ANDERS,G’head.  Put flowers in their gun barrels --
KHOMEINI,"If Carter does not send back the Shah, it is possible that they will be tried and if they are tried, who knows what will happen."
RON MILLER,"So, like the government in Washington, the people in Pecatonica are grappling for solutions."
STROUP,"Even in our little community here, people are drawn up, they’re tense."
KHOMEINI,Our young people have taken over this nest of corruption.  America can’t do a damn thing about it --
STROUP,"I’m like that guy screamin’ in that movie-program Network, y’know?  I’ve had it.  And if need be, I’ll bear arms again."
WALTER CRONKITE,"And that’s the way it is, on this, the 70th day of captivity for the American hostages in Iran."
IAN, Hello. 
MENDEZ, Buddy-man. 
IAN,Mom’s asleep. 
MENDEZ, You do homework tonight? 
IAN, Yeah. 
MENDEZ, What was it? 
MENDEZ, What do I hear? 
IAN, ‘Battle for Planet of the Apes.’ Am I in trouble? 
MENDEZ,* What channel? *
IAN, Nine. 
MENDEZ, Catch me up. 
SPACE NURSE,My creation... My creation...
SPACE NURSE,"What the fuck, Brian?"
DIRECTOR,Cut!
A.D., John Chambers.  John Chambers make- up...
A.D.,He says the Minotaur’s prosthetic is too tight so he can’t act.
CHAMBERS,If he could act he wouldn’t be playing the Minotaur.
P.A.,Mr. Chambers.
CHAMBERS,Who is it?
P.A.,Kevin Harkins?
CHAMBERS,"Hey, Tony."
O’DONNELL,Is he coming?
ENGELL,Okay.  Our N.E. put together a work-up.  David.
MARMOR,They would pose as teachers from the international school.
PENDER,We went through all that -- it’s boarded up --
MARMOR,Suppose the airport guards don’t know that --
PENDER,Suppose.  Suppose Heckle and Jeckle go over and save them --
MENDEZ,Hi.  Sorry.  Hi.
O’DONNELL,"Have a seat, Tony."
MENDEZ,They’re a Canadian film crew on a location scout for a science fiction movie --
MENDEZ,"Star Wars, Star Trek.  They need an exotic place to shoot.  We put it out -- the Canadian producers put it out -- that they’re looking at Turkey, Egypt, whatever.  Then we go to the consulate and say we wanna look at Iran.  I fly in there and we fly out together as a film crew.  Done."
MARMOR,"‘In an exfiltration, flamboyant cover identities should be avoided, as it increases operational’ --"
MENDEZ,This is more plausible than foreigners who want to go to school in Iran -- 
ENGELL,So you’re going to wake up tomorrow in the movie business? We have credentials for --
MENDEZ,I’ve got a contact in L.A.
ENGELL,Chambers.
MENDEZ,"John Chambers.  He’s a Hollywood prosthetics guy, does contracting work for us on the side. If I go * see him, he’ll set us up.  A couple days to make it look real."
PENDER, Remind me who you are again?
O’DONNELL,"We want you to go to L.A.  If you can make the movie thing credible, we’ll take it to the Director.  Don’t fuck up.  The whole country’s watching you.  They just don’t know it."
LEE SCHATZ,50 caliber?
BOB ANDERS,"Mmm.  50, 35."
SAHAR,"Your friends from Canada, ma’am. All this time.  They never go out."
JOE STAFFORD,You’ve washed them three times.
PAT TAYLOR,Sahar knows.
MENDEZ,What are you shooting?
CHAMBERS,A monster movie.
MENDEZ,Any good?
CHAMBERS,The target audience will hate it.
MENDEZ,Who’s the target audience?
CHAMBERS,People with eyes.  Talk to me.
MENDEZ,It’s an exfil.
CHAMBERS,From where?
MENDEZ,Worst place you can think of.
CHAMBERS,Universal City. *
CHAMBERS,How you getting in the embassy?
MENDEZ,Six got away.  They’re hiding in the city.  I’m going over to get them.
CHAMBERS,What am I making?
MENDEZ,I need you to help me make a fake movie.
CHAMBERS,You’ve come to the right place. *
MENDEZ,I need to set up a production company and build a cover around making a movie.
CHAMBERS,That we’re not going to make.
MENDEZ,No.
CHAMBERS,You want to go around Hollywood acting like you’re an important person in the movie business.
MENDEZ,That’s right.
CHAMBERS,But you don’t want to actually do anything.
MENDEZ,No.
CHAMBERS,You’ll fit right in. *
CHAMBERS,This one’s got an M.A. in English. She should be your screenwriter. Sometimes they go on scouts ‘cause they want the free meals. This guy’s the director.
MENDEZ,Can you teach a guy how to be a director in a day?
CHAMBERS,"You can teach a rhesus monkey to be a director in a day.  Look, if you’re gonna do it, you’ve got to do it.  The Khomaniacs are fruit loops, but they have cousins selling eight tracks and prayer rugs on La Brea. You can’t build * cover stories around a movie that doesn’t exist. You need a script. * You need a producer."
MENDEZ,I’m the producer.
CHAMBERS,"No, you’re not.  ‘Associate’ at best.  If it’s a twenty-million dollar Star Wars rip-off, you need somebody who’s a somebody to put his name on it."
CHAMBERS,Somebody respectable.  With credits.  Who we can trust with classified information.  Who’ll produce a fake movie.  For free.
SIEGEL,"Yeah, come in."
SIEGEL,I only got a couple minutes.  I’m getting a lifetime achievement * award tonight.
CHAMBERS,"Mazel tov, Lester."
SIEGEL,"Aaah, I’d rather stay home and count the wrinkles on my dog’s balls.  These fuckin’ things are like getting measured for your coffin.  ‘He don’t look so good. Let’s give him an honorary award.’"
SIEGEL,A little experiment.  You be me hearing you.
SIEGEL,"Six people in the middle of a city of, what, four million --"
SIEGEL,-- who chant ‘Death to America’ all the livelong day.  You wanna set up a picture in a week.  Lie to a whole town of people who lie for a living.  Have Double-O-Seven here sneak into a country that wants CIA blood with their breakfast cereal.  Duck Iranian intelligence.  Then walk the Brady * Bunch out of the most watched city * in the world...
MENDEZ,... and past a hundred Komiteh at the airport.
SIEGEL,"Look, I wanna help you but... In the Army, we did suicide missions that had better odds.  So lemme hit it again for the cheap seats:"
CHAMBERS, Enjoy your fish dinner tonight.
CHAMBERS,"You ever think, Lester, how it’s all for the cameras?"
SIEGEL,"They’re getting the ratings, I’ll give ‘em that -- *"
SIEGEL,We’re gonna need a script.
CHAMBERS,How ‘bout The Horses of Achilles?
SIEGEL,Nobody makes Westerns anymore.
CHAMBERS,It’s ancient Troy.
SIEGEL,"If it’s got horses in the title, * it’s a Western."
CHAMBERS,"Yeah, Kenny, please.  It’s John Chambers, about the office space. It doesn’t matter.  It’s a fake movie."
SIEGEL,"If I’m doing a fake movie, it’s * gonna be a fake hit."
CHAMBERS,Is A006 still open on the lot?
O’DONNELL,The Canadians are done.  Say they’re bearing too much risk.
O’DONNELL,Foreign Secretary cornered Vance in Brussels and told him she’s serving eviction papers.  The Cardinal wants all cover options on his desk Friday morning.
MENDEZ,That’s too soon.
O’DONNELL,Engell’s prepping the Bikes Option and the Teachers Option.  You’ve got 72 hours to make yours better...
MENDEZ,"‘Fade in on starship landing.  An exotic, Middle Eastern vibe. Women gather, offering ecstatic libations to the sky gods.’ ‘ARGO.  A science-fantasy adventure.’"
SIEGEL,It’s in turnaround.  It’s dog shit.
MENDEZ,It’s a space movie in the Middle  East. Does it matter? 
CHAMBERS, Can we get the option?
MENDEZ,Why do we need the option?
SIEGEL,You’re worried about the Ayatollah? Try the WGA. 
SIEGEL,He’s only a prick if you catch him on the wrong day.
MENDEZ,Is it the wrong day?
SIEGEL,It’s always the wrong day.
KLEIN,You’re gonna get this into production in one month?
MENDEZ,* One month.
KLEIN,Who are you again?
MENDEZ,Kevin Harkins.  Studio Six Films.
SIEGEL,He’s the money.
KLEIN,"I thought you were retired, Lester."
SIEGEL,"-- Till I read the Argo.  Look, how ‘bout we say fifteen thou and close on this?"
KLEIN,"You want me to be honest with you, Les?"
SIEGEL,"Naah, bullshit me, Max."
KLEIN,"Okay.  Because I enjoyed your films, the early ones.  I took this meeting out of respect because I wanted to tell you ‘no’ to your face."
SIEGEL,Thank you.  Very respectful.
KLEIN,"You’re done, Lester.  You’ve gotta get your cataracts fixed and read the trades.  MGM just capitalized for six new films and they’re desperate for Sci-Fi.  They’ve already offered me four times what you are."
SIEGEL,What can I say?  Congratulations. He’s got me.
SIEGEL,"But see -- it worries me, what you said, and I’ll tell you why.  A couple weeks back I was sitting in Trader Vic’s enjoying a Mai Tai when my pal Warren Beatty came to wish me well and we had a little chat.  Seems he was attached to star in Zulu Empire -- which was gonna anchor that MGM slate -- but Warren confided in me that the picture’s gone over-budget ‘cause the Zulu extras wanna unionize."
SIEGEL,"The way this looks to me -- through the cataracts, I grant you -- is that you can either sign here and take ten thousand for your toilet-paper script -- or you can go fuck yourself."
MENDEZ,You know Warren Beatty?
SIEGEL,I took a leak next to him at the Golden Globes. Taco?
MENDEZ,"You got kids, Lester?"
SIEGEL,Two daughters.
MENDEZ,You see them much?
SIEGEL,"I talk to them once a year, maybe."
MENDEZ,Why’s that?
SIEGEL,I was a terrible father. The bullshit business is like coal mining.  You can’t wash it off before you kiss your wife and kids... You?
MENDEZ,A son.  Lives with his mother in Virginia.
SIEGEL,You’re divorced?
MENDEZ,Taking time off. He’s gotta... stay where he is.
SIEGEL,Kids need the mother.
O’DONNELL,They caught the shah’s chief of security trying to get on a plane to Paris.
MENDEZ,‘War’ sounds like Star Wars. Let’s use a different word.
O’DONNELL,"‘Since the incident, the number of guards at the airport has doubled. Thorough background examinations should be expected.’"
MENDEZ,I need another week.
O’DONNELL,You don’t have it.
MENDEZ,We’ve got a script. We’ve got  business cards.We’ve got a poster.  If I’m them?  It’s nothing we couldn’t make at home.
CHAMBERS,"I did a movie with Rock Hudson once.  ‘You need to sell a lie, you get the press to sell it for you.’"
SIEGEL,"press event and reading... No, * I promised Variety exclusive o that one…"
MENDEZ,‘Biggest Canadian production in history.’  Canadian Gone With The Wind --
PUBLICIST,Canadian Sci-Fi Gone With The Wind.
ASSISTANT #2,Studio Six Films.
SIEGEL,"I gotta get back to you, Phil.  I can’t get my own mother a ticket. I had to tell her it was cancelled."
MENDEZ,Are you turning people away?
SIEGEL,You know what gets more suckers than a sign that says ‘Brooklyn Bridge For Sale’?  ‘Brooklyn Bridge:  Approved Buyers Only.’ Philip? You there?
MENDEZ,Any way to make the chariots look more -- Middle-Eastern -- ?
KIRBY,Mesopotamia... Egypt...
MENDEZ,Iran.
PUBLICIST,Janet from the Times -- You know Johnny Chambers and Lester Siegel. This is Kevin Harkins.  He’ll tell you a bit about the film --
WOMAN,Lester.
SIEGEL,You’re gorgeous.  You’re in the reading?
NINA,"I’m playing Serksi, the Galactic Witch."
PUBLICIST, Rodd from Variety.  Kevin Harkins.
SIEGEL,Keep that fucking space witch away from me.
CHAMBERS,You know her?
SIEGEL,I was married to her.
RODD,You said shooting in Iran with an
MENDEZ,Tehran.
RODD,You ever watch the news?
REPORTER,So the title refers to...
SIEGEL,"The Argo, it’s the, y’know, the thing --"
REPORTER,"... Jason and the Golden Fleece, or...?"
SIEGEL," the spaceship, it flies around space, alllll over space --"
REPORTER,Is it the Argonaut?
SIEGEL,No.
REPORTER,Then what does ‘Argo’ mean?
SIEGEL,It means Argo fuck yourself.
PUBLICIST,Let’s all take our places for the reading.
TEHRAN MARY,"As the Imam Khomeini said, we have found no evidence that proves that these people are diplomats."
TEHRAN MARY,All evidence proves that these people are spies.
NINA,Our world has changed. *
PRINCESS ALEPPA,The fire of hope stopped burning in this galaxy long ago.
ACHILLES CRUX,Fire the thrusters!! 
MARK LIJEK,-- fifty-seven -- fifty-eight --
JIMMY CARTER,We will not yield to international terror or to blackmail.
PRINCESS ALEPPA,"The old ways are lost, but there is still hope."
TEHRAN MARY,We will begin the trials and will carry out the sentences.
GREEN JACKET,Fire!
PRINCESS ALEPPA,"If we find his ship, we will find our chance. Aboard the Argo lies my hope.  My hero.  My husband. *"
JOE STAFFORD,He’s marginalized the moderates * now.
MARK LIJEK,A hundred and twelve --
NESTOR THE DROID,We’re hit. We’ll never clear the * Perseus Range!
MARK LIJEK,And we have a new champion.
CHAMBERS,‘Crane down over the battlefield and hold there...’
CHAMBERS,on a single red flower growing from the ruins of the starship in the desert.  Fade to black.  The End.’
MENDEZ,Why’d he do it?
O’DONNELL,He did it ‘cause he did it.
O’DONNELL,He saw a covert intelligence officer saying ‘cheese’ with R2- D2.  They’re going with the teachers.
MENDEZ,"It’s a death sentence, Jack."
O’DONNELL,"Well then it’s on Engell. It’s done, Tony.  Wash your hands."
SIEGEL,I made thirty pictures.  Half of them the pricks upstairs tried to shut me down.
SIEGEL,My ass is staying right here and running a movie company.
SIEGEL,Ey.  The first shot of the picture.
MENDEZ,How’d you always get around the pricks upstairs?
SIEGEL,There’s always another prick one floor higher up.
O’DONNELL,What did you do to get the * meeting?
MENDEZ, I used your name. 
MENDEZ,"You can forget about that time- share in Ocean City, Jack."
O’DONNELL,Brace yourself.  It’s like talking to those two old fucks on ‘The Muppets.’
TURNER,Aliens and robots.
MENDEZ,"Yes, sir."
TURNER,You’re telling me there’s a movie office in Hollywood right now that’s funded by the Central Intelligence Agency.
MENDEZ,"Yes, sir."
VANCE,What’s wrong with the bikes again?
TURNER,... you think this --
O’DONNELL,We tried to get the message upstairs --
TURNER,-- this is more plausible than teachers?
O’DONNELL,"One, there are no foreign teachers in Iran anymore --"
MENDEZ,"-- two, we think everybody knows Hollywood people.  And everybody thinks they would shoot during Stalingrad with Pol Pot directing if it’d sell tickets. There are only bad options.  It’s about finding the best one."
TURNER,You don’t have a better bad idea than this?
O’DONNELL,"This is the best bad idea we have, sir.  By far."
TURNER,* The United States government just sanctioned your science fiction movie.
O’DONNELL,"I’m required to remind you that if you’re detained, the agency will not claim you."
MENDEZ,Barely claim me as it is.
O’DONNELL,Your ‘In Case Of’s’ good?
MENDEZ,Just Christine.
MENDEZ,* Guess I should have brought some books to read in prison.
O’DONNELL,Nah.  They’ll kill you long before prison.
SIEGEL,"Bad news, bad news, even when it’s good news it’s bad news.  Christ.  John Wayne’s in the ground six months and this is what’s left of * America. *"
CHAMBERS,Studio Six.
MENDEZ,We’ve got a green light.
MENDEZ,Keep the office running till you hear otherwise. Argo fuck yourself.
CHAMBERS,Argo fuck yourself.
BOB ANDERS,-- it was thirty seconds for Christ’s sake.  To get some air in the yard.  I couldn’t breathe --
MARK LIJEK,You know what the rules are.
JOE STAFFORD,All it takes is one second to spot you.
BOB ANDERS,Who saw me go out?
MARK LIJEK,It doesn’t matter.  You did go out.
BOB ANDERS,Miss Hall Monitor.  Creeping around with her notebook --
MARK LIJEK,Don’t talk to her that way.
CORA LIJEK,I’ll defend myself.  Okay?
BOB ANDERS,Little Laura Ingalls. Watching every move --
LEE SCHATZ,Dad’s home.
TAYLOR,You’re getting a visitor.
JORDAN,"A man in Scranton’s putting a flag on his lawn for every day of captivity. When he runs out of lawn, Kennedy wins the primary."
LIAISON,* The six with the Canadians are * coming out.
JORDAN,Who signed off on this?
CONSUL OFFICIAL,What will be the purpose of your visit to Iran?
MENDEZ,Business.  Film production.
CONSUL OFFICIAL,Why didn’t you get your visa in Canada?
MENDEZ,"My boss waited until I was here to send the telex. If he had a thought in his head, it would die of loneliness. *"
MAN,‘Iran is a hundred percent not in a pre-revolutionary state.’  End quote.
MENDEZ,Can’t be right all the time.
NICHOLLS,Mr. Harkins.
MENDEZ,When’d you get back?
MENDEZ,Were you metal detecting? *
NICHOLLS,None left to find.  Shah escaped with a 747 so laden with gold bars it nearly didn’t make it off the runway.
MENDEZ,But you kept busy.
NICHOLLS,Ferrying out the torture apparatus of our friend’s fallen dictatorship.
NICHOLLS,"It’s getting worse.  Everybody who * lands at Mehrabad now fills out one of these. That slip makes a copy to this one underneath. Passenger keeps Yellow, Airport keeps White."
MENDEZ,"So if they look, they’ll know six people didn’t come in with me."
NICHOLLS,"When you land, you should go straight to the Ministry of Culture and Islamic Guidance to kiss the ring.  Get on record as having applied for a film permit. If they catch you later, at least they’ll be confused while they’re torturing you... Your biggest problem may be convincing the six of them to go with you.  They’re foreign service.  They’re willful."
MENDEZ,How’s June?
NICHOLLS,Left.
MENDEZ,I’m sorry.
NICHOLLS,"She picked out a ring and gave me a choice.  She’s a Chinese national.  If I married her, I’d have to resign, so. You and * Christine?"
MENDEZ,Good.  Yeah.
PRODUCER, You’re working late. 
SIEGEL,Til the dawn’s early light. 
PRODUCER," You got stamina, Lester. I wanna * be you. "
SIEGEL, You wouldn’t be me for long. I’m 80. 
FLIGHT ATTENDANT,The Captain has informed us that we have entered Iranian airspace. Members of our cabin crew will be coming through to collect any remaining alcoholic beverages at this time.
BEHROUZ,This film crew is just yourself?
MENDEZ,Six more are joining me today. They’re coming from Canada.
BEHROUZ,You’d like to film at the bazaar?
MENDEZ,"The bazaar, maybe the palace."
BEHROUZ," I see.  The exotic Orient.  Snake charmers and flying carpets. You come to us at a complicated time.  Before the Revolution, 40 percent of the movie theaters in Tehran were showing pornography. Our function is purification as well as promotion of the arts. I’ll review for the Minister."
MENDEZ,Mr. Ambassador.
TAYLOR,Ken Taylor.
TAYLOR,I was expecting more of a G-Man look.
MENDEZ,"You’re thinking of FBI, sir."
TAYLOR,"These are blank, y’know.  The stamps?"
MENDEZ,I’ll take care of that.
TAYLOR,How long?
MENDEZ,A day to prep them with their cover stories.  Two if they need it.
TAYLOR,And you’ll fly out with them?
TAYLOR,There’s something you should know. We think one of our housekeepers figured out who they are.  We don’t know if we can trust her.
TAYLOR,So sooner is better.
O’DONNELL,He got to the embassy.
O’DONNELL,I can’t tell you more than that ‘cause I don’t know any more.
PENDER,The Times and A.P. found out they’re with the Canadians. Somebody in one of the families talked.
O’DONNELL,Mother of God.
PENDER,I just put Vance on a plane to take the editors to Le Cirque. He thinks he can get them to sit on it. For now. Your guy better get them and get the hell out.
BOB ANDERS,It’s theater of the absurd.
MARK LIJEK,What are the chances?
MENDEZ,The chances are good.
MARK LIJEK,What’s the number value of ‘good’? 30 percent chance of success?  80 percent?
CORA LIJEK,We just --
BOB ANDERS,What was the objection to picking normal cover identities?
MENDEZ,There are no Canadians in the country for normal reasons.
KATHY STAFFORD,They’ll sniff us out regardless.
MARK LIJEK,The Swedish consul said they accused him of being an American at the airport and held him for an hour.
BOB ANDERS,We can’t stand up to that.  We don’t know what the hell movie people do.
MENDEZ,That’s why I’m here.  I’ll be with you.  This is what I do.
CORA LIJEK, Have you gotten people out this way before?
MENDEZ,This would be a first.
JOE STAFFORD,Do you know that every day...
KATHY STAFFORD,"... Joe, don’t."
JOE STAFFORD,... every day they catch another friend of the shah at the airport. Kangaroo trials then firing squads.  Just for having American names in their phone books.
JOE STAFFORD,"You’ve been here an hour and you’re asking us to trust you with our lives, Mr. --"
MENDEZ,Harkins.
JOE STAFFORD,Is that your real name?
MENDEZ,No.
TAYLOR,We’ve got orders to close the embassy and go back.  There’s nowhere for them to stay.
BOB ANDERS,"Don’t do this, Joe..."
JOE STAFFORD,"... the part where we say, ‘That’s so crazy it just might work’?  C’mon..."
BOB ANDERS,I saw it in Burma.  They get people out.  They know how.
JOE STAFFORD,Snitches in banana republics. They get them over the border after the coup...
BOB ANDERS,That’s your opinion.
JOE STAFFORD,... pay the guards at the crossing a hundred bucks to look the other way...
MARK LIJEK,His opinion got us out of the embassy in the first place.
MENDEZ,"If we go, you need to leave * immediately.  There’s a * danger --"
TAYLOR,"Pat and I discussed it.  If they catch you at the airport, they come here and we go on trial for harboring the enemy.  It’s a risk we took. Can you pull this off?"
MENDEZ,I don’t know.
JOE STAFFORD,"-- even if they do.  They find us here, we’re not lying, we’re just hiding.  We go out there with fake passports, we’re spies, period, execution."
CORA LIJEK,So how long do we stay?  A month? A year?
