IMDb_ID,Title,Award,Oscar_Year,Character,Gender,Words,N_Chunks,Emotion_Dominant,Emotion_Anger,Emotion_Disgust,Emotion_Fear,Emotion_Joy,Emotion_Neutral,Emotion_Sadness,Emotion_Surprise
tt15398776,Oppenheimer,Best Picture,2024,CHARLOTTE,female,35,1,surprise,0.0227,0.0422,0.0157,0.0277,0.2343,0.1495,0.5079
tt15398776,Oppenheimer,Best Picture,2024,CHEVALIER,male,220,1,surprise,0.1114,0.0831,0.043,0.0085,0.253,0.0125,0.4886
tt15398776,Oppenheimer,Best Picture,2024,CONANT,male,9,1,neutral,0.0136,0.1019,0.0345,0.0494,0.6737,0.0107,0.1161
tt15398776,Oppenheimer,Best Picture,2024,CONCERNED SCIENTIST,male,36,1,anger,0.4036,0.2603,0.0295,0.005,0.2196,0.0691,0.013
tt15398776,Oppenheimer,Best Picture,2024,CONDON,male,99,1,anger,0.5925,0.1722,0.0229,0.0052,0.0323,0.0105,0.1644
tt15398776,Oppenheimer,Best Picture,2024,CONGRESSMAN,male,24,1,neutral,0.0629,0.3212,0.0092,0.0065,0.5479,0.0344,0.0179
tt15398776,Oppenheimer,Best Picture,2024,COUNSEL,male,58,1,neutral,0.1303,0.0965,0.0102,0.0118,0.7322,0.0124,0.0066
tt15398776,Oppenheimer,Best Picture,2024,DONALD,male,13,1,neutral,0.2541,0.2975,0.0217,0.0107,0.325,0.0276,0.0634
tt15398776,Oppenheimer,Best Picture,2024,DUTCH STUDENT,male,2,1,surprise,0.0032,0.0022,0.0027,0.0032,0.0075,0.0012,0.9801
tt15398776,Oppenheimer,Best Picture,2024,EINSTEIN,male,289,1,anger,0.5335,0.1364,0.0237,0.0033,0.2828,0.0111,0.0093
tt15398776,Oppenheimer,Best Picture,2024,ELTENTON,male,38,1,joy,0.0032,0.0022,0.0014,0.8331,0.0886,0.0047,0.0669
tt15398776,Oppenheimer,Best Picture,2024,EVANS,male,19,1,surprise,0.0391,0.0703,0.0183,0.0038,0.3096,0.0238,0.5352
tt15398776,Oppenheimer,Best Picture,2024,FEMALE VOICE,female,2,1,surprise,0.0093,0.0091,0.0057,0.0026,0.3128,0.0057,0.6548
tt15398776,Oppenheimer,Best Picture,2024,FERMI,male,83,1,neutral,0.1559,0.114,0.0763,0.006,0.4325,0.0361,0.1793
tt15398776,Oppenheimer,Best Picture,2024,FEYNMAN,male,38,1,surprise,0.0562,0.0534,0.0065,0.0096,0.2751,0.0127,0.5864
tt15398776,Oppenheimer,Best Picture,2024,FRANK,male,181,1,joy,0.0313,0.0094,0.0038,0.7626,0.0853,0.0255,0.0821
tt15398776,Oppenheimer,Best Picture,2024,FUCHS,male,12,1,neutral,0.0137,0.0698,0.0198,0.0033,0.8055,0.0126,0.0754
tt15398776,Oppenheimer,Best Picture,2024,GARRISON,male,484,2,surprise,0.0994,0.1691,0.0279,0.0064,0.2124,0.0419,0.4428
tt15398776,Oppenheimer,Best Picture,2024,GRAY,male,202,1,neutral,0.0346,0.035,0.0397,0.0072,0.8276,0.0116,0.0443
tt15398776,Oppenheimer,Best Picture,2024,GROVES,male,1224,4,fear,0.2227,0.1983,0.2339,0.0069,0.167,0.0331,0.1381
tt15398776,Oppenheimer,Best Picture,2024,GÖDEL,male,6,1,joy,0.0057,0.0188,0.0174,0.5998,0.2934,0.0068,0.0581
tt15398776,Oppenheimer,Best Picture,2024,HEISENBERG,male,39,1,neutral,0.0524,0.0453,0.0034,0.0516,0.7646,0.0061,0.0766
tt15398776,Oppenheimer,Best Picture,2024,HILL,male,323,1,disgust,0.235,0.3904,0.0209,0.0149,0.3114,0.0194,0.0081
tt15398776,Oppenheimer,Best Picture,2024,HORNIG,male,66,1,neutral,0.1158,0.0841,0.0859,0.0268,0.6054,0.0462,0.0357
tt15398776,Oppenheimer,Best Picture,2024,JACKIE,female,9,1,joy,0.0131,0.005,0.0177,0.4179,0.4129,0.0626,0.0708
tt15398776,Oppenheimer,Best Picture,2024,JOHNSON,male,39,1,fear,0.0067,0.0108,0.7199,0.0075,0.2261,0.0169,0.0121
tt15398776,Oppenheimer,Best Picture,2024,KISTIAKOWSKY,male,73,1,anger,0.2933,0.0631,0.0356,0.0879,0.2823,0.033,0.2049
tt15398776,Oppenheimer,Best Picture,2024,KITTY,female,769,3,disgust,0.2425,0.3119,0.0389,0.0041,0.0899,0.0879,0.225
tt15398776,Oppenheimer,Best Picture,2024,LAWRENCE,male,412,2,disgust,0.2127,0.2568,0.0282,0.0112,0.2326,0.0195,0.2391
tt15398776,Oppenheimer,Best Picture,2024,LOMANITZ,male,34,1,sadness,0.0128,0.0122,0.0279,0.0136,0.0726,0.7789,0.082
tt15398776,Oppenheimer,Best Picture,2024,LOUDSPEAKER,unknown,20,1,neutral,0.0757,0.0898,0.0767,0.0533,0.3932,0.1017,0.2096
tt15398776,Oppenheimer,Best Picture,2024,MARSHALL,male,61,1,neutral,0.0432,0.0446,0.0688,0.0051,0.8242,0.0074,0.0069
tt15398776,Oppenheimer,Best Picture,2024,MORRISON,male,89,1,surprise,0.1474,0.1621,0.0868,0.0019,0.0839,0.032,0.4859
tt15398776,Oppenheimer,Best Picture,2024,NEDDERMEYER,male,11,1,neutral,0.1159,0.0126,0.2852,0.0096,0.5386,0.0143,0.0237
tt15398776,Oppenheimer,Best Picture,2024,NICHOLS,male,190,1,neutral,0.1095,0.0965,0.0462,0.0046,0.5577,0.0673,0.1182
tt15398776,Oppenheimer,Best Picture,2024,OPPENHEIMER,male,5609,17,neutral,0.1516,0.1564,0.1573,0.0424,0.3469,0.0914,0.0539
tt15398776,Oppenheimer,Best Picture,2024,PASH,male,340,1,fear,0.0424,0.0521,0.7268,0.014,0.0957,0.032,0.037
tt15398776,Oppenheimer,Best Picture,2024,RABI,male,677,2,neutral,0.0783,0.2598,0.0636,0.0081,0.328,0.1304,0.1318
tt15398776,Oppenheimer,Best Picture,2024,RADIO,unknown,4,1,neutral,0.028,0.0289,0.0216,0.0505,0.5414,0.0719,0.2576
tt15398776,Oppenheimer,Best Picture,2024,ROBB,male,1325,4,neutral,0.1673,0.1603,0.0917,0.0061,0.3341,0.0144,0.2261
tt15398776,Oppenheimer,Best Picture,2024,RUTH,female,38,1,joy,0.0073,0.0093,0.0023,0.6317,0.0798,0.2309,0.0386
tt15398776,Oppenheimer,Best Picture,2024,SECOND VOICE,male,4,1,neutral,0.0128,0.0632,0.0052,0.0019,0.8879,0.0064,0.0227
tt15398776,Oppenheimer,Best Picture,2024,SECRETARY,female,4,1,neutral,0.0065,0.0063,0.0013,0.0217,0.7853,0.0064,0.1725
tt15398776,Oppenheimer,Best Picture,2024,SENATE AIDE,female,561,2,fear,0.0459,0.2119,0.3061,0.0053,0.2859,0.0503,0.0945
tt15398776,Oppenheimer,Best Picture,2024,SENATOR BARTLETT,male,71,1,neutral,0.0451,0.0303,0.0243,0.002,0.492,0.006,0.4004
tt15398776,Oppenheimer,Best Picture,2024,SENATOR MCGEE,male,112,1,neutral,0.1701,0.0612,0.099,0.0041,0.4393,0.0143,0.2121
tt15398776,Oppenheimer,Best Picture,2024,SENATOR PASTORE,male,64,1,anger,0.4096,0.2372,0.0136,0.0016,0.3074,0.0218,0.0089
tt15398776,Oppenheimer,Best Picture,2024,SENATOR SCOTT,male,27,1,anger,0.7301,0.1412,0.0045,0.0018,0.0898,0.013,0.0196
tt15398776,Oppenheimer,Best Picture,2024,SERBER,male,146,1,neutral,0.0959,0.0911,0.0162,0.0216,0.4946,0.0187,0.262
tt15398776,Oppenheimer,Best Picture,2024,SNYDER,male,16,1,anger,0.5733,0.2328,0.0334,0.0016,0.1273,0.0186,0.013
tt15398776,Oppenheimer,Best Picture,2024,SOLDIER,male,2,1,joy,0.0471,0.0229,0.0061,0.4294,0.332,0.0325,0.1302
tt15398776,Oppenheimer,Best Picture,2024,STIMSON,male,164,1,fear,0.123,0.0113,0.7621,0.0034,0.0465,0.0152,0.0385
tt15398776,Oppenheimer,Best Picture,2024,STRAUSS,male,2009,6,anger,0.2888,0.1865,0.1017,0.0055,0.2396,0.114,0.064
tt15398776,Oppenheimer,Best Picture,2024,SZILARD,male,89,1,anger,0.5836,0.0497,0.1513,0.0094,0.0996,0.019,0.0875
tt15398776,Oppenheimer,Best Picture,2024,TATLOCK,female,259,1,neutral,0.2635,0.3016,0.0209,0.0062,0.3355,0.0173,0.055
tt15398776,Oppenheimer,Best Picture,2024,TELLER,male,385,2,fear,0.0609,0.3014,0.3811,0.0032,0.0996,0.0772,0.0766
tt15398776,Oppenheimer,Best Picture,2024,TOLMAN,male,23,1,disgust,0.0407,0.8079,0.0531,0.0011,0.0498,0.0084,0.0391
tt15398776,Oppenheimer,Best Picture,2024,TRUMAN,male,202,1,surprise,0.176,0.1147,0.0459,0.0304,0.2503,0.0398,0.3429
tt15398776,Oppenheimer,Best Picture,2024,VOICE,unknown,20,1,neutral,0.1148,0.0167,0.0388,0.1034,0.5345,0.0212,0.1706
tt15398776,Oppenheimer,Best Picture,2024,VOLPE,male,76,1,anger,0.3283,0.1454,0.2118,0.0028,0.2093,0.0721,0.0302
tt15398776,Oppenheimer,Best Picture,2024,WASHBURN,female,9,1,neutral,0.0088,0.028,0.0076,0.019,0.9007,0.0175,0.0185
tt15398776,Oppenheimer,Best Picture,2024,WEATHERMAN,male,37,1,neutral,0.0283,0.0149,0.0164,0.0041,0.8997,0.0291,0.0075
tt15398776,Oppenheimer,Best Picture,2024,WILKINS,male,6,1,neutral,0.0562,0.2593,0.011,0.0047,0.3574,0.2987,0.0126
tt15398776,Oppenheimer,Best Picture,2024,YOUNG OPPENHEIMER,male,70,1,neutral,0.1046,0.2071,0.0196,0.0076,0.3882,0.0337,0.2391
tt28607951,Anora,Best Picture,2025,ALEKS,male,144,1,anger,0.4501,0.2481,0.0119,0.0311,0.0223,0.0377,0.1988
tt28607951,Anora,Best Picture,2025,ANI,female,2665,9,anger,0.6354,0.2063,0.0199,0.0313,0.0422,0.0261,0.0387
tt28607951,Anora,Best Picture,2025,BOUNCER,male,12,1,neutral,0.0212,0.1084,0.0139,0.0093,0.6552,0.1171,0.0748
tt28607951,Anora,Best Picture,2025,CAPTAIN,male,6,1,fear,0.0129,0.0166,0.4924,0.0052,0.4262,0.0336,0.0131
tt28607951,Anora,Best Picture,2025,CRYSTAL,female,133,1,disgust,0.1761,0.4776,0.0103,0.0423,0.0915,0.0262,0.1761
tt28607951,Anora,Best Picture,2025,DASHA,female,18,1,surprise,0.031,0.013,0.0046,0.0222,0.1917,0.0069,0.7306
tt28607951,Anora,Best Picture,2025,DAWN,female,110,1,sadness,0.1573,0.1697,0.0285,0.0083,0.2408,0.2836,0.1119
tt28607951,Anora,Best Picture,2025,DAY GUARD,male,38,1,anger,0.5972,0.2619,0.017,0.0043,0.0268,0.0116,0.0811
tt28607951,Anora,Best Picture,2025,DIAMOND,female,163,1,disgust,0.3038,0.6049,0.0107,0.0072,0.026,0.0166,0.0309
tt28607951,Anora,Best Picture,2025,GALINA,female,214,1,disgust,0.0802,0.8886,0.0094,0.0008,0.0063,0.0061,0.0086
tt28607951,Anora,Best Picture,2025,GARNIK,male,547,2,anger,0.6326,0.2134,0.0773,0.0038,0.021,0.0214,0.0305
tt28607951,Anora,Best Picture,2025,GUARD,male,3,1,neutral,0.0262,0.0739,0.052,0.0085,0.6416,0.152,0.0458
tt28607951,Anora,Best Picture,2025,HOSTESS,female,4,1,neutral,0.0111,0.0209,0.0044,0.0059,0.5999,0.005,0.3528
tt28607951,Anora,Best Picture,2025,HOTEL MANAGER,male,34,1,neutral,0.0135,0.0032,0.0087,0.0333,0.7429,0.0067,0.1918
tt28607951,Anora,Best Picture,2025,IGOR,male,525,2,anger,0.3245,0.2788,0.0893,0.0695,0.1366,0.0613,0.0399
tt28607951,Anora,Best Picture,2025,IVAN,male,1026,4,disgust,0.2601,0.2798,0.0452,0.1875,0.0765,0.0362,0.1146
tt28607951,Anora,Best Picture,2025,JENNY,female,10,1,anger,0.311,0.2051,0.0278,0.0441,0.0921,0.0834,0.2365
tt28607951,Anora,Best Picture,2025,JIMMY,male,164,1,anger,0.4002,0.2047,0.029,0.0154,0.0598,0.106,0.1849
tt28607951,Anora,Best Picture,2025,JUDGE,male,62,1,anger,0.5884,0.0694,0.2293,0.005,0.0612,0.0278,0.0189
tt28607951,Anora,Best Picture,2025,KLARA,female,8,1,neutral,0.014,0.0124,0.0081,0.0022,0.5281,0.0086,0.4266
tt28607951,Anora,Best Picture,2025,LULU,male,69,1,disgust,0.2548,0.5988,0.0162,0.0105,0.022,0.027,0.0708
tt28607951,Anora,Best Picture,2025,NIKOLAI,male,38,1,sadness,0.0805,0.1589,0.017,0.0121,0.0293,0.4067,0.2955
tt28607951,Anora,Best Picture,2025,SHARNOV,male,176,1,neutral,0.0704,0.1507,0.016,0.0228,0.4583,0.2316,0.05
tt28607951,Anora,Best Picture,2025,SOMEONE IN ROOM,unknown,3,1,anger,0.4303,0.1024,0.0428,0.0064,0.0116,0.0165,0.39
tt28607951,Anora,Best Picture,2025,SUNNY,male,6,1,surprise,0.0103,0.0064,0.0023,0.0504,0.0105,0.0069,0.9134
tt28607951,Anora,Best Picture,2025,TOM,male,71,1,anger,0.7597,0.1588,0.0162,0.0032,0.0225,0.0177,0.0219
tt28607951,Anora,Best Picture,2025,TOROS,male,2360,8,anger,0.6169,0.2489,0.0298,0.0058,0.0463,0.0294,0.023
tt28607951,Anora,Best Picture,2025,TOW TRUCK DRIVER,male,28,1,anger,0.5621,0.1931,0.0913,0.0101,0.0897,0.0414,0.0121
tt28607951,Anora,Best Picture,2025,VERA,female,34,1,surprise,0.0647,0.1106,0.0088,0.01,0.3818,0.0169,0.4071
tt28607951,Anora,Best Picture,2025,VLAD,male,4,1,surprise,0.0205,0.0213,0.0042,0.0027,0.1213,0.0062,0.8238
tt0169547,American Beauty,Original Screenplay,2000,ANGELA,female,967,3,disgust,0.2104,0.5708,0.044,0.0082,0.0339,0.0228,0.1099
tt0169547,American Beauty,Original Screenplay,2000,ANNOUNCER,unknown,11,1,joy,0.023,0.0065,0.0017,0.5779,0.2988,0.0108,0.0813
tt0169547,American Beauty,Original Screenplay,2000,ATTENDANT,unknown,20,1,neutral,0.0384,0.3739,0.0402,0.0117,0.4332,0.0585,0.0441
tt0169547,American Beauty,Original Screenplay,2000,BARBARA,female,31,1,sadness,0.0355,0.1392,0.076,0.0121,0.0686,0.406,0.2625
tt0169547,American Beauty,Original Screenplay,2000,BRAD,male,158,1,anger,0.4612,0.2542,0.0149,0.0163,0.2252,0.0183,0.0099
tt0169547,American Beauty,Original Screenplay,2000,BUDDY,male,228,1,joy,0.0065,0.0057,0.0036,0.5314,0.0512,0.2749,0.1266
tt0169547,American Beauty,Original Screenplay,2000,CAROLYN,female,1304,4,disgust,0.2835,0.2866,0.0459,0.0852,0.1184,0.0364,0.144
tt0169547,American Beauty,Original Screenplay,2000,CATERING BOSS,male,17,1,anger,0.6975,0.2302,0.0127,0.0033,0.0221,0.0218,0.0125
tt0169547,American Beauty,Original Screenplay,2000,CHRISTY,female,1,1,neutral,0.0033,0.0065,0.0056,0.0059,0.9508,0.0077,0.0203
tt0169547,American Beauty,Original Screenplay,2000,COLONEL,male,294,1,anger,0.689,0.2231,0.0221,0.0063,0.0199,0.0143,0.0252
tt0169547,American Beauty,Original Screenplay,2000,COUNTER GIRL,female,25,1,surprise,0.0372,0.1071,0.0052,0.0047,0.0275,0.0398,0.7784
tt0169547,American Beauty,Original Screenplay,2000,CO­WORKER,unknown,10,1,neutral,0.0226,0.0132,0.0037,0.2265,0.6082,0.0312,0.0945
tt0169547,American Beauty,Original Screenplay,2000,DRIVE­THRU GIRL,female,23,1,neutral,0.0179,0.0332,0.0071,0.149,0.7748,0.0094,0.0085
tt0169547,American Beauty,Original Screenplay,2000,JANE,female,861,3,disgust,0.1353,0.7898,0.0282,0.0026,0.0121,0.0131,0.019
tt0169547,American Beauty,Original Screenplay,2000,JIM #1,male,80,1,neutral,0.0078,0.0904,0.0087,0.2265,0.5876,0.0576,0.0213
tt0169547,American Beauty,Original Screenplay,2000,JIM #2,male,81,1,neutral,0.0604,0.1189,0.0067,0.0338,0.6329,0.0221,0.1252
tt0169547,American Beauty,Original Screenplay,2000,LESTER,male,2572,8,disgust,0.2513,0.2574,0.1016,0.0207,0.1236,0.0518,0.1937
tt0169547,American Beauty,Original Screenplay,2000,MANAGER,male,12,1,surprise,0.016,0.0183,0.0084,0.0034,0.0414,0.0053,0.9073
tt0169547,American Beauty,Original Screenplay,2000,RICKY,male,1194,4,disgust,0.1528,0.5044,0.0455,0.0072,0.1509,0.0727,0.0666
tt0169547,American Beauty,Original Screenplay,2000,TAPE VOICE,unknown,72,1,fear,0.0524,0.0238,0.7796,0.0033,0.1214,0.0171,0.0023
tt0169547,American Beauty,Original Screenplay,2000,TEENAGE GIRL #1,female,8,1,disgust,0.3639,0.6053,0.0043,0.001,0.0101,0.007,0.0083
tt0169547,American Beauty,Original Screenplay,2000,TEENAGE GIRL #2,female,26,1,disgust,0.4247,0.5043,0.0073,0.0025,0.0479,0.0091,0.0042
tt0169547,American Beauty,Original Screenplay,2000,WOMAN #1,female,18,1,neutral,0.0045,0.0213,0.002,0.0049,0.9485,0.0055,0.0133
tt0169547,American Beauty,Original Screenplay,2000,WOMAN #2,female,23,1,neutral,0.0341,0.2816,0.0099,0.0035,0.5782,0.0127,0.0801
tt0181875,Almost Famous,Original Screenplay,2001,AARON,male,18,1,disgust,0.035,0.5115,0.0497,0.0039,0.3324,0.0223,0.0452
tt0181875,Almost Famous,Original Screenplay,2001,ANITA,female,404,2,anger,0.5756,0.2794,0.0135,0.0086,0.0715,0.0221,0.0293
tt0181875,Almost Famous,Original Screenplay,2001,BEN,male,477,2,neutral,0.1691,0.0749,0.0149,0.0806,0.4659,0.0196,0.1751
tt0181875,Almost Famous,Original Screenplay,2001,CLERK,unknown,33,1,neutral,0.0288,0.0252,0.0108,0.0045,0.6284,0.0145,0.2877
tt0181875,Almost Famous,Original Screenplay,2001,CO-PILOT,male,106,1,neutral,0.1305,0.0476,0.0403,0.0375,0.7057,0.0222,0.0163
tt0181875,Almost Famous,Original Screenplay,2001,CONCERT-GOER,unknown,43,1,surprise,0.0463,0.02,0.0054,0.0873,0.0276,0.0269,0.7864
tt0181875,Almost Famous,Original Screenplay,2001,DAD,male,15,1,joy,0.0277,0.0076,0.0019,0.6982,0.114,0.0098,0.1408
tt0181875,Almost Famous,Original Screenplay,2001,DARRYL,male,91,1,disgust,0.247,0.4469,0.0089,0.0675,0.1765,0.0264,0.0268
tt0181875,Almost Famous,Original Screenplay,2001,DAVID FELTON,male,37,1,neutral,0.0381,0.0229,0.0108,0.1183,0.7322,0.0125,0.0652
tt0181875,Almost Famous,Original Screenplay,2001,DENNIS HOPE,male,495,2,sadness,0.0403,0.0847,0.019,0.0071,0.2788,0.5306,0.0395
tt0181875,Almost Famous,Original Screenplay,2001,DICK,male,626,2,anger,0.297,0.0518,0.0175,0.1151,0.2771,0.0819,0.1595
tt0181875,Almost Famous,Original Screenplay,2001,DISC-JOCKEY,male,35,1,surprise,0.0038,0.002,0.0019,0.2818,0.1692,0.014,0.5272
tt0181875,Almost Famous,Original Screenplay,2001,DOCTOR,male,91,1,neutral,0.0143,0.0245,0.0037,0.0366,0.8848,0.0324,0.0037
tt0181875,Almost Famous,Original Screenplay,2001,ED,male,2,1,joy,0.0176,0.0583,0.0279,0.5539,0.0838,0.2449,0.0137
tt0181875,Almost Famous,Original Screenplay,2001,ELAINE,female,1153,4,neutral,0.241,0.0697,0.081,0.0398,0.4054,0.109,0.054
tt0181875,Almost Famous,Original Screenplay,2001,ENGLISH MUSICIAN,unknown,7,1,sadness,0.0171,0.199,0.0484,0.005,0.2455,0.4689,0.0163
tt0181875,Almost Famous,Original Screenplay,2001,ESTRELLA,female,308,1,surprise,0.165,0.1062,0.0127,0.0772,0.0777,0.0362,0.5249
tt0181875,Almost Famous,Original Screenplay,2001,FACT CHECKER,female,116,1,disgust,0.1571,0.7456,0.005,0.0012,0.0778,0.0097,0.0035
tt0181875,Almost Famous,Original Screenplay,2001,FAN,unknown,28,1,neutral,0.0927,0.0462,0.0067,0.1956,0.5801,0.0158,0.063
tt0181875,Almost Famous,Original Screenplay,2001,FELTON,male,98,1,neutral,0.0102,0.0698,0.005,0.0543,0.8241,0.0115,0.0251
tt0181875,Almost Famous,Original Screenplay,2001,FEMALE ATTENDANT,female,5,1,joy,0.0062,0.002,0.0006,0.8137,0.1473,0.0053,0.025
tt0181875,Almost Famous,Original Screenplay,2001,GUY # 1,male,5,1,neutral,0.0211,0.0338,0.006,0.0049,0.5318,0.0205,0.382
tt0181875,Almost Famous,Original Screenplay,2001,GUY # 2,male,14,1,surprise,0.0589,0.0873,0.009,0.0032,0.0558,0.0114,0.7745
tt0181875,Almost Famous,Original Screenplay,2001,HAPPY CONCERT GOERS,unknown,3,1,fear,0.3215,0.0573,0.5276,0.0109,0.0436,0.0268,0.0123
tt0181875,Almost Famous,Original Screenplay,2001,JANN,male,83,1,neutral,0.0123,0.0128,0.003,0.0056,0.9185,0.0378,0.01
tt0181875,Almost Famous,Original Screenplay,2001,JEFF,male,845,3,anger,0.5384,0.236,0.0394,0.0138,0.0898,0.0323,0.0502
tt0181875,Almost Famous,Original Screenplay,2001,KID # 1,male,5,1,neutral,0.0459,0.0307,0.0212,0.0037,0.6354,0.0798,0.1834
tt0181875,Almost Famous,Original Screenplay,2001,KID ON PHONE,male,29,1,neutral,0.3152,0.0348,0.0337,0.0761,0.3838,0.0192,0.1373
tt0181875,Almost Famous,Original Screenplay,2001,LARRY,male,37,1,surprise,0.1057,0.065,0.0111,0.0097,0.2721,0.031,0.5054
tt0181875,Almost Famous,Original Screenplay,2001,LESLIE,female,52,1,surprise,0.1325,0.1303,0.0279,0.0099,0.0253,0.0857,0.5883
tt0181875,Almost Famous,Original Screenplay,2001,LESTER BANGS,male,828,3,anger,0.2962,0.2638,0.0701,0.0167,0.248,0.0333,0.072
tt0181875,Almost Famous,Original Screenplay,2001,MALE FLIGHT ATTENDANT,male,7,1,joy,0.0043,0.002,0.0008,0.9153,0.0202,0.0027,0.0547
tt0181875,Almost Famous,Original Screenplay,2001,MRS. DEEGAN,female,194,1,neutral,0.0147,0.0056,0.0045,0.269,0.6504,0.0087,0.047
tt0181875,Almost Famous,Original Screenplay,2001,MUSICIAN # 1,unknown,4,1,neutral,0.0121,0.0209,0.0083,0.0073,0.6857,0.0598,0.2059
tt0181875,Almost Famous,Original Screenplay,2001,PENNY LANE,female,1590,5,neutral,0.1693,0.1535,0.1521,0.014,0.3332,0.0879,0.09
tt0181875,Almost Famous,Original Screenplay,2001,PILOT'S VOICE,male,34,1,neutral,0.0119,0.01,0.0091,0.0042,0.9285,0.0118,0.0245
tt0181875,Almost Famous,Original Screenplay,2001,POLEXIA,female,293,1,anger,0.5919,0.2262,0.0318,0.0207,0.0548,0.0242,0.0502
tt0181875,Almost Famous,Original Screenplay,2001,PRINCIPAL,male,74,1,neutral,0.0179,0.0098,0.0049,0.0136,0.4595,0.0914,0.4028
tt0181875,Almost Famous,Original Screenplay,2001,PROMOTER,male,59,1,anger,0.7969,0.1063,0.0116,0.005,0.0227,0.0159,0.0417
tt0181875,Almost Famous,Original Screenplay,2001,QUIET GIRL,female,4,1,neutral,0.0069,0.0178,0.0068,0.0155,0.5508,0.3907,0.0116
tt0181875,Almost Famous,Original Screenplay,2001,QUINCE,male,106,1,neutral,0.0562,0.0568,0.0156,0.0346,0.7058,0.0171,0.1139
tt0181875,Almost Famous,Original Screenplay,2001,RECEPTIONIST,unknown,6,1,neutral,0.0112,0.0131,0.0021,0.0074,0.9444,0.0154,0.0064
tt0181875,Almost Famous,Original Screenplay,2001,RED DOG,male,54,1,neutral,0.0145,0.0198,0.0019,0.3132,0.6037,0.0118,0.035
tt0181875,Almost Famous,Original Screenplay,2001,REG,male,17,1,anger,0.6677,0.1237,0.0065,0.0081,0.1822,0.009,0.0028
tt0181875,Almost Famous,Original Screenplay,2001,RIC,male,86,1,surprise,0.1277,0.065,0.0172,0.0697,0.0895,0.0238,0.6071
tt0181875,Almost Famous,Original Screenplay,2001,ROADIE # 1,unknown,10,1,surprise,0.0159,0.0031,0.0055,0.0599,0.1037,0.0067,0.8052
tt0181875,Almost Famous,Original Screenplay,2001,ROADIE # 2,unknown,17,1,neutral,0.0218,0.0265,0.003,0.0023,0.9206,0.0076,0.0182
tt0181875,Almost Famous,Original Screenplay,2001,ROADIE # 3,unknown,9,1,surprise,0.0145,0.0028,0.0026,0.4061,0.0649,0.0135,0.4956
tt0181875,Almost Famous,Original Screenplay,2001,RUSSELL,male,2551,7,anger,0.3291,0.1981,0.0589,0.0294,0.1466,0.0988,0.1391
tt0181875,Almost Famous,Original Screenplay,2001,SAPPHIRE,female,343,1,anger,0.4681,0.1632,0.0125,0.0621,0.1519,0.0537,0.0886
tt0181875,Almost Famous,Original Screenplay,2001,SCOTTY,male,76,1,surprise,0.16,0.1973,0.021,0.018,0.1704,0.1098,0.3235
tt0181875,Almost Famous,Original Screenplay,2001,SECRETARY,unknown,3,1,surprise,0.0108,0.0046,0.004,0.0047,0.4101,0.0033,0.5626
tt0181875,Almost Famous,Original Screenplay,2001,STEWARDESS,female,19,1,neutral,0.1349,0.0728,0.0661,0.0058,0.6898,0.0238,0.0068
tt0181875,Almost Famous,Original Screenplay,2001,THE WHEEL,female,1,1,neutral,0.0583,0.0535,0.0057,0.3143,0.4197,0.0614,0.0872
tt0181875,Almost Famous,Original Screenplay,2001,TOBIN,male,41,1,surprise,0.1662,0.0886,0.0092,0.0383,0.0783,0.0174,0.6021
tt0181875,Almost Famous,Original Screenplay,2001,TONY,male,27,1,disgust,0.0705,0.895,0.003,0.0011,0.0193,0.004,0.007
tt0181875,Almost Famous,Original Screenplay,2001,WILLIAM,male,2397,7,neutral,0.1636,0.1175,0.1088,0.0738,0.2961,0.0669,0.1732
tt0280707,Gosford Park,Original Screenplay,2002,ANTHONY,male,243,1,surprise,0.2201,0.1372,0.0447,0.0037,0.0812,0.0448,0.4684
tt0280707,Gosford Park,Original Screenplay,2002,ARTHUR,male,20,1,surprise,0.2408,0.0523,0.2411,0.0029,0.097,0.045,0.3208
tt0280707,Gosford Park,Original Screenplay,2002,BAKER,male,10,1,surprise,0.0212,0.0239,0.0024,0.0036,0.0969,0.0047,0.8472
tt0280707,Gosford Park,Original Screenplay,2002,BARNES,male,273,1,disgust,0.1023,0.3854,0.0198,0.0115,0.2498,0.0589,0.1723
tt0280707,Gosford Park,Original Screenplay,2002,BERTHA,female,341,1,sadness,0.0297,0.1637,0.0161,0.0045,0.1758,0.4662,0.1441
tt0280707,Gosford Park,Original Screenplay,2002,BUTLER,male,8,1,neutral,0.023,0.0135,0.024,0.0066,0.5869,0.0095,0.3364
tt0280707,Gosford Park,Original Screenplay,2002,CONSTANCE,female,1404,4,disgust,0.0636,0.3957,0.2135,0.0041,0.0476,0.0279,0.2476
tt0280707,Gosford Park,Original Screenplay,2002,CROSBIE,male,24,1,anger,0.6238,0.153,0.0121,0.0118,0.1705,0.0165,0.0123
tt0280707,Gosford Park,Original Screenplay,2002,DERWENT,male,10,1,surprise,0.1045,0.0214,0.1377,0.006,0.2124,0.0637,0.4543
tt0280707,Gosford Park,Original Screenplay,2002,DEXTER,male,192,1,fear,0.046,0.0197,0.7147,0.0072,0.1142,0.0371,0.0611
tt0280707,Gosford Park,Original Screenplay,2002,DOROTHY,female,222,1,sadness,0.0586,0.072,0.0956,0.0089,0.3075,0.3123,0.1452
