IMDb_ID,Title,Award,Character,Gender,Words,N_Sentences,Nsubj_I,Object_MeUs,N_FirstPerson_Mentions,Agency_Index,Reliable
tt0407887,The Departed,Adapted Screenplay,CHINESE GANGSTER,male,85,15,2,0,2,1.0,False
tt0407887,The Departed,Adapted Screenplay,CHINESE TRANSLATOR,male,32,5,1,0,1,1.0,False
tt0407887,The Departed,Adapted Screenplay,COLIN,male,2727,479,149,24,173,0.8613,True
tt0407887,The Departed,Adapted Screenplay,COSTELLO,male,1967,269,66,26,92,0.7174,True
tt0407887,The Departed,Adapted Screenplay,DELAHUNT,male,264,41,16,10,26,0.6154,True
tt0407887,The Departed,Adapted Screenplay,DETECTIVE 1,male,86,20,5,0,5,1.0,True
tt0407887,The Departed,Adapted Screenplay,DETECTIVE 2,male,32,5,0,0,0,,False
tt0407887,The Departed,Adapted Screenplay,DETECTIVE 4,male,27,7,1,0,1,1.0,False
tt0407887,The Departed,Adapted Screenplay,DIGNAM,male,495,83,14,4,18,0.7778,True
tt0407887,The Departed,Adapted Screenplay,DRILL INSTRUCTOR,male,29,6,0,0,0,,False
tt0407887,The Departed,Adapted Screenplay,ELLERBY,male,821,114,10,3,13,0.7692,True
tt0407887,The Departed,Adapted Screenplay,FITZY,male,198,37,11,2,13,0.8462,True
tt0407887,The Departed,Adapted Screenplay,FRENCH,male,37,7,1,0,1,1.0,False
tt0407887,The Departed,Adapted Screenplay,GWEN,female,31,4,0,0,0,,False
tt0407887,The Departed,Adapted Screenplay,INSTRUCTOR,male,35,4,0,0,0,,False
tt0407887,The Departed,Adapted Screenplay,LAZIO,male,23,3,0,0,0,,False
tt0407887,The Departed,Adapted Screenplay,MADOLYN,female,785,134,49,3,52,0.9423,True
tt0407887,The Departed,Adapted Screenplay,MISTER FRENCH,male,418,64,14,5,19,0.7368,True
tt0407887,The Departed,Adapted Screenplay,NEWS ANCHOR,female,52,3,0,0,0,,False
tt0407887,The Departed,Adapted Screenplay,OTHER PRISONER,male,18,5,1,0,1,1.0,False
tt0407887,The Departed,Adapted Screenplay,PHONE TECH COP,male,20,3,0,0,0,,False
tt0407887,The Departed,Adapted Screenplay,PRIEST,male,75,4,0,0,0,,False
tt0407887,The Departed,Adapted Screenplay,PROPRIETOR,male,16,4,0,0,0,,False
tt0407887,The Departed,Adapted Screenplay,QUEENAN,male,815,142,23,2,25,0.92,True
tt0407887,The Departed,Adapted Screenplay,REALTOR,female,53,9,1,0,1,1.0,False
tt0407887,The Departed,Adapted Screenplay,SEAN,male,243,35,12,0,12,1.0,True
tt0407887,The Departed,Adapted Screenplay,SGT. DIGNAM,male,519,58,9,4,13,0.6923,True
tt0407887,The Departed,Adapted Screenplay,SPEAKER,male,51,3,1,0,1,1.0,False
tt0407887,The Departed,Adapted Screenplay,UNCLE,male,25,4,0,0,0,,False
tt0407887,The Departed,Adapted Screenplay,YOUNG COSTELLO,male,214,29,6,1,7,0.8571,True
tt0477348,No Country for Old Men,Adapted Screenplay,BELL,male,1906,266,104,10,114,0.9123,True
tt0477348,No Country for Old Men,Adapted Screenplay,BOY 1,male,37,6,0,0,0,,False
tt0477348,No Country for Old Men,Adapted Screenplay,BOY 2,male,46,9,3,0,3,1.0,False
tt0477348,No Country for Old Men,Adapted Screenplay,CARLA JEAN,female,452,82,30,7,37,0.8108,True
tt0477348,No Country for Old Men,Adapted Screenplay,CHIGURH,male,781,154,35,8,43,0.814,True
tt0477348,No Country for Old Men,Adapted Screenplay,CLERK,male,103,19,3,0,3,1.0,False
tt0477348,No Country for Old Men,Adapted Screenplay,DEPUTY,male,53,6,1,1,2,0.5,False
tt0477348,No Country for Old Men,Adapted Screenplay,DRIVER,male,82,16,3,2,5,0.6,True
tt0477348,No Country for Old Men,Adapted Screenplay,ELLIS,male,379,59,7,2,9,0.7778,True
tt0477348,No Country for Old Men,Adapted Screenplay,LORETTA,female,61,15,3,1,4,0.75,False
tt0477348,No Country for Old Men,Adapted Screenplay,MAN,male,267,59,7,1,8,0.875,True
tt0477348,No Country for Old Men,Adapted Screenplay,MAN AT CHAIR,male,20,9,1,1,2,0.5,False
tt0477348,No Country for Old Men,Adapted Screenplay,MEXICAN,male,25,5,1,0,1,1.0,False
tt0477348,No Country for Old Men,Adapted Screenplay,MOLLY,female,49,7,0,0,0,,False
tt0477348,No Country for Old Men,Adapted Screenplay,MOSS,male,939,203,70,16,86,0.814,True
tt0477348,No Country for Old Men,Adapted Screenplay,MOTHER,female,248,36,15,1,16,0.9375,True
tt0477348,No Country for Old Men,Adapted Screenplay,OFFICIAL,male,107,18,5,2,7,0.7143,True
tt0477348,No Country for Old Men,Adapted Screenplay,PROPRIETOR,male,199,49,15,0,15,1.0,True
tt0477348,No Country for Old Men,Adapted Screenplay,ROSCOE,male,194,28,3,1,4,0.75,False
tt0477348,No Country for Old Men,Adapted Screenplay,SALESMAN,male,19,5,1,0,1,1.0,False
tt0477348,No Country for Old Men,Adapted Screenplay,WELLS,male,432,96,24,5,29,0.8276,True
tt0477348,No Country for Old Men,Adapted Screenplay,WENDELL,male,294,64,3,0,3,1.0,False
tt0477348,No Country for Old Men,Adapted Screenplay,WOMAN,female,172,36,8,1,9,0.8889,True
tt1010048,Slumdog Millionaire,Adapted Screenplay,ADA,female,71,10,0,2,2,0.0,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,AMIR,male,18,4,3,0,3,1.0,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,ARVIND,male,152,35,3,2,5,0.6,True
tt1010048,Slumdog Millionaire,Adapted Screenplay,CLARK,male,34,9,1,0,1,1.0,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,COMMISSIONER OF POLICE,male,131,22,0,0,0,,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,CONSTABLE SRINIVAS,male,90,15,2,0,2,1.0,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,DANCE TEACHER,female,37,9,0,0,0,,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,DAVE,male,33,6,2,0,2,1.0,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,DIRECTOR,male,86,18,0,0,0,,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,DOOR-KEEPER,male,43,11,1,0,1,1.0,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,GUIDE,male,57,4,1,1,2,0.5,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,INSPECTOR,male,610,104,10,5,15,0.6667,True
tt1010048,Slumdog Millionaire,Adapted Screenplay,JAMAL,male,1854,416,89,8,97,0.9175,True
tt1010048,Slumdog Millionaire,Adapted Screenplay,JAVED,male,124,33,2,0,2,1.0,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,LATIKA,female,364,89,15,10,25,0.6,True
tt1010048,Slumdog Millionaire,Adapted Screenplay,MAMAN,male,247,57,3,0,3,1.0,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,MAN,male,33,12,0,0,0,,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,MANAGER,male,69,9,0,0,0,,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,MISTER NANDHA,male,49,10,0,0,0,,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,NITA,female,59,14,1,1,2,0.5,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,PETER,male,16,2,1,0,1,1.0,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,PRAKASH,male,23,6,2,0,2,1.0,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,PREM,male,2613,404,41,13,54,0.7593,True
tt1010048,Slumdog Millionaire,Adapted Screenplay,PUNNOOSE,male,16,4,1,0,1,1.0,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,SALIM,male,930,223,32,13,45,0.7111,True
tt1010048,Slumdog Millionaire,Adapted Screenplay,SECURITY GUARD,male,29,8,3,0,3,1.0,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,TALKBACK,unknown,33,12,0,0,0,,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,TEACHER,male,86,12,0,0,0,,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,TV COMMENTATOR,male,34,2,0,0,0,,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,TV REPORTER,male,65,4,0,1,1,0.0,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,VISION MIXER,male,34,7,1,0,1,1.0,False
tt1010048,Slumdog Millionaire,Adapted Screenplay,WOMAN,female,194,39,3,2,5,0.6,True
tt0929632,Precious,Adapted Screenplay,BOY# 1,male,32,6,2,1,3,0.6667,False
tt0929632,Precious,Adapted Screenplay,BUG LADY,female,30,5,0,0,0,,False
tt0929632,Precious,Adapted Screenplay,BUNNY,female,22,3,0,0,0,,False
tt0929632,Precious,Adapted Screenplay,CAITLIN,female,23,3,2,1,3,0.6667,False
tt0929632,Precious,Adapted Screenplay,CANDACE,female,17,1,1,1,2,0.5,False
tt0929632,Precious,Adapted Screenplay,CONSUELO,female,30,7,4,0,4,1.0,False
tt0929632,Precious,Adapted Screenplay,CORNROWS,female,376,49,8,1,9,0.8889,True
tt0929632,Precious,Adapted Screenplay,IRENE,female,50,4,3,2,5,0.6,True
tt0929632,Precious,Adapted Screenplay,JERMAINE,male,355,44,8,2,10,0.8,True
tt0929632,Precious,Adapted Screenplay,JO ANN,female,197,32,13,2,15,0.8667,True
tt0929632,Precious,Adapted Screenplay,JOHN,male,54,12,3,0,3,1.0,False
tt0929632,Precious,Adapted Screenplay,KATHERINE,female,58,10,1,0,1,1.0,False
tt0929632,Precious,Adapted Screenplay,MARY,female,904,139,34,9,43,0.7907,True
tt0929632,Precious,Adapted Screenplay,MIRIAM,female,22,3,2,0,2,1.0,False
tt0929632,Precious,Adapted Screenplay,MR. WICHER,male,46,13,1,0,1,1.0,False
tt0929632,Precious,Adapted Screenplay,MRS. LICHENSTEIN,female,348,53,13,1,14,0.9286,True
tt0929632,Precious,Adapted Screenplay,MS. RAIN,female,1563,239,42,11,53,0.7925,True
tt0929632,Precious,Adapted Screenplay,MS. WEISS,female,321,48,8,2,10,0.8,True
tt0929632,Precious,Adapted Screenplay,NURSE,female,41,7,3,0,3,1.0,False
tt0929632,Precious,Adapted Screenplay,PRECIOUS,female,4929,665,294,70,364,0.8077,True
tt0929632,Precious,Adapted Screenplay,RHONDA,female,98,18,5,2,7,0.7143,True
tt0929632,Precious,Adapted Screenplay,RITA,female,82,11,5,1,6,0.8333,True
tt0929632,Precious,Adapted Screenplay,RUBY,female,70,18,6,0,6,1.0,True
tt0929632,Precious,Adapted Screenplay,SECRETARY,female,17,5,0,0,0,,False
tt0929632,Precious,Adapted Screenplay,SHEILA,female,65,9,3,0,3,1.0,False
tt0929632,Precious,Adapted Screenplay,WOMAN,female,29,6,0,0,0,,False
tt1285016,The Social Network,Adapted Screenplay,ADMINISTRATOR,female,67,10,2,0,2,1.0,False
tt1285016,The Social Network,Adapted Screenplay,AIDE,male,26,8,1,1,2,0.5,False
tt1285016,The Social Network,Adapted Screenplay,ALL,unknown,22,7,0,0,0,,False
tt1285016,The Social Network,Adapted Screenplay,AMY,female,217,43,7,3,10,0.7,True
tt1285016,The Social Network,Adapted Screenplay,ASHLEIGH,female,42,11,5,1,6,0.8333,True
tt1285016,The Social Network,Adapted Screenplay,BOB,male,41,4,4,0,4,1.0,False
tt1285016,The Social Network,Adapted Screenplay,BRIANNA,female,16,2,1,0,1,1.0,False
tt1285016,The Social Network,Adapted Screenplay,CAMERON,male,1108,117,33,4,37,0.8919,True
tt1285016,The Social Network,Adapted Screenplay,CHRISTY,female,236,42,6,6,12,0.5,True
tt1285016,The Social Network,Adapted Screenplay,CLUB PRESIDENT,male,38,1,1,0,1,1.0,False
tt1285016,The Social Network,Adapted Screenplay,COURT REPORTER,female,18,1,0,0,0,,False
tt1285016,The Social Network,Adapted Screenplay,COX,male,74,12,4,2,6,0.6667,True
tt1285016,The Social Network,Adapted Screenplay,DIVYA,male,697,86,19,4,23,0.8261,True
tt1285016,The Social Network,Adapted Screenplay,DUSTIN,male,119,28,1,0,1,1.0,False
tt1285016,The Social Network,Adapted Screenplay,EDUARDO,male,3026,414,138,36,174,0.7931,True
tt1285016,The Social Network,Adapted Screenplay,ERICA,female,715,84,36,4,40,0.9,True
tt1285016,The Social Network,Adapted Screenplay,ERICA’S ROOMMATE,unknown,16,3,0,0,0,,False
tt1285016,The Social Network,Adapted Screenplay,EXECUTIVE,male,18,4,0,1,1,0.0,False
tt1285016,The Social Network,Adapted Screenplay,GAGE,male,667,64,21,2,23,0.913,True
tt1285016,The Social Network,Adapted Screenplay,GIRL #1,female,18,4,0,0,0,,False
tt1285016,The Social Network,Adapted Screenplay,GIRL #2,female,20,3,4,0,4,1.0,False
tt1285016,The Social Network,Adapted Screenplay,GRAD STUDENT,male,23,2,0,0,0,,False
tt1285016,The Social Network,Adapted Screenplay,GRETCHEN,female,401,61,4,1,5,0.8,True
tt1285016,The Social Network,Adapted Screenplay,K.C.,male,36,6,3,1,4,0.75,False
tt1285016,The Social Network,Adapted Screenplay,KENWRIGHT,male,88,13,3,1,4,0.75,False
tt1285016,The Social Network,Adapted Screenplay,LAWYER,male,112,14,1,0,1,1.0,False
tt1285016,The Social Network,Adapted Screenplay,MALE FRIEND,male,22,2,0,0,0,,False
tt1285016,The Social Network,Adapted Screenplay,MARK,male,4371,580,197,25,222,0.8874,True
tt1285016,The Social Network,Adapted Screenplay,MARYLIN,female,296,44,11,1,12,0.9167,True
tt1285016,The Social Network,Adapted Screenplay,MAURICE,male,27,3,0,0,0,,False
tt1285016,The Social Network,Adapted Screenplay,MR. WINKLEVOSS,male,41,7,1,1,2,0.5,False
tt1285016,The Social Network,Adapted Screenplay,PETER,male,46,8,0,0,0,,False
tt1285016,The Social Network,Adapted Screenplay,POLICEMAN,male,47,9,2,0,2,1.0,False
tt1285016,The Social Network,Adapted Screenplay,PRINCE ALBERT,male,58,10,3,0,3,1.0,False
tt1285016,The Social Network,Adapted Screenplay,PROFESSOR,male,104,9,1,0,1,1.0,False
tt1285016,The Social Network,Adapted Screenplay,SEAN,male,2010,265,69,10,79,0.8734,True
tt1285016,The Social Network,Adapted Screenplay,SECRETARY,female,23,5,0,0,0,,False
tt1285016,The Social Network,Adapted Screenplay,SENIOR,male,44,11,0,0,0,,False
tt1285016,The Social Network,Adapted Screenplay,SPEAKER,male,144,6,2,1,3,0.6667,False
tt1285016,The Social Network,Adapted Screenplay,STUART,male,63,7,3,1,4,0.75,False
tt1285016,The Social Network,Adapted Screenplay,SUMMERS,male,300,42,14,2,16,0.875,True
tt1285016,The Social Network,Adapted Screenplay,SY,male,266,37,5,2,7,0.7143,True
tt1285016,The Social Network,Adapted Screenplay,TYLER,male,668,85,16,5,21,0.7619,True
tt1033575,The Descendants,Adapted Screenplay,ALEXANDRA,female,1609,268,71,17,88,0.8068,True
tt1033575,The Descendants,Adapted Screenplay,ALICE,female,64,15,4,0,4,1.0,False
tt1033575,The Descendants,Adapted Screenplay,BARB HIGGINS,female,289,36,10,0,10,1.0,True
tt1033575,The Descendants,Adapted Screenplay,BARRY THORSON,male,17,3,1,0,1,1.0,False
tt1033575,The Descendants,Adapted Screenplay,BRIAN SPEER,male,200,44,20,1,21,0.9524,True
tt1033575,The Descendants,Adapted Screenplay,BUZZ,male,31,8,2,0,2,1.0,False
tt1033575,The Descendants,Adapted Screenplay,CLERK,female,27,4,1,0,1,1.0,False
tt1033575,The Descendants,Adapted Screenplay,COUSIN HUGH,male,486,83,8,4,12,0.6667,True
tt1033575,The Descendants,Adapted Screenplay,COUSIN RALPH,male,146,29,5,0,5,1.0,True
tt1033575,The Descendants,Adapted Screenplay,COUSIN SIX,male,53,8,0,1,1,0.0,False
tt1033575,The Descendants,Adapted Screenplay,DORM SUPERVISOR,female,68,15,1,0,1,1.0,False
tt1033575,The Descendants,Adapted Screenplay,DR. HERMAN,male,233,24,9,4,13,0.6923,True
tt1033575,The Descendants,Adapted Screenplay,DR. JOHNSTON,male,329,49,10,1,11,0.9091,True
tt1033575,The Descendants,Adapted Screenplay,JULIE,female,484,86,40,1,41,0.9756,True
tt1033575,The Descendants,Adapted Screenplay,KAI,female,264,36,5,1,6,0.8333,True
tt1033575,The Descendants,Adapted Screenplay,MARK,male,142,23,4,0,4,1.0,False
tt1033575,The Descendants,Adapted Screenplay,MATT,male,6086,917,236,58,294,0.8027,True
tt1033575,The Descendants,Adapted Screenplay,MRS. THULL,female,46,6,0,0,0,,False
tt1033575,The Descendants,Adapted Screenplay,MS. HAYASHI,female,87,6,1,1,2,0.5,False
tt1033575,The Descendants,Adapted Screenplay,NEUROLOGIST,male,29,2,0,0,0,,False
tt1033575,The Descendants,Adapted Screenplay,NOE,male,18,4,0,0,0,,False
tt1033575,The Descendants,Adapted Screenplay,NURSE JOY,female,33,9,1,0,1,1.0,False
tt1033575,The Descendants,Adapted Screenplay,RALPH,male,111,11,1,1,2,0.5,False
tt1033575,The Descendants,Adapted Screenplay,REINA,female,67,16,4,1,5,0.8,True
tt1033575,The Descendants,Adapted Screenplay,SCOTT THORSON,male,473,66,8,1,9,0.8889,True
tt1033575,The Descendants,Adapted Screenplay,SCOTTIE,female,809,158,47,8,55,0.8545,True
tt1033575,The Descendants,Adapted Screenplay,SHOPKEEPER,male,34,5,1,0,1,1.0,False
tt1033575,The Descendants,Adapted Screenplay,SID,male,868,148,57,5,62,0.9194,True
tt1033575,The Descendants,Adapted Screenplay,TROY,male,199,25,20,4,24,0.8333,True
tt1024648,Argo,Adapted Screenplay,A.D.,male,18,3,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,AL GOLACINSKI,male,75,9,2,1,3,0.6667,False
tt1024648,Argo,Adapted Screenplay,ANGELA BELK,female,35,2,2,0,2,1.0,False
tt1024648,Argo,Adapted Screenplay,ANN SWIFT,female,48,4,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,ANNOUNCEMENT,unknown,28,3,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,AZIZI,male,30,7,1,0,1,1.0,False
tt1024648,Argo,Adapted Screenplay,BATES,male,134,16,0,1,1,0.0,False
tt1024648,Argo,Adapted Screenplay,BEHROUZ,male,61,9,2,1,3,0.6667,False
tt1024648,Argo,Adapted Screenplay,BOB ANDERS,male,190,43,4,0,4,1.0,False
tt1024648,Argo,Adapted Screenplay,BROKAW,male,43,2,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,BUTLER,male,28,4,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,CHAMBERS,male,374,61,3,1,4,0.75,False
tt1024648,Argo,Adapted Screenplay,CONSUL OFFICIAL,male,18,2,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,CORA LIJEK,female,106,17,1,0,1,1.0,False
tt1024648,Argo,Adapted Screenplay,ENGELL,male,99,20,0,1,1,0.0,False
tt1024648,Argo,Adapted Screenplay,FLIGHT ATTENDANT,female,59,6,1,1,2,0.5,False
tt1024648,Argo,Adapted Screenplay,GENCO,male,22,5,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,IMMIGRATION OFFICER,male,21,3,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,JOE STAFFORD,male,389,59,5,4,9,0.5556,True
tt1024648,Argo,Adapted Screenplay,JORDAN,male,143,17,3,0,3,1.0,False
tt1024648,Argo,Adapted Screenplay,KATHY STAFFORD,female,30,9,0,1,1,0.0,False
tt1024648,Argo,Adapted Screenplay,KHALKALI,male,44,6,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,KHOMEINI,male,45,3,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,KLEIN,male,88,11,4,0,4,1.0,False
tt1024648,Argo,Adapted Screenplay,LAMONT,male,58,9,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,LEE SCHATZ,male,50,13,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,MALICK,male,23,4,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,MALINOV,male,79,15,1,0,1,1.0,False
tt1024648,Argo,Adapted Screenplay,MARK LIJEK,male,166,24,0,3,3,0.0,False
tt1024648,Argo,Adapted Screenplay,MARMOR,male,31,2,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,MENDEZ,male,1366,215,33,11,44,0.75,True
tt1024648,Argo,Adapted Screenplay,NEWSCASTER,male,32,2,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,NICHOLLS,male,154,20,2,0,2,1.0,False
tt1024648,Argo,Adapted Screenplay,O’DONNELL,unknown,906,129,9,3,12,0.75,True
tt1024648,Argo,Adapted Screenplay,P.A.,male,16,7,1,0,1,1.0,False
tt1024648,Argo,Adapted Screenplay,PAT TAYLOR,male,38,5,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,PENDER,male,268,40,4,1,5,0.8,True
tt1024648,Argo,Adapted Screenplay,PRESIDENT CARTER,male,29,3,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,PRINCESS ALEPPA,female,42,7,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,PRODUCER,male,17,4,1,0,1,1.0,False
tt1024648,Argo,Adapted Screenplay,PUBLICIST,male,44,6,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,REPORTER,male,21,5,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,REZA,male,57,6,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,SADEQ GHOTBZADEH,male,20,1,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,SAHAR,female,35,9,1,0,1,1.0,False
tt1024648,Argo,Adapted Screenplay,SIEGEL,male,692,84,24,8,32,0.75,True
tt1024648,Argo,Adapted Screenplay,SOSA,male,25,5,1,0,1,1.0,False
tt1024648,Argo,Adapted Screenplay,STROUP,male,33,4,3,0,3,1.0,False
tt1024648,Argo,Adapted Screenplay,TAYLOR,male,198,31,2,0,2,1.0,False
tt1024648,Argo,Adapted Screenplay,TED KOPPEL,male,20,3,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,TEHRAN MARY,female,59,5,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,TITTERTON,male,46,7,0,0,0,,False
tt1024648,Argo,Adapted Screenplay,TURNER,male,53,6,0,1,1,0.0,False
tt1024648,Argo,Adapted Screenplay,WALTER CRONKITE,male,19,1,0,0,0,,False
tt2024544,12 Years a Slave,Adapted Screenplay,ANNE,female,68,16,3,3,6,0.5,True
tt2024544,12 Years a Slave,Adapted Screenplay,ARMSBY,male,407,51,18,1,19,0.9474,True
tt2024544,12 Years a Slave,Adapted Screenplay,BASS,male,562,68,24,7,31,0.7742,True
tt2024544,12 Years a Slave,Adapted Screenplay,BOB,male,44,6,1,1,2,0.5,False
tt2024544,12 Years a Slave,Adapted Screenplay,BROWN,male,482,50,9,4,13,0.6923,True
tt2024544,12 Years a Slave,Adapted Screenplay,BURCH,male,90,20,1,0,1,1.0,False
tt2024544,12 Years a Slave,Adapted Screenplay,CAPTAIN,male,24,5,3,0,3,1.0,False
tt2024544,12 Years a Slave,Adapted Screenplay,CELESTE,female,455,56,13,6,19,0.6842,True
tt2024544,12 Years a Slave,Adapted Screenplay,CHAPIN,male,211,28,5,0,5,1.0,True
tt2024544,12 Years a Slave,Adapted Screenplay,CLEMENS,male,194,22,5,2,7,0.7143,True
tt2024544,12 Years a Slave,Adapted Screenplay,EDWARD,male,16,6,0,0,0,,False
tt2024544,12 Years a Slave,Adapted Screenplay,ELIZA,female,438,55,17,13,30,0.5667,True
tt2024544,12 Years a Slave,Adapted Screenplay,EMILY,female,29,7,4,0,4,1.0,False
tt2024544,12 Years a Slave,Adapted Screenplay,EPPS,male,1359,238,48,18,66,0.7273,True
tt2024544,12 Years a Slave,Adapted Screenplay,FORD,male,782,74,18,3,21,0.8571,True
tt2024544,12 Years a Slave,Adapted Screenplay,FREEMAN,male,282,61,3,0,3,1.0,False
tt2024544,12 Years a Slave,Adapted Screenplay,HAMILTON,male,271,41,2,1,3,0.6667,False
tt2024544,12 Years a Slave,Adapted Screenplay,JOHN,male,69,12,0,1,1,0.0,False
tt2024544,12 Years a Slave,Adapted Screenplay,JUDGE TURNER,male,54,9,1,0,1,1.0,False
tt2024544,12 Years a Slave,Adapted Screenplay,MARGARET,female,73,11,3,1,4,0.75,False
tt2024544,12 Years a Slave,Adapted Screenplay,MISTRESS EPPS,female,305,52,4,4,8,0.5,True
tt2024544,12 Years a Slave,Adapted Screenplay,MISTRESS SHAW,female,262,30,8,3,11,0.7273,True
tt2024544,12 Years a Slave,Adapted Screenplay,MR. MOON,male,52,9,2,0,2,1.0,False
tt2024544,12 Years a Slave,Adapted Screenplay,MRS. FORD,female,53,10,1,0,1,1.0,False
tt2024544,12 Years a Slave,Adapted Screenplay,OVERSEER,male,28,3,0,0,0,,False
tt2024544,12 Years a Slave,Adapted Screenplay,PARKER,male,136,26,1,1,2,0.5,False
tt2024544,12 Years a Slave,Adapted Screenplay,PATSEY,female,260,44,23,4,27,0.8519,True
tt2024544,12 Years a Slave,Adapted Screenplay,RADBURN,male,178,31,3,0,3,1.0,False
tt2024544,12 Years a Slave,Adapted Screenplay,RANDALL,male,18,6,0,0,0,,False
tt2024544,12 Years a Slave,Adapted Screenplay,RAY,male,63,11,1,1,2,0.5,False
tt2024544,12 Years a Slave,Adapted Screenplay,ROBERT,male,17,2,2,0,2,1.0,False
tt2024544,12 Years a Slave,Adapted Screenplay,SHERIFF,male,91,16,1,3,4,0.25,False
tt2024544,12 Years a Slave,Adapted Screenplay,SOLOMON,male,2146,313,108,18,126,0.8571,True
tt2024544,12 Years a Slave,Adapted Screenplay,TIBEATS,male,343,48,13,2,15,0.8667,True
tt2024544,12 Years a Slave,Adapted Screenplay,TREACH,male,91,21,0,0,0,,False
tt2024544,12 Years a Slave,Adapted Screenplay,UNCLE ABRAM,male,168,20,3,2,5,0.6,True
tt2024544,12 Years a Slave,Adapted Screenplay,WINSLOW,male,61,8,0,1,1,0.0,False
tt2084970,The Imitation Game,Adapted Screenplay,ALAN TURING,male,3525,584,137,28,165,0.8303,True
tt2084970,The Imitation Game,Adapted Screenplay,CHARLES RICHARDS,male,25,4,0,0,0,,False
tt2084970,The Imitation Game,Adapted Screenplay,CHRISTOPHER,male,113,17,2,0,2,1.0,False
tt2084970,The Imitation Game,Adapted Screenplay,COMMANDER DENNISTON,male,896,134,19,1,20,0.95,True
tt2084970,The Imitation Game,Adapted Screenplay,DETECTIVE NOCK,male,606,111,20,5,25,0.8,True
tt2084970,The Imitation Game,Adapted Screenplay,HEADMASTER,male,144,24,2,1,3,0.6667,False
tt2084970,The Imitation Game,Adapted Screenplay,HELEN,female,206,32,8,1,9,0.8889,True
tt2084970,The Imitation Game,Adapted Screenplay,HUGH ALEXANDER,male,812,125,20,10,30,0.6667,True
tt2084970,The Imitation Game,Adapted Screenplay,JOAN CLARKE,female,1566,249,62,13,75,0.8267,True
tt2084970,The Imitation Game,Adapted Screenplay,JOHN CAIRNCROSS,male,538,86,8,6,14,0.5714,True
tt2084970,The Imitation Game,Adapted Screenplay,MI-6 AGENT,male,52,8,1,0,1,1.0,False
tt2084970,The Imitation Game,Adapted Screenplay,PETER HILTON,male,311,67,8,1,9,0.8889,True
tt2084970,The Imitation Game,Adapted Screenplay,SERGEANT STAEHL,male,116,20,5,0,5,1.0,True
tt2084970,The Imitation Game,Adapted Screenplay,SGT. STAEHL,male,239,43,4,2,6,0.6667,True
tt2084970,The Imitation Game,Adapted Screenplay,STEWART MENZIES,male,528,71,10,1,11,0.9091,True
tt2084970,The Imitation Game,Adapted Screenplay,SUPERINTENDANT SMITH,male,144,29,3,1,4,0.75,False
tt2084970,The Imitation Game,Adapted Screenplay,TEACHER,male,28,5,0,0,0,,False
