IMDb_ID,Title,Award,Character,Gender,Words,N_Sentences,Nsubj_I,Object_MeUs,N_FirstPerson_Mentions,Agency_Index,Reliable
tt12789558,Belfast,Original Screenplay,CATHERINE,female,42,9,0,1,1,0.0,False
tt12789558,Belfast,Original Screenplay,FILM COMMENTATOR,male,26,4,0,0,0,,False
tt12789558,Belfast,Original Screenplay,FRANKIE WEST,male,157,27,3,2,5,0.6,True
tt12789558,Belfast,Original Screenplay,GRANNY,female,580,83,17,9,26,0.6538,True
tt12789558,Belfast,Original Screenplay,MA,female,1334,182,31,14,45,0.6889,True
tt12789558,Belfast,Original Screenplay,MACKIE,male,213,25,8,1,9,0.8889,True
tt12789558,Belfast,Original Screenplay,MAN 3,male,22,2,0,1,1,0.0,False
tt12789558,Belfast,Original Screenplay,MAN 5,male,18,2,0,1,1,0.0,False
tt12789558,Belfast,Original Screenplay,MARLEY’S GHOST,female,27,4,1,2,3,0.3333,False
tt12789558,Belfast,Original Screenplay,MICKEY CLANTON,male,23,3,0,0,0,,False
tt12789558,Belfast,Original Screenplay,MINISTER,male,217,21,10,1,11,0.9091,True
tt12789558,Belfast,Original Screenplay,MISS LEWIS,female,196,16,1,0,1,1.0,False
tt12789558,Belfast,Original Screenplay,MOIRA,female,531,82,7,4,11,0.6364,True
tt12789558,Belfast,Original Screenplay,MR SINGH,male,40,10,1,0,1,1.0,False
tt12789558,Belfast,Original Screenplay,MR STEWART,male,42,9,1,0,1,1.0,False
tt12789558,Belfast,Original Screenplay,MRS FORD,female,38,9,1,0,1,1.0,False
tt12789558,Belfast,Original Screenplay,PA,male,1592,219,48,13,61,0.7869,True
tt12789558,Belfast,Original Screenplay,POLICEMAN,male,37,7,3,1,4,0.75,False
tt12789558,Belfast,Original Screenplay,POP,male,1014,104,20,7,27,0.7407,True
tt12789558,Belfast,Original Screenplay,PRIME MINISTER,male,31,4,2,0,2,1.0,False
tt12789558,Belfast,Original Screenplay,RADIO REPORTER,unknown,185,11,0,3,3,0.0,False
tt12789558,Belfast,Original Screenplay,RANSOM STODDARD/JAMES STEWART,male,22,5,0,0,0,,False
tt12789558,Belfast,Original Screenplay,SCROOGE,male,23,4,2,1,3,0.6667,False
tt12789558,Belfast,Original Screenplay,SOLDIER,male,73,11,1,0,1,1.0,False
tt12789558,Belfast,Original Screenplay,TV REPORTER,unknown,325,25,0,0,0,,False
tt12789558,Belfast,Original Screenplay,VIOLET,female,106,11,1,1,2,0.5,False
tt12789558,Belfast,Original Screenplay,WILL,male,178,27,3,1,4,0.75,False
tt28607951,Anora,Original Screenplay,ALEKS,male,144,28,9,0,9,1.0,True
tt28607951,Anora,Original Screenplay,ANI,female,2665,629,132,60,192,0.6875,True
tt28607951,Anora,Original Screenplay,CRYSTAL,female,133,35,10,1,11,0.9091,True
tt28607951,Anora,Original Screenplay,DASHA,female,18,3,1,0,1,1.0,False
tt28607951,Anora,Original Screenplay,DAWN,female,110,25,5,1,6,0.8333,True
tt28607951,Anora,Original Screenplay,DAY GUARD,male,38,10,3,0,3,1.0,False
tt28607951,Anora,Original Screenplay,DIAMOND,female,163,26,4,1,5,0.8,True
tt28607951,Anora,Original Screenplay,GALINA,female,214,37,4,1,5,0.8,True
tt28607951,Anora,Original Screenplay,GARNIK,male,547,114,13,5,18,0.7222,True
tt28607951,Anora,Original Screenplay,HOTEL MANAGER,male,34,4,0,0,0,,False
tt28607951,Anora,Original Screenplay,IGOR,male,525,128,34,6,40,0.85,True
tt28607951,Anora,Original Screenplay,IVAN,male,1026,289,54,8,62,0.871,True
tt28607951,Anora,Original Screenplay,JIMMY,male,164,40,6,0,6,1.0,True
tt28607951,Anora,Original Screenplay,JUDGE,male,62,12,1,0,1,1.0,False
tt28607951,Anora,Original Screenplay,LULU,male,69,19,1,0,1,1.0,False
tt28607951,Anora,Original Screenplay,NIKOLAI,male,38,12,1,0,1,1.0,False
tt28607951,Anora,Original Screenplay,SHARNOV,male,176,36,9,2,11,0.8182,True
tt28607951,Anora,Original Screenplay,TOM,male,71,17,4,0,4,1.0,False
tt28607951,Anora,Original Screenplay,TOROS,male,2360,501,60,27,87,0.6897,True
tt28607951,Anora,Original Screenplay,TOW TRUCK DRIVER,male,28,7,1,1,2,0.5,False
tt28607951,Anora,Original Screenplay,VERA,female,34,9,0,0,0,,False
tt0124315,The Cider House Rules,Adapted Screenplay,ANGELA,female,344,58,7,2,9,0.7778,True
tt0124315,The Cider House Rules,Adapted Screenplay,BUSTER,male,195,36,13,0,13,1.0,True
tt0124315,The Cider House Rules,Adapted Screenplay,CANDY,female,1099,209,64,14,78,0.8205,True
tt0124315,The Cider House Rules,Adapted Screenplay,CARLA,female,36,5,4,1,5,0.8,True
tt0124315,The Cider House Rules,Adapted Screenplay,COPPERFIELD,male,17,4,0,0,0,,False
tt0124315,The Cider House Rules,Adapted Screenplay,CURLY,male,78,19,7,6,13,0.5385,True
tt0124315,The Cider House Rules,Adapted Screenplay,DISTRAUGHT WOMAN,female,62,9,0,1,1,0.0,False
tt0124315,The Cider House Rules,Adapted Screenplay,DOROTHY,female,25,4,2,0,2,1.0,False
tt0124315,The Cider House Rules,Adapted Screenplay,DR. HOLTZ,male,35,6,0,0,0,,False
tt0124315,The Cider House Rules,Adapted Screenplay,EDNA,female,438,65,3,5,8,0.375,True
tt0124315,The Cider House Rules,Adapted Screenplay,FLORENCE,female,18,3,0,0,0,,False
tt0124315,The Cider House Rules,Adapted Screenplay,FUZZY,male,113,24,0,0,0,,False
tt0124315,The Cider House Rules,Adapted Screenplay,HERO,male,34,7,0,1,1,0.0,False
tt0124315,The Cider House Rules,Adapted Screenplay,HOMER,male,2392,442,146,19,165,0.8848,True
tt0124315,The Cider House Rules,Adapted Screenplay,JACK,male,96,14,3,0,3,1.0,False
tt0124315,The Cider House Rules,Adapted Screenplay,LARCH,male,2175,273,77,20,97,0.7938,True
tt0124315,The Cider House Rules,Adapted Screenplay,MAJOR WINSLOW,male,175,23,1,0,1,1.0,False
tt0124315,The Cider House Rules,Adapted Screenplay,MARY AGNES,female,115,16,4,5,9,0.4444,True
tt0124315,The Cider House Rules,Adapted Screenplay,MR. ROSE,male,1432,172,40,13,53,0.7547,True
tt0124315,The Cider House Rules,Adapted Screenplay,MRS. GOODHALL,female,104,6,2,0,2,1.0,False
tt0124315,The Cider House Rules,Adapted Screenplay,MUDDY,male,300,40,8,3,11,0.7273,True
tt0124315,The Cider House Rules,Adapted Screenplay,OLIVE,female,237,32,10,1,11,0.9091,True
tt0124315,The Cider House Rules,Adapted Screenplay,PEACHES,female,191,26,3,2,5,0.6,True
tt0124315,The Cider House Rules,Adapted Screenplay,RAY,male,116,17,4,0,4,1.0,False
tt0124315,The Cider House Rules,Adapted Screenplay,ROSE ROSE,female,350,60,17,3,20,0.85,True
tt0124315,The Cider House Rules,Adapted Screenplay,STEERFORTH,male,16,4,1,1,2,0.5,False
tt0124315,The Cider House Rules,Adapted Screenplay,TWELVE-YEAR-OLD GIRL,female,36,7,3,2,5,0.6,True
tt0124315,The Cider House Rules,Adapted Screenplay,WALLY,male,653,120,31,4,35,0.8857,True
tt0181865,Traffic,Adapted Screenplay,A.D.A. KELLY,female,102,16,4,1,5,0.8,True
tt0181865,Traffic,Adapted Screenplay,ADLER,male,197,13,0,0,0,,False
tt0181865,Traffic,Adapted Screenplay,AGENT,male,40,10,0,1,1,0.0,False
tt0181865,Traffic,Adapted Screenplay,ALEX,male,23,5,1,1,2,0.5,False
tt0181865,Traffic,Adapted Screenplay,ANNA,female,119,21,6,0,6,1.0,True
tt0181865,Traffic,Adapted Screenplay,ARNIE,male,604,79,27,4,31,0.871,True
tt0181865,Traffic,Adapted Screenplay,ART APPRAISER,male,41,7,3,0,3,1.0,False
tt0181865,Traffic,Adapted Screenplay,BARBARA,female,363,51,12,3,15,0.8,True
tt0181865,Traffic,Adapted Screenplay,CARL,male,104,20,6,0,6,1.0,True
tt0181865,Traffic,Adapted Screenplay,CARLOS,male,184,28,4,2,6,0.6667,True
tt0181865,Traffic,Adapted Screenplay,CAROLINE,female,982,115,78,8,86,0.907,True
tt0181865,Traffic,Adapted Screenplay,CASTRO,male,296,51,14,2,16,0.875,True
tt0181865,Traffic,Adapted Screenplay,CHIEF OF STAFF,male,315,23,5,0,5,1.0,True
tt0181865,Traffic,Adapted Screenplay,CLERK,male,31,5,0,0,0,,False
tt0181865,Traffic,Adapted Screenplay,CUSTOMS MATRON,female,67,7,1,0,1,1.0,False
tt0181865,Traffic,Adapted Screenplay,CUSTOMS OFFICER,male,18,3,0,0,0,,False
tt0181865,Traffic,Adapted Screenplay,DEA AGENT,male,42,7,3,0,3,1.0,False
tt0181865,Traffic,Adapted Screenplay,DRIVER,male,31,8,3,0,3,1.0,False
tt0181865,Traffic,Adapted Screenplay,ECONOMIST,male,125,6,0,0,0,,False
tt0181865,Traffic,Adapted Screenplay,ETHAN,male,56,5,0,0,0,,False
tt0181865,Traffic,Adapted Screenplay,FBI AGENT #2,male,29,8,1,0,1,1.0,False
tt0181865,Traffic,Adapted Screenplay,FRANCISCO,male,222,35,16,6,22,0.7273,True
tt0181865,Traffic,Adapted Screenplay,FRANK,male,32,4,2,1,3,0.6667,False
tt0181865,Traffic,Adapted Screenplay,FUCKED-UP BOWMAN,male,18,4,4,0,4,1.0,False
tt0181865,Traffic,Adapted Screenplay,GENERAL LANDRY,male,174,21,4,2,6,0.6667,True
tt0181865,Traffic,Adapted Screenplay,GORDON,male,421,81,6,5,11,0.5455,True
tt0181865,Traffic,Adapted Screenplay,HELENA,female,1207,174,76,20,96,0.7917,True
tt0181865,Traffic,Adapted Screenplay,HUGHES,male,91,11,1,1,2,0.5,False
tt0181865,Traffic,Adapted Screenplay,JAVIER,male,704,115,21,6,27,0.7778,True
tt0181865,Traffic,Adapted Screenplay,JOHNSON,male,73,11,0,2,2,0.0,False
tt0181865,Traffic,Adapted Screenplay,JUDGE,male,39,6,2,0,2,1.0,False
tt0181865,Traffic,Adapted Screenplay,LONNIE,male,102,12,1,0,1,1.0,False
tt0181865,Traffic,Adapted Screenplay,MAN #1,male,41,8,0,0,0,,False
tt0181865,Traffic,Adapted Screenplay,MAN #2,male,16,2,0,0,0,,False
tt0181865,Traffic,Adapted Screenplay,MANOLO,male,269,51,7,6,13,0.5385,True
tt0181865,Traffic,Adapted Screenplay,MARQUEZ,male,282,43,15,1,16,0.9375,True
tt0181865,Traffic,Adapted Screenplay,MARTY,male,174,12,12,2,14,0.8571,True
tt0181865,Traffic,Adapted Screenplay,MICHAEL,male,128,14,2,1,3,0.6667,False
tt0181865,Traffic,Adapted Screenplay,MR. RODMAN,male,66,4,1,0,1,1.0,False
tt0181865,Traffic,Adapted Screenplay,MRS. BERRY,female,21,3,2,0,2,1.0,False
tt0181865,Traffic,Adapted Screenplay,MRS. CASTRO,female,41,7,1,0,1,1.0,False
tt0181865,Traffic,Adapted Screenplay,NAN,female,74,12,2,0,2,1.0,False
tt0181865,Traffic,Adapted Screenplay,OFFICIAL,male,318,30,6,1,7,0.8571,True
tt0181865,Traffic,Adapted Screenplay,PHARMACEUTICAL LOBBYIST,male,104,5,1,0,1,1.0,False
tt0181865,Traffic,Adapted Screenplay,PRESS SECRETARY,female,26,2,0,0,0,,False
tt0181865,Traffic,Adapted Screenplay,PROSECUTOR,male,105,12,1,0,1,1.0,False
tt0181865,Traffic,Adapted Screenplay,REP FROM DEA,male,26,3,0,0,0,,False
tt0181865,Traffic,Adapted Screenplay,ROSARIO,male,85,10,3,1,4,0.75,False
tt0181865,Traffic,Adapted Screenplay,RUIZ,male,505,67,12,3,15,0.8,True
tt0181865,Traffic,Adapted Screenplay,RUSH PHILLIPS,male,107,10,0,0,0,,False
tt0181865,Traffic,Adapted Screenplay,SALAZAR,male,591,73,16,7,23,0.6957,True
tt0181865,Traffic,Adapted Screenplay,SETH,male,706,99,17,3,20,0.85,True
tt0181865,Traffic,Adapted Screenplay,SHEILA,female,64,10,6,0,6,1.0,True
tt0181865,Traffic,Adapted Screenplay,SHERIDAN,male,233,21,13,3,16,0.8125,True
tt0181865,Traffic,Adapted Screenplay,SKETCH,male,122,22,4,0,4,1.0,False
tt0181865,Traffic,Adapted Screenplay,SOCIAL WORKER,female,39,11,0,1,1,0.0,False
tt0181865,Traffic,Adapted Screenplay,SOMEBODY ELSE,male,16,4,0,1,1,0.0,False
tt0181865,Traffic,Adapted Screenplay,SPECIAL-AGENT-IN-CHARGE,male,158,16,4,1,5,0.8,True
tt0181865,Traffic,Adapted Screenplay,STAN,male,31,1,0,0,0,,False
tt0181865,Traffic,Adapted Screenplay,STEWIE,male,39,9,0,0,0,,False
tt0181865,Traffic,Adapted Screenplay,STRANGE MAN,male,66,7,0,0,0,,False
tt0181865,Traffic,Adapted Screenplay,STREET DEALER,male,29,7,0,0,0,,False
tt0181865,Traffic,Adapted Screenplay,TIM,male,59,6,0,0,0,,False
tt0181865,Traffic,Adapted Screenplay,TORTURER,male,56,7,0,0,0,,False
tt0181865,Traffic,Adapted Screenplay,TOURIST MAN,male,19,3,1,1,2,0.5,False
tt0181865,Traffic,Adapted Screenplay,TOURIST WOMAN,female,61,11,1,0,1,1.0,False
tt0181865,Traffic,Adapted Screenplay,UNDERSECRETARY,male,96,5,0,1,1,0.0,False
tt0181865,Traffic,Adapted Screenplay,VANESSA,female,30,9,1,1,2,0.5,False
tt0181865,Traffic,Adapted Screenplay,VOICE,unknown,27,6,0,0,0,,False
tt0268978,A Beautiful Mind,Adapted Screenplay,ALICIA,female,1329,261,54,12,66,0.8182,True
tt0268978,A Beautiful Mind,Adapted Screenplay,BECKY,female,16,3,0,0,0,,False
tt0268978,A Beautiful Mind,Adapted Screenplay,CAPTAIN,male,20,5,0,0,0,,False
tt0268978,A Beautiful Mind,Adapted Screenplay,CHARLES,male,450,80,9,4,13,0.6923,True
tt0268978,A Beautiful Mind,Adapted Screenplay,FOX,male,350,72,8,2,10,0.8,True
tt0268978,A Beautiful Mind,Adapted Screenplay,GENERAL,male,40,8,1,1,2,0.5,False
tt0268978,A Beautiful Mind,Adapted Screenplay,HORNER,male,154,34,1,1,2,0.5,False
tt0268978,A Beautiful Mind,Adapted Screenplay,KUHN,male,47,7,2,0,2,1.0,False
tt0268978,A Beautiful Mind,Adapted Screenplay,MARCEE,female,69,11,5,2,7,0.7143,True
tt0268978,A Beautiful Mind,Adapted Screenplay,MILNOR,male,432,83,13,4,17,0.7647,True
tt0268978,A Beautiful Mind,Adapted Screenplay,NASH,male,3153,592,176,41,217,0.8111,True
tt0268978,A Beautiful Mind,Adapted Screenplay,PARCHER,male,1088,188,23,10,33,0.697,True
tt0268978,A Beautiful Mind,Adapted Screenplay,PROFESSOR,male,22,7,1,0,1,1.0,False
tt0268978,A Beautiful Mind,Adapted Screenplay,ROSEN,male,752,105,21,6,27,0.7778,True
tt0268978,A Beautiful Mind,Adapted Screenplay,SHAPELY,female,75,15,0,0,0,,False
tt0268978,A Beautiful Mind,Adapted Screenplay,STUDENT,male,90,18,2,0,2,1.0,False
tt0268978,A Beautiful Mind,Adapted Screenplay,VAN NEUMANN,male,301,48,4,0,4,1.0,False
tt0268978,A Beautiful Mind,Adapted Screenplay,ZWEIFEL,male,256,54,1,0,1,1.0,False
tt0253474,The Pianist,Adapted Screenplay,2ND POLISH OFFICER,male,17,3,0,0,0,,False
tt0253474,The Pianist,Adapted Screenplay,A GERMAN VOICE,male,19,8,0,0,0,,False
tt0253474,The Pianist,Adapted Screenplay,A MAN'S VOICE,male,22,4,1,1,2,0.5,False
tt0253474,The Pianist,Adapted Screenplay,ALL WORKERS,male,54,8,0,0,0,,False
tt0253474,The Pianist,Adapted Screenplay,BARTCZAK,male,19,2,2,0,2,1.0,False
tt0253474,The Pianist,Adapted Screenplay,BENEK,male,78,16,2,0,2,1.0,False
tt0253474,The Pianist,Adapted Screenplay,BOGUCKI,male,70,13,0,0,0,,False
tt0253474,The Pianist,Adapted Screenplay,DOCTOR,male,32,7,1,0,1,1.0,False
tt0253474,The Pianist,Adapted Screenplay,DOROTA,female,284,52,15,2,17,0.8824,True
tt0253474,The Pianist,Adapted Screenplay,DR. EHRLICH,male,102,11,3,4,7,0.4286,True
tt0253474,The Pianist,Adapted Screenplay,FATHER,male,420,58,12,2,14,0.8571,True
tt0253474,The Pianist,Adapted Screenplay,GEBCZYNSKI,male,163,23,5,2,7,0.7143,True
tt0253474,The Pianist,Adapted Screenplay,GERMAN OFFICER,male,17,4,0,0,0,,False
tt0253474,The Pianist,Adapted Screenplay,GRUN,male,82,11,0,2,2,0.0,False
tt0253474,The Pianist,Adapted Screenplay,HALINA,female,209,27,2,1,3,0.6667,False
tt0253474,The Pianist,Adapted Screenplay,HENRYK,male,638,87,14,10,24,0.5833,True
tt0253474,The Pianist,Adapted Screenplay,JANINA,female,85,20,2,0,2,1.0,False
tt0253474,The Pianist,Adapted Screenplay,JEHUDA,male,360,57,9,3,12,0.75,True
tt0253474,The Pianist,Adapted Screenplay,JEWISH POLICEMAN #1,male,17,3,0,0,0,,False
tt0253474,The Pianist,Adapted Screenplay,JUREK,male,64,7,2,0,2,1.0,False
tt0253474,The Pianist,Adapted Screenplay,KITTY,female,91,21,2,1,3,0.6667,False
tt0253474,The Pianist,Adapted Screenplay,LEDNICKI,male,93,16,9,1,10,0.9,True
tt0253474,The Pianist,Adapted Screenplay,MAJOREK,male,219,38,5,1,6,0.8333,True
tt0253474,The Pianist,Adapted Screenplay,MICHAL,male,151,26,6,0,6,1.0,True
tt0253474,The Pianist,Adapted Screenplay,MOTHER,female,183,34,8,0,8,1.0,True
tt0253474,The Pianist,Adapted Screenplay,MR LIPA,male,94,16,4,0,4,1.0,False
tt0253474,The Pianist,Adapted Screenplay,NCO,male,25,7,0,0,0,,False
tt0253474,The Pianist,Adapted Screenplay,PUPPYDOG'S VOICE,male,41,9,5,0,5,1.0,True
tt0253474,The Pianist,Adapted Screenplay,RADIO ANNOUNCER,male,50,11,0,0,0,,False
tt0253474,The Pianist,Adapted Screenplay,REGINA,female,158,23,1,0,1,1.0,False
tt0253474,The Pianist,Adapted Screenplay,RUBINSTEIN,male,27,5,1,0,1,1.0,False
tt0253474,The Pianist,Adapted Screenplay,SS CAPTAIN,male,131,9,2,0,2,1.0,False
tt0253474,The Pianist,Adapted Screenplay,SS LIEUTENANT,male,40,7,2,1,3,0.6667,False
tt0253474,The Pianist,Adapted Screenplay,SS LIEUTENANT'S VOICE,male,18,2,0,0,0,,False
tt0253474,The Pianist,Adapted Screenplay,SZALAS,male,128,28,6,1,7,0.8571,True
tt0253474,The Pianist,Adapted Screenplay,SZPILMAN,male,1049,213,73,15,88,0.8295,True
tt0253474,The Pianist,Adapted Screenplay,THE ELDERLY MAN,male,25,4,1,0,1,1.0,False
tt0253474,The Pianist,Adapted Screenplay,THE FEATHER WOMAN,female,82,9,0,3,3,0.0,False
tt0253474,The Pianist,Adapted Screenplay,THE GERMAN CAPTAIN,male,158,37,5,3,8,0.625,True
tt0253474,The Pianist,Adapted Screenplay,THE NERVOUS MAN,male,62,6,4,1,5,0.8,True
tt0253474,The Pianist,Adapted Screenplay,THE YOUNG WOMAN,female,46,10,8,0,8,1.0,True
tt0253474,The Pianist,Adapted Screenplay,WOMAN WITH CHILD,female,21,2,1,0,1,1.0,False
tt0253474,The Pianist,Adapted Screenplay,ZICK-ZACK,male,59,19,1,0,1,1.0,False
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,ARAGORN,male,493,70,12,7,19,0.6316,True
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,ARWEN,female,127,14,6,2,8,0.75,True
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,BILBO,male,54,10,5,1,6,0.8333,True
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,DENETHOR,male,351,37,9,6,15,0.6,True
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,ELROND,male,261,27,5,2,7,0.7143,True
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,FARAMIR,male,125,19,4,1,5,0.8,True
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,FRODO,male,593,104,22,9,31,0.7097,True
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,GALADRIEL,female,65,6,1,0,1,1.0,False
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,GAMLING,male,25,5,0,0,0,,False
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,GANDALF,male,1032,149,4,1,5,0.8,True
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,GIMLI,male,195,29,4,2,6,0.6667,True
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,GOLLUM,male,416,90,1,2,3,0.3333,False
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,GORBAG,male,60,7,2,0,2,1.0,False
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,GOTHMOG,male,58,14,0,0,0,,False
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,HEAD ORC,male,16,3,0,0,0,,False
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,IORLAS,male,25,4,0,0,0,,False
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,KING OF THE DEAD,male,41,3,0,2,2,0.0,False
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,LEGOLAS,male,143,17,0,0,0,,False
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,MERRY,male,228,36,6,2,8,0.75,True
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,PIPPIN,male,445,76,19,8,27,0.7037,True
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,SAM,male,721,153,28,6,34,0.8235,True
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,SHAGRAT,male,64,9,1,1,2,0.5,False
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,SMÉAGOL,male,244,48,0,8,8,0.0,True
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,THÉODEN,male,421,57,9,4,13,0.6923,True
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,TREEBEARD,male,51,8,2,0,2,1.0,False
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,WITCH KING,male,41,7,1,1,2,0.5,False
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,ÉOMER,male,76,9,1,0,1,1.0,False
tt0167260,The Lord of the Rings: The Return of the King,Adapted Screenplay,ÉOWYN,female,161,25,3,2,5,0.6,True
tt0375063,Sideways,Adapted Screenplay,14-YEAR-OLD BOY,male,93,8,5,0,5,1.0,True
tt0375063,Sideways,Adapted Screenplay,CAMMI,female,104,23,7,2,9,0.7778,True
tt0375063,Sideways,Adapted Screenplay,CARYL,female,58,4,3,0,3,1.0,False
tt0375063,Sideways,Adapted Screenplay,CHRISTINE,female,142,19,5,2,7,0.7143,True
tt0375063,Sideways,Adapted Screenplay,EVELYN,female,177,22,9,1,10,0.9,True
tt0375063,Sideways,Adapted Screenplay,GARY,male,97,21,2,0,2,1.0,False
tt0375063,Sideways,Adapted Screenplay,GAS STATION ATTENDANT,male,34,6,0,0,0,,False
tt0375063,Sideways,Adapted Screenplay,JACK,male,4557,851,209,44,253,0.8261,True
tt0375063,Sideways,Adapted Screenplay,KEN,male,16,4,1,0,1,1.0,False
tt0375063,Sideways,Adapted Screenplay,MAN,male,45,8,4,0,4,1.0,False
tt0375063,Sideways,Adapted Screenplay,MAYA,female,1063,171,54,6,60,0.9,True
tt0375063,Sideways,Adapted Screenplay,MILES,male,4601,814,183,39,222,0.8243,True
tt0375063,Sideways,Adapted Screenplay,MR. ERGANIAN,male,55,5,2,0,2,1.0,False
tt0375063,Sideways,Adapted Screenplay,MRS. ERGANIAN,female,27,5,0,1,1,0.0,False
tt0375063,Sideways,Adapted Screenplay,PHYLLIS,female,411,56,17,3,20,0.85,True
tt0375063,Sideways,Adapted Screenplay,POLISH VOICE,male,34,5,1,0,1,1.0,False
tt0375063,Sideways,Adapted Screenplay,POURER,female,43,8,0,0,0,,False
tt0375063,Sideways,Adapted Screenplay,RAUL,male,22,3,0,0,0,,False
tt0375063,Sideways,Adapted Screenplay,STEPHANIE,female,272,63,12,5,17,0.7059,True
tt0375063,Sideways,Adapted Screenplay,VICTORIA,female,105,25,6,1,7,0.8571,True
tt0375063,Sideways,Adapted Screenplay,WAITER,male,46,4,0,0,0,,False
tt0375063,Sideways,Adapted Screenplay,WAITRESS,female,20,5,2,0,2,1.0,False
tt0388795,Brokeback Mountain,Adapted Screenplay,ALMA,female,493,61,15,2,17,0.8824,True
tt0388795,Brokeback Mountain,Adapted Screenplay,ALMA JR.,female,33,7,0,0,0,,False
tt0388795,Brokeback Mountain,Adapted Screenplay,ANNOUNCER,male,36,1,0,1,1,0.0,False
tt0388795,Brokeback Mountain,Adapted Screenplay,BARTENDER,male,40,9,2,0,2,1.0,False
tt0388795,Brokeback Mountain,Adapted Screenplay,BASQUE,male,57,9,0,0,0,,False
tt0388795,Brokeback Mountain,Adapted Screenplay,CASSIE,female,167,29,5,2,7,0.7143,True
tt0388795,Brokeback Mountain,Adapted Screenplay,ENNIS,male,1880,259,75,13,88,0.8523,True
tt0388795,Brokeback Mountain,Adapted Screenplay,JACK,male,1860,231,44,17,61,0.7213,True
tt0388795,Brokeback Mountain,Adapted Screenplay,JACK'S MOTHER,female,83,8,0,1,1,0.0,False
tt0388795,Brokeback Mountain,Adapted Screenplay,JIMBO,male,43,4,1,0,1,1.0,False
tt0388795,Brokeback Mountain,Adapted Screenplay,JOE AGUIRRE,male,255,27,4,0,4,1.0,False
tt0388795,Brokeback Mountain,Adapted Screenplay,JOHN TWIST,male,137,8,0,0,0,,False
tt0388795,Brokeback Mountain,Adapted Screenplay,JR.,female,43,7,1,0,1,1.0,False
tt0388795,Brokeback Mountain,Adapted Screenplay,LASHAWN,female,147,8,5,2,7,0.7143,True
tt0388795,Brokeback Mountain,Adapted Screenplay,LINDA HIGGINS,female,20,3,0,0,0,,False
tt0388795,Brokeback Mountain,Adapted Screenplay,LUREEN,female,312,36,8,0,8,1.0,True
tt0388795,Brokeback Mountain,Adapted Screenplay,MONROE,male,42,10,2,0,2,1.0,False
tt0388795,Brokeback Mountain,Adapted Screenplay,OLD MAN,male,99,12,0,0,0,,False
tt0388795,Brokeback Mountain,Adapted Screenplay,PHILLIPS,male,81,9,0,0,0,,False
tt0388795,Brokeback Mountain,Adapted Screenplay,RANDALL,male,73,11,3,0,3,1.0,False
tt0388795,Brokeback Mountain,Adapted Screenplay,ROAD BOSS,male,16,2,0,0,0,,False
tt0388795,Brokeback Mountain,Adapted Screenplay,SECOND ROUGHNECK,male,16,3,0,0,0,,False
tt0388795,Brokeback Mountain,Adapted Screenplay,TIMMY,male,54,5,3,2,5,0.6,True
tt0388795,Brokeback Mountain,Adapted Screenplay,WAITRESS,female,35,6,0,0,0,,False
tt0407887,The Departed,Adapted Screenplay,BANKROBBER,male,92,14,11,2,13,0.8462,True
tt0407887,The Departed,Adapted Screenplay,BARRIGAN,male,111,22,4,2,6,0.6667,True
tt0407887,The Departed,Adapted Screenplay,BILLY,male,2464,430,125,35,160,0.7812,True
tt0407887,The Departed,Adapted Screenplay,BILLY'S AUNT,female,20,4,1,0,1,1.0,False
tt0407887,The Departed,Adapted Screenplay,BOOKIE,male,28,4,3,0,3,1.0,False
tt0407887,The Departed,Adapted Screenplay,BROWN,male,188,29,2,1,3,0.6667,False
tt0407887,The Departed,Adapted Screenplay,CAMERA COP,male,16,1,1,0,1,1.0,False
tt0407887,The Departed,Adapted Screenplay,CAMERA GEEK COP,male,20,4,0,0,0,,False
