character,dialog
LIONEL,I can cure your husband. But for my method to work there must be trust and total equality in the safety of my consultation room. No exceptions.
ELIZABETH,"Well then, in that case..."
ELIZABETH,When can you start?
LIONEL,Still sounds a bit rough.
LAURIE,"You make me drive too slowly, Dad!"
LIONEL,Did you pick mum up from Bridge?
LAURIE,"Yes, I’ve hardly been out of the car all day."
LIONEL,I had a special visitor today.
ANTONY,May I be excused?
MYRTLE,Oh yes?
LIONEL,"You must stay, bored stupid, listening to your parents’ inane conversation."
ANTONY,"Thanks, dad!"
LIONEL,And mum.
ANTONY,And mum!
MYRTLE,How special is special?
LAURIE,Me too?
LIONEL,A girl?
LAURIE,What else?
MYRTLE,We are operating under the strictest of confidences.
LIONEL,Special to the point of someone I can’t really talk about. Doctor? Doctor? You can go as well.
VALENTINE,I’m fine.
MYRTLE,Not too high and mighty I hope?
LIONEL,Aah.
MYRTLE,Not someone who’d...call attention? Why bring it up if you can’t talk about it?
LIONEL,"Myrtle, just a woman looking to help her husband."
LIONEL,And I had a ‘call’.
MYRTLE,Oh yes.
VALENTINE,"What’s the Illiotibial Tract, Dad?"
LIONEL,"If you don’t know, look it up."
VALENTINE,Right.
LIONEL,Could be fun.
MYRTLE,It always is.
LIONEL,They’re a highly regarded group. From Putney.
MYRTLE,I’m sure you’ll be splendid.
ELIZABETH,"Tomorrow, Chapter IV."
ELIZABETH,‘The Flight’.
BERTIE,"Oh, to fly away!"
BERTIE,Weren’t they lucky!
MARGARET ROSE,Now Papa tell a story!
BERTIE,Could I be a penguin instead?
MARGARET ROSE,"Tell me a penguin story, please."
BERTIE,"There were once two princesses whose Papa had been turned into a penguin by the local witch. This was inconvenient because he loved to hold his princesses in his arms and you can’t do that if you’re a penguin, you have wings like herrings."
MARGARET ROSE,Herrings don’t have wings.
BERTIE,His wings were the shape of herrings. To make matters worse she sent him to the South Pole which is an awfully long walk if you can’t fly.
LILIBET,You can’t walk from the South Pole!
ELIZABETH,"Exactly. When he reached the water and dived in he found he could fly. Fly through the depths. So fast, in fact, that he was in Southampton Waters by lunchtime. From there he caught the 2.30 to Weybridge, changed at Clapham Junction and asked a passing Mallard the way to Buckingham Palace. He swam up the Thames and came out of a plughole, giving Mama, the cook and Mrs Whittaker quite a shock."
BERTIE,"The princesses heard the commotion and hurried to the kitchen where they gave the penguin a good scrub, a mackerel and a kiss. And as they kissed him guess what he turned into?"
LILIBET,A handsome prince!
BERTIE,A short-tailed Albatross. With wings big enough to wrap around both his precious girls together.
ELIZABETH,Now time for bed.
BERTIE,"Take the saddles of your horsies, brush them, feed them and to bed."
ELIZABETH,Will she be there?
BERTIE,My brother’s insisting.
ELIZABETH,Is he serious?
BERTIE,About our coming to dinner?
ELIZABETH,No. About her!
BERTIE,A married American? He can’t be.
ELIZABETH,She can. By the way I think I found someone rather interesting. On Harley Street. A doctor.
BERTIE,Out of the question. I’m not having this conversation again. The matter’s settled.
ELIZABETH,His approach seems rather different....
LIONEL,Now?
DIRECTOR,Now!
LIONEL,“Now...” “Now is the winter of our discontent Made glorious summer by this sun of York.”
LIONEL,“And all the clouds that lour’d upon our house In the deep bosom of the ocean buried. Now are our brows bound with victorious wreaths; Our bruised arms hung up for monuments...”
DIRECTOR,Thank you.
DIRECTOR,"Lovely diction, Mr..."
LIONEL,Logue. Lionel Logue.
DIRECTOR,"Well, Lionel, I didn’t hear the cries of a deformed creature yearning to be King. Nor did I realize Richard the Third was King of the Colonies."
LIONEL,I know the lines. I’ve played the role before.
DIRECTOR,Sydney?
LIONEL,Perth.
DIRECTOR,"Major theater town, is it?"
LIONEL,Enthusiastic.
DIRECTOR,Ah.
LIONEL,I was well reviewed.
DIRECTOR,"Yes...well...Lionel, I think our dramatic society is looking for someone slightly younger and a little more regal."
ELIZABETH,"No, darling, shut that one first."
BERTIE,How did you find this...physician?
ELIZABETH,"Classifieds, next to “French model, Shepherd’s Market”."
ELIZABETH,"He comes highly recommended. Charges substantial fees in order to help the poor.   Oh dear, perhaps he’s a Bolshevik?!"
ELIZABETH,No receptionist. He likes to keep things simple.
ELIZABETH,The Johnsons.
LIONEL,Finishing up.
WILLY,"You can go in now, “Mr. Johnson”. Dr Logue says..."
LIONEL,Lionel!
WILLY,"Lionel says...wait here if you wish, Mrs Johnson. Or, it being a p- pleasant day, p-perhaps take a stroll. Was that alright...Lionel?"
LIONEL,"Bloody marvellous. You can stay here and wait for your mum. Mr. Johnson, do come in."
LIONEL,"He’s a good lad, Willy. He could hardly make a sound, you know, when he first came to me."
LIONEL,"My boys made those. Good, aren’t they. Please, make yourself comfortable."
LIONEL,I was told not not to sit too close.
LIONEL,"I was also told, speaking with a Royal, one waits for the Royal to choose the topic."
BERTIE,Waiting for me to commence a conversation one can wait a rather long wait
LIONEL,Know any jokes?
BERTIE,Timing isn’t my strong suit.
LIONEL,Cuppa tea?
BERTIE,No thank you.
LIONEL,I think I’ll have one.
BERTIE,Aren’t you going to start treating me Dr Logue?
LIONEL,"Only if you’re interested in being treated. Please, call me Lionel."
BERTIE,I prefer Doctor.
LIONEL,I prefer Lionel. What’ll I call you?
BERTIE,"Your Royal Highness, then Sir after that."
LIONEL,A bit formal for here. What about your name?
BERTIE,Prince Albert Frederick Arthur George?
LIONEL,How about Bertie?
BERTIE,Only my family uses that.
LIONEL,"Perfect. In here, it’s better if we’re equals."
BERTIE,If we were equal I wouldn’t be here. I’d be at home with my wife and no-one would give a damn
LIONEL,Don’t do that.
BERTIE,I’m sorry?
LIONEL,Sucking smoke into your lungs will kill you.
BERTIE,My physicians say it relaxes the throat.
LIONEL,They’re idiots.
BERTIE,They’ve all been knighted.
LIONEL,"Makes it official then. My ‘castle’, my rules. What was your earliest memory?"
BERTIE,What an earth do you mean?
LIONEL,First recollection.
BERTIE,I’m not here to discuss personal matters.
LIONEL,Why’re you here then?
BERTIE,Because I bloody well stammer!
LIONEL,Temper.
BERTIE,One of my many faults.
LIONEL,When did the defect start?
BERTIE,I’ve always been this way!
LIONEL,I doubt that.
BERTIE,Don’t tell me! It’s my defect!
LIONEL,"It’s my field. I assure you, no infant starts to speak with a stammer. When did it start?"
BERTIE,Four or five.
LIONEL,That’s typical.
BERTIE,So I’ve been told. I can’t remember not doing it.
LIONEL,That I believe. Do you hesitate when you think?
BERTIE,Don’t be ridiculous.
LIONEL,One of my many faults. How about when you talk to yourself?
LIONEL,"Everyone natters occasionally, Bertie."
BERTIE,Stop calling me that!
LIONEL,I’m not going to call you anything else.
BERTIE,Then we shan’t speak!
BERTIE,"Are you charging for this, Doctor?"
LIONEL,"A fortune. So, Bertie...when you talk to yourself, do you stammer?"
BERTIE,Of course not!
LIONEL,Thus proving your impediment isn’t a permanent part of you. What do you think was the cause?
BERTIE,I don’t know! I don’t care! I stammer. And no one can fix it.
LIONEL,"Bet you, Bertie, you can read flawlessly, right here, right now."
LIONEL,"And if I win, I get to ask questions."
BERTIE,And if I win?
LIONEL,You don’t have to answer.
BERTIE,One usually wagers money.
LIONEL,A bob each to sweeten it? See your shilling.
BERTIE,I don’t carry cash.
LIONEL,I had a funny feeling you mightn’t. Stake you. Pay me back next time.
BERTIE,Stake you. Pay me back next time.
BERTIE,If there is a next time.
LIONEL,I haven’t agreed to take you on.
BERTIE,I can’t possibly read this.
LIONEL,Then you owe me a shilling for not trying.
BERTIE,"“To be or not to be, That is the question. Whether it is wiser...” There! I can’t read!"
LIONEL,I haven’t finished yet.
LIONEL,I’m going to record your voice and then play it back to you on the same machine. This is brilliant. It’s the latest thing from America: a Silvertone.
LIONEL,"There’s a bob in this, mate. You can go home rich!"
BERTIE,You’re playing music.
LIONEL,I know.
BERTIE,How can I hear what I’m saying?!
LIONEL,Surely a Prince’s brain knows what its mouth is doing?
BERTIE,"You’re not well acquainted with Royal Princes, are you?"
BERTIE,Hopeless. Hopeless!
LIONEL,You were sublime. Would I lie to a prince of the realm to win twelve- pence?
BERTIE,I’ve no idea what an Australian might do for that sort of money.
LIONEL,Shall I play it?
BERTIE,No.
LIONEL,"If you prefer, we’ll just get on to the questions."
BERTIE,"Thank you Doctor, I don’t feel this is for me."
LIONEL,Sir? The recording is free. Please keep it as a souvenir?
BERTIE,No
ELIZABETH,Ah well.
KING GEORGE V,"For the present, the work to which we are all equally bound, is to arrive at a reasoned tranquillity..."
KING GEORGE V,"within our borders, to regain  prosperity in this time of depression without self-seeking and to carry with us those whom the burden of past years has disheartened or overborne. To all, to each, I wish a Happy Christmas.  God bless you."
KING GEORGE V,Easy when you know how.
PHOTOGRAPHER,Sir?
KING GEORGE V,Have a go yourself.
WOOD,"Congratulations, Sir."
KING GEORGE V,"Ah, Mr Wood. Splendid fellow. Chap taught me everything I know: let the microphone do the work."
WOOD,Sir.
KING GEORGE V,Thank you.
KING GEORGE V,"Sit up, straight back, face boldly up to the bloody thing and stare it square in the eye, as you would any decent Englishman. Show who’s in command."
BERTIE,D-d-don’t thu-thu-think I c-c-can.
KING GEORGE V,"This devilish device will change everything if you won’t. In the past all a King had to do was look respectable in uniform and not fall off his horse. Now we must invade people’s homes and ingratiate ourselves with them. This family is reduced to those lowest, basest of all creatures...we’ve become...actors!"
BERTIE,"Papa, we’re not a family, we’re a firm."
KING GEORGE V,The most successful institution in history. Our cousins wear crowns throughout Europe. A dozen of them! Sitting on thrones is our business! Yet any moment some of us may be out of work. Your darling brother... The only wife he appears interested in is invariably the wife of another!
BERTIE,He’s broken off with Lady Furness.
KING GEORGE V,"And taken up a Mrs Simpson, a woman with two husbands living! Had the audacity to present her to me at Georgie’s wedding. I told him straight no divorced person could ever be received at court. He said she made him sublimely happy. I imagined that was because she was sleeping with him. “I give you my word we’ve never had immoral relations,” he replied. Stared square into his father’s eyes... and lied."
KING GEORGE V,"When I’m dead that boy will ruin himself, this family, and this nation, within twelve months.When I’m dead that boy will ruin himself, this family, and this nation, within twelve months. Who’ll pick up the pieces? Herr Hitler, intimidating half of Europe, Marshall Stalin the other half? Who’ll stand between us, the jackboots, and the proletarian abyss? You? With your older brother shirking his duties, you’re going to have to do a lot more of this. Have a go yourself"
BERTIE,Through one of the m-
KING GEORGE V,Get it out boy!
BERTIE,m-marvels of m-
KING GEORGE V,Modern - just take your time - form your words carefully
BERTIE,"Science, I am enabled, this"
KING GEORGE V,Relax! Just try it!
BERTIE,"...this Christmas Day, to speak to all my p-"
BERTIE,Lying bastard.
BERTIE,"“To be, or not to be, - that is the question: -"
BERTIE,"“...whether tis nobler in the mind to suffer The slings and arrows of outrageous fortune, Or to take arms against a sea of troubles, And by opposing end them..”"
BERTIE,Strictly  business. No personal nonsense.
ELIZABETH,I thought I’d made that very clear in our interview.
LIONEL,Got the shilling you owe me?
BERTIE,No I don’t!
LIONEL,Didn’t think so.
BERTIE,"Besides, you tricked me!"
LIONEL,"No, I showed you what you can do. What you’re asking will only deal with the surface of the problem."
ELIZABETH,That’s sufficient. My husband has difficulties with his speech. Just deal with that.
BERTIE,"I’m willing to work hard, Doctor Logue..."
LIONEL,Lionel.
BERTIE,Are you willing to do your part?
LIONEL,Alright. You want mechanics? We need to relax your throat muscles and strengthen your tongue. By repeating tongue twisters for example. “I am a thistle-sifter. I have a sieve of sifted thistles and a sieve of unsifted thistles. Because I am a thistle sifter.”
BERTIE,Fine
LIONEL,"You have a flabby tummy, we must build up the strength in your diaphragm. Simple mechanics."
ELIZABETH,That is all we ask.
LIONEL,And that’s about a shilling’s worth.
BERTIE,"Forget about the blessed shilling! Perhaps, upon occasion, I shall request some assistance in coping with a minor event. Will that be agreeable?"
LIONEL,Of course
ELIZABETH,That will be the full extent of your services.
BERTIE,Shall I see you next week?
LIONEL,I shall see you every day.
LIONEL,"Hum for as long as you like. Hmmmmmmmmmm. And when you’re ready, “Mother”."
BERTIE,Hmmmmmmmmmmmmmother.
LIONEL,Beaut.
LIONEL,A simple outward breath. “FFFFF” Wait for the “aa”. “FFFFFather”. Just slide into it
BERTIE,FFFFFFFFFFFFather.
LIONEL,Feel the loosening of the jaw
BERTIE,Ahahahahhahahahahahahahahahahahah.
LIONEL,Ahahahahhahahahahahahahahahahahah.
LIONEL,Deep breath. Expand your chest...lift your diaphragm...allow the column of air into your stomach...How do you feel?
BERTIE,Full of hot air
LIONEL,Isn’t that what public speaking is all about?
BERTIE,I will never get that.
LIONEL,"Yes you can, come on, come on."
LIONEL,Deep breath. Hold.
LIONEL,"Now Ma’am, while you are here, you could again be of great assistance. If you’d kindly sit on your husband’s stomach."
ELIZABETH,Oh yes?
LIONEL,Elizabeth
ELIZABETH,"Are you alright, Bertie?"
LIONEL,"Now exhale slowly...can you feel that resistance, Bertie? Down goes your Royal Highness...inhale slowly...and...up comes your Royal Highness. Exhale and down. Yes. Inhale and up. You get the idea."
ELIZABETH,"This is actually quite good fun, Bertie."
LIONEL,"Do it at home. Doesn’t have to be you, of course, but I thought he’d prefer you to one of the staff."
LIONEL,"Move, rock back and forth on the balls of your feet, keep the movement continuous and flowing."
LIONEL,"I want you to release the five vowel sounds, each to last no less than 15 seconds."
BERTIE,Aaaaaaaaaaaaaaaaaaaaaaa…
LIONEL,"Let’s connect the toned diaphragm with your relaxed throat. Ma’am, would you be so kind as to be the timekeeper?"
BERTIE,....aaaaaaaaaaaaaaaaaaaaaaa.....
LIONEL,Anyone who can vibrate loudly in full view of the world can learn to give a speech.
ELIZABETH,"That’s right, Bertie. Now Eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee..."
LIONEL,Eeeeeeeeeeeeeeeeeeeee.....
BERTIE,Eeeeeeeeeeeeeeeeeeeee.....
BERTIE,I assure you that my wife and I...
BERTIE,...ar-ar-are glad to vis-vis- visit...
BERTIE,...are glad to visit this important manufacturing district and see for ourselves one or two of the industries which have made it famous...
DAVID,"Hello, Bertie. Been waiting long?"
BERTIE,Where’ve you been?
DAVID,Been busy.
BERTIE,So was I. Elizabeth has pneumonia.
DAVID,I’m sorry. She’ll recover.
BERTIE,Father won’t.
DAVID,I’ll drive.
DAVID,Old bugger’s doing this on purpose.
BERTIE,Dying?
DAVID,Departing prematurely to complicate matters.
BERTIE,"Oh for heaven’s sake, David. You know how long he’s been ill."
DAVID,Wallis explained. She’s terribly clever.
LORD WIGRAM,"... whereas by letters patent under the Great Seal, bearing date of Westminster, the eleventh June 1912 his Majesty King George V did constitute, order and declare that there should be a guardian, Custos Regni, in the form of Councillors of State."
LORD WIGRAM,"It’s the order of the Council for the State, Sir. So we may act on your behalf."
KING GEORGE V,I’m still confused...
LORD WIGRAM,Approved.
KING GEORGE V,Thank you.
NURSE,Feeling a little better Sir?
KING GEORGE V,No. I’m not feeling any better. I feel dreadful.
QUEEN MARY,"No, George."
DAVID,"I’m on with Wallis! I know, darling, a talk, even a lovely long talk, is a poor substitute for holding tight and making drowsy. Nor making our own drowsies either, as we’ve had to do far too often lately. Wallis misses me terribly."
BERTIE,Mother says you’re late for dinner.
DAVID,She forgets Papa’s bloody clocks were always half an hour fast!
DAVID,How is my father? I hope he is not in pain.
LORD DAWSON,"No, no, he’s quieter now."
QUEEN MARY,"If your father were well, tardiness would not be tolerated. None of this..unpleasantness would be tolerated"
COSMO LANG,"You know Sir, I appreciate that you are different from your father in your outlook and temperament. I want you to know that whenever the  King questioned your conduct, I tried in your interest to present it in a most favourable light."
DAVID,I can always trust you to have my best interests at heart.
QUEEN MARY,"All my children, at the same table."
GEORGE,"Yes, Mama"
QUEEN MARY,It seems our vigil will not be of long duration.
COSMO LANG,"We commend our brother George to the mercy of God, our Maker and Redeemer."
QUEEN MARY,Long live the King.
DAVID,I hope I will make good as he has made good.
BERTIE,What on earth was that?
DAVID,Poor Wallis. Now I’m trapped!
ANTONY,Dad?
LIONEL,What?
ANTONY,"Time for a Shake, dad?"
LIONEL,You sure? Allright put your thinking caps on.
VALENTINE,"Go on, Dad."
ANTONY,Bet its the Scottish Play.
VALENTINE,"No, I bet it’s Othello. It’s alwaysOthello."
LIONEL,Art thou afeard?”
VALENTINE,Caliban!
LIONEL,Oh! For heaven’s sake.. that was a lucky guess!
ANTONY,"Don’t listen to egghead. Go on, Dad."
LIONEL,"“Be not afeard; the isle is full of noises, Sounds and sweet airs, that give delight, and hurt not. Sometimes a thousand twanging instruments Will hum about mine ears; and sometimes voices, That, if then I had waked after long sleep, Will make me sleep again:”  Alright, clever clogs, what comes next?"
VALENTINE,"and then, in dreaming, The clouds methought would open, and show riches Ready to drop upon me; that...”"
LIONEL,"when I waked, I cried to dream again.” It’s such a sad thought"
LIONEL,"Next patient must be early. You better go lads, I’m sorry. Won’t be a moment, Clifford."
LIONEL,"Bertie, they told me not to expect you. Sorry about your father."
BERTIE,I don’t wish to intrude.. May I?
LIONEL,Of course. Please come in.
BERTIE,I’ve been practising. One hour a day. In spite of everything. What’s going on there?
LIONEL,"I was, sorry, mucking around with my kids."
LIONEL,Do you feel like working today?
BERTIE,A Curtis bi-plane.
LIONEL,I’ll put on some hot milk.
BERTIE,"Logue, I’d kill for something stronger."
LIONEL,I wasn’t there for my father’s death. Still makes me sad.
BERTIE,I can imagine so.
BERTIE,What did you father do?
LIONEL,A brewer.
BERTIE,Oh.
LIONEL,Here’s to the memory of your father.
BERTIE,"I was informed, after the fact, my father’s last words were: “Bertie has more guts than the rest of his brothers puttogether.” He couldn’t say that to my face."
BERTIE,My brother. That’s why I’m here.
LIONEL,What’s he done?
BERTIE,Can’t say. I can’t puh-puh-puh…
LIONEL,Try singing it.
BERTIE,Pardon?
LIONEL,Know any songs?
BERTIE,Songs?
LIONEL,Yes songs.
BERTIE,“Swanee River”.
LIONEL,I love that song.
BERTIE,Happens to be my favorite.
LIONEL,Sing it then. Give me the chorus.
BERTIE,No. Certainly not. Always wanted to build models.No. Certainly not. Always wanted to build models. Father wouldn’t allow it. He collected stamps. I had to collect stamps. Father wouldn’t allow it. He collected stamps. I had to collect stamps.
LIONEL,You can finish that off
LIONEL,If you sing “When I was a boy with David...upon the Swanee River.”
BERTIE,I can’t sit here singing!
LIONEL,You can with me.
BERTIE,Because you’re peculiar.
LIONEL,I take that as a compliment.
BERTIE,I’m not crooning “Swanee River!”
LIONEL,"Try “Camptown Races” then. “My brother D, he said to me, doodah ah...” Continuous sound will give you flow. Does it feel strange, now that David’s on the throne?"
BERTIE,It was a relief... Knowing I wouldn’t be King.
LIONEL,"But unless he produces an heir, you’re next in line. And your daughter, Elizabeth, would thensucceed you."
BERTIE,"“You’re barking up the wrong tree now, Doctor, Doctor.”"
LIONEL,"“ Lionel,Lionel.” You didn’t stammer."
BERTIE,"Of course I didn’t stammer, I was singing! Oh..."
LIONEL,"Well, as a little reward, you get to put some glue on these struts."
BERTIE,David and I were very close. Young bucks... You know.
LIONEL,Chase the same girls?
BERTIE,David was always very helpful in arranging introductions. We shared the expert ministrations of “Paulette” in Paris. Not at thesame time of course.
LIONEL,Did David tease you?
BERTIE,"They all did. “Buh-buh-buh-Bertie”. Father encouraged it. “Get it out, boy!” Said it would make me stop. Said...”I was afraid of my father, and my children are ddamn well going to be afraid of me”."
LIONEL,Naturally right handed?
BERTIE,Left. I was punished. Now I use the right.
LIONEL,"Yes, that’s very common with stammerers. Anything other corrections?"
BERTIE,Knock knees.
BERTIE,Metal splints were made...worn night and day.
LIONEL,That must have been painful.
BERTIE,Bloody agony. Straight legs now.
LIONEL,Who were you closest to in your family
BERTIE,"Nannies. Not my first nanny, though..she loved David...hated me. When I was presented to my parents for the daily viewing, she’d..."
LIONEL,Sing it.
BERTIE,"“She pinch me so I’d cry, and be sent away at once, then she wouldn’t feed me, far far away.” Took three years for my parents to notice. As you can imagine, it caused some stomach problems. Still."
LIONEL,What about your brother Johnnie? Were you close to him?
BERTIE,Sweet boy. Epilepsy...and...he was ’different’.
BERTIE,"Died at 13, hidden from view. Too embarrassing for the family. I’ve been told it’s not catching"
LIONEL,Do you want a top-up?
BERTIE,Please.
BERTIE,"You know, Lionel, you’re the first ordinary Englishman..."
LIONEL,Australian.
BERTIE,"...I’ve ever really spoken to. Sometimes, when I ride through the streets and see, you know, the Common Man staring at me, I’m struck by how little I know of his life, and how little he knows of mine."
LIONEL,What’re friends for.
BERTIE,I wouldn’t know.
PATHE NEWSREEL ANNOUNCER,All salute as they pass the Cenotaph. One million died for him...as King George died for them.
LIONEL, That’s the Prince of Wales. He’s now King because he’s the oldest.
LIONEL,Quite an irony...all this.
MYRTLE,Why’s that?
LIONEL,His children weren’t too fond of him.
MYRTLE,Lionel! What a thing to say. Where’d you pick that up?
LIONEL,Heard it...at work.
LIONEL,Think the German will make it?
PATHE NEWSREEL ANNOUNCER,....fifteen Kings of Europe and eleven Princes of the Realm are here...
BERTIE,“I sifted seven thick-stalked thistles through strong thick sieves. I sifted seven...”
ELIZABETH,"Bertie, isn’t that enough?"
BERTIE,I have to keep saying it. This is your fault.
ELIZABETH,Five hundred year old oaks...removed to improve the view!
BERTIE,Nonetheless...we must try to be pleasant towards Mrs Simpson.
ELIZABETH,You know she calls me “The Fat Scottish Cook”?
BERTIE,You’re not fat.
ELIZABETH,I’m getting plump.
BERTIE,You seldom cook.
BERTIE,I sifted seven.
ELIZABETH,Shut up!!
FOOTMAN,Their Royal Highnesses the Duke and Duchess of York.
WALLIS,How lovely to see you both. Welcome to our little country shack.
ELIZABETH,I came at the invitation of the King.
BERTIE,Hello David.
DAVID,Hello Bertie. Hello Elizabeth.
BERTIE,I see you’re making some changes to the garden.
DAVID,I am. I am not quite finished.
WALLIS,David!
DAVID,"Just be a sec, darling!"
ELIZABETH,"Don’t tell me I behaved badly, Mr Churchill."
WINSTON CHURCHILL,"On the contrary, your Royal Highness. Etiquette decrees royalty must be greeted by the official host: in this case: the King. Not a commoner. You behaved impeccably. As always."
ELIZABETH,Thank you.
WINSTON CHURCHILL,I’m always amused when you’re referred to as being a commoner. As common as the Scottish kings from whom you descend.
ELIZABETH,"Your flattery is profound. What is your agenda, Mr Churchill?"
WINSTON CHURCHILL,Did she actually say what I thought she said?
ELIZABETH,You know she did.
WINSTON CHURCHILL,What is her hold on him?
ELIZABETH,"Apparently she has certain...skills, which she learnt in an establishment in Shanghai."
WINSTON CHURCHILL,"Mam, I’d not realized you were so well versed in such matters."
BERTIE,I’ve been trying to see you...
DAVID,I’ve been terribly busy.
BERTIE,Doing what?
DAVID,Kinging.
BERTIE,Really? Kinging? Kinging is a precarious business! Where is the Tsar of Russia? Where is Cousin Wilhelm?
DAVID,You’re being dreary.
BERTIE,Is Kinging laying off eighty staff at Sandringham and buying yet more pearls for Wallis while there are people marching across Europe singing “The Red Flag”?
DAVID,Stop your worrying. Herr Hitler will sort that lot out.
BERTIE,Who’ll sort out Herr Hitler?
BERTIE,And you’ve put that woman into our mother’s suite?
DAVID,"Mother’s not still in the bed, is she?"
BERTIE,That’s not funny.
DAVID,Wally likes the very best.
BERTIE,"I don’t care what woman you carry on with at night, as long as you show up for duty in the morning!"
DAVID,This is not just some woman I am carrying on with. This is the woman I intend to marry
BERTIE,Excuse me?
DAVID,She’s filing a petition for divorce.
BERTIE,Good God.
BERTIE,Can’t you just give her a nice house and a title?
DAVID,I won’t have her as my mistress.
BERTIE,"David, the Church does not recognise divorce and you are the head of the Church."
DAVID,Haven’t I any rights?
BERTIE,Many privileges...
DAVID,"Not the same thing. Your beloved Common Man may marry for love, why not me?"
BERTIE,"If you were the Common Man, on what basis could you possibly claim to be King?!"
DAVID,Sounds like you’ve studied our wretched constitution.
BERTIE,Sounds like you haven’t.
DAVID,Is that what this is all about? Is that why you’ve been taking elocution lessons?
BERTIE,I’m attempting t-t…
