character,dialog
HARVEY MILK,No. That you need to do what you're good at. Be a prick. Fight City Hall. Fight the cops. Fight the people who made you come here to do what you do.
CLEVE JONES,"Sorry old man, I'm leaving for Spain tomorrow. Europe. Got all the cash I need in my back pocket."
HARVEY MILK,I didn't come out until very late in life. There was nobody to--
HARVEY MILK,"--look up to, no hope for a better life. Those that did were outcast... arrested.. suicide. And the young ones, who did escape home... and who arrive in San Francisco, and then what..."
COP,The “fruit” was walking home with his “trick” when they were jumped.
COP,Name's Robert Hillsborough. Did you know him?
HARVEY MILK,He used to come into my shop.  Are there any witnesses?
COP,"Just the ""trick."" Jerry Taylor."
HARVEY MILK,Jerry wasn't a trick. They were lovers.
COP,Call it what you will. He's our only witness and he says he can't identify the attackers.
HARVEY MILK,There'd be a dozen witnesses if they thought you boys had any real interest in keeping them safe.
COP,"You’re the Mayor of Castro Street now, right Harvey? You really wanna help? Get your people to show some discretion on the streets, huh?"
JIM RIVALDO,"Well, it looks like the big guns and the rich gays in San Francisco are going to back Dianne Feinstein and other straight candidates they consider ""gay-friendly."""
SCOTT SMITH,Who cares about those old queens?
HARVEY MILK,Why isn't my campaign manager leading the meeting?
SCOTT SMITH,"I'm beat, Harvey.  I passed out flyers for seven hours straight."
HARVEY MILK,In the bathhouse?
SCOTT SMITH,People in bathhouses vote.  I'm tired. I'm taking a nap.
HARVEY MILK,Just checking the exposure. That a new boyfriend?  He's very cute.
CUSTOMER,"Um...  Thanks, Harvey."
HARVEY MILK,"So who are these so-called ""gay leaders?""  And who appointed them? And what are you suggesting, Jim, that I'm supposed to go and solicit their endorsement?"
THELMA,Harvey--
HARVEY MILK,"We're down here, on the streets, trying to help people, so where they hell are they?"
DICK PABICH,David Goodstein is the publisher of The Advocate and he has a house--
JIM RIVALDO,A mansion--
DICK PABICH,--in Atherton.
THELMA,"Harvey, you should read this."
SCOTT SMITH,"""Harvey Milk will have a dream journey and nightmare to hell, a night of horror. You will be stabbed and have your genitals, cock, balls, prick cut off."""
HARVEY MILK,"They probably wrote it. Hey, If somebody tries to kill me, I’ll get the sympathy vote, right? Could be just the push we need."
SCOTT SMITH,You think this is funny? Look at it.
HARVEY MILK,It's a complete joke. No rhythm. No humor. It's insulting.
SCOTT SMITH,Don't do that.
HARVEY MILK,"If you put it away, hide it in a drawer, it'll just get bigger and scarier.  Now it's there.  We'll see it every day.  It can't get us."
SCOTT SMITH,All this energy... to make yourself a target.  And what for?  Something we have no chance to win.
HARVEY MILK,"I keep telling you, it's not just about winning."
HARVEY MILK,"The ""top gays"" in San Francisco were David Goodstein and his lawyer sidekick Rick Stokes. David was a rich old queen who'd bought the biggest gay magazine, The Advocate. He had it delivered to subscribers in brown paper bags so no-one would know... That's how he lived his life, covered up, discreet."
DAVID GOODSTEIN,"I worked for a financial institution.  I was very discreet. But someone spotted me at the opera, sitting in a box, next to my lover.  And I was fired.  That's when I decided to do something.  So I bought The Advocate.  And I use my money and my influence in quiet ways, to do what I can..."
HARVEY MILK,Endorsing straight candidates is what you think is best to help us?
DAVID GOODSTEIN,"Yes, if they're friendly to our cause."
RICK STOKES,"Politics is complicated in San Francisco, and Supervisor is a citywide office. Political alliances need to be built. You can't simply move here from across the country and run for office."
HARVEY MILK,"But I am running for office. I'm on the ballot. I have the union rank and file, the seniors, and I could use your magazine's endorsement."
DAVID GOODSTEIN,"Harvey, we're like the Catholic church. We welcome converts, but we don't make them Pope the same day."
HARVEY MILK,And why haven't you run?
DAVID GOODSTEIN,It's too early for a gay candidate for Supervisor.  Especially one from the Castro. It's bad for the community's image.
SCOTT SMITH,What's wrong with the Castro?
DAVID GOODSTEIN,Nobody works there.  It's all sex and drugs and more sex and no one taking responsibility for their own problems.
HARVEY MILK,The cops come into our neighborhood and beat us.  They turn a blind eye if one of us is murdered.
RICK STOKES,Then we file a lawsuit against the city. We go to our political allies in City Hall...
HARVEY MILK,"There are no real gay allies. Yes, our friends may sense our struggle, but they can't feel it. It's not life or death for them. We need our own in office."
RICK STOKES,You can't demand acceptance overnight.
HARVEY MILK,"Why not? How can we ask them to respect us if we don't show ourselves some self respect, David."
DAVID GOODSTEIN,"The more “out” you make us, the more you incite them. Step back and quiet down."
HARVEY MILK,Go back into the closet?  Is that what you're saying?  Because I know the closet. I lived in it for more years than I care to remember. I don't need your endorsement. I'm not asking anyone for acceptance. I don't have time to ask.
DAVID GOODSTEIN,"For you, politics is a game, a lark.  Like putting on a rock festival or staging a ""love-in."" You're too old to be a hippie, Harvey Milk!"
HARVEY MILK,"I'm not a candidate, I'm part of a movement.  The movement is the candidate.  There's a difference. You don't see the difference. But I do."
SCOTT SMITH,Thanks for the swim.  I'm sorry I pissed in your pool.
HARVEY MILK,"When the vote came in on election day... out of 32 candidates vying for 6 seats...  We came in 10th. Just a handful short of being the first big eared, gay as a three- dollar-bill, cock sucker ever elected to public office."
HARVEY MILK,So... I went for it again in '75... with just a few... minor... adjustments.
SCOTT SMITH,No. Not cute. The shoes are hideous and I hate your hair. You're not fooling anybody.
HARVEY MILK,I'm not gonna let the Pacific Heights biddies write me off again because of a ponytail. I like it.
HARVEY MILK,"Cabaret? For two? Lily, is this from one of my kind?"
LILY,"No, no. You won't run into the owner. He died in that suit."
SCOTT SMITH,"This isn't sexy, Harvey."
HARVEY MILK,"Too bad. No more pot, no more bath houses for me and little poo."
HARVEY MILK,"We ran and we lost the Supervisors race a second time in '75, but with"
HARVEY MILK,"It’s a racket. It's 1976 and you still have to be straight, white, Catholic and male to get into the San Francisco police force. It's Racist. Homophobic."
ART AGNOS,"How many people do you consider enemies, Harvey? I've counted five already."
HARVEY MILK,"You're right, Art. And many are your closest friends. You see, I don't think State Assembly seats should be awarded on the basis of service to the Democrat Machine. Machines operate on oil and grease. They're dirty, dehumanizing, and too often unresponsive to any needs but those of the operator."
ART AGNOS,"Mr. Milk, I've worked for years as a social worker in this city. I know Sacramento. I know how to get done what we all need done there."
HARVEY MILK,"Tell me Mr. Agnos... right here in the Castro, Robert Hillsbourough was murdered for walking home with his long time partner. Stabbed, fifteen times. The last words he heard were ""Faggot, Faggot, Faggot..."" And you say you’re outraged, but why won’t your liberal establishment return our¡ calls? Why won't they bring these murderers to justice?"
ART AGNOS,"You know Harv’, your whole rap's a real downer."
HARVEY MILK,"My God, you're handsome up close. I can't tell you how much I'm looking forward to licking you... in the polls."
ART AGNOS,"You talk a lot about what you're against. What are you for? In this town, you gotta give em' a reason for optimism or you're cooked."
SCOTT SMITH,Harvey. Dinner.
HARVEY MILK,"... get some union boys in the audience, they love me..."
JIM RIVALDO,I can't control who's in the audience...
SCOTT SMITH,"Harvey, you need to eat something. Now."
SCOTT SMITH,Ladies and Gentlemen. Our apartment is officially off limits.
SCOTT SMITH,Downstairs. Time to go. Go. OUT!
SCOTT SMITH,Don't say anything.
SCOTT SMITH,Sit down and eat.
HARVEY MILK,Scottie--
SCOTT SMITH,If you say one thing about politics or your campaign or where you're speaking tonight or whose endorsement you need... I'll stab you with my fork I swear to God.
HARVEY MILK,I just wanted to say...  This is the most delicious meal I've ever eaten in my entire life.
HARVEY MILK,"If we lose this one, it'll be just me and you again. I promise."
HARVEY MILK,Phoenix? We should go inside.
CLEVE JONES,You staying up with me?
HARVEY MILK,The election's tomorrow. I won't sleep... Was he good looking?
CLEVE JONES,No. He was hideous.
HARVEY MILK,"Hard to tell what's worse. With me, my boyfriends usually find better looking ones to cheat with."
CLEVE JONES,I thought we were gonna spend the rest of our lives together.
HARVEY MILK,"Guess what, Cleve Jones."
CLEVE JONES,What?
HARVEY MILK,"You’re going to meet the most extraordinary men, the sexiest, brightest, funniest men, and you’re going to fall in love with so many of them, and you won’t know until the end of your life who your greatest friends were or your greatest love was."
CLEVE JONES,Is that supposed to help?
HARVEY MILK,Maybe a little. Or not.
CLEVE JONES,"I went to Spain last month... long story. In Barcelona, there was this memorial march for gay people who died under Franco. The police tried to break it up. It started a riot. A bullet ripped through a drag queens scalp, his wig flew off, but he kept fighting. There was blood literally running in the gutter."
HARVEY MILK,We could have a revolution here too. But you can't just use the Castro to cruise. You gotta fight.
CLEVE JONES,You think you'll win?
HARVEY MILK,Winning isn't my strong suit.
CLEVE JONES,"Well, I don't ""do"" losing. Ever. Maybe I should run for office, and you can work for me. If you can do it, I can do it."
HARVEY MILK,Can you assemble a thousand people in an hour?
CLEVE JONES,"Yeah, sure."
HARVEY MILK,"All right, if I run again, you're my man."
CLEVE JONES,If...?
HARVEY MILK,Polls open in 3 hours. Lets hit the bus stops.
HARVEY MILK,"And we lost that Assembly Race too, which made me a bona fide three- time, political loser."
JIM RIVALDO,"We lost, but we lost by less! More votes than ever... I remember when that used to work. I want to show you something.  This is remarkable."
JIM RIVALDO,"The red is where you did best tonight. If we can get the initiative on district elections to pass, and we can -- we can -- our new Supervisor's District will go right up Market. Right around the Castro."
JIM RIVALDO,"If you run for Supervisor with this new district, it's a potential landslide. You'll be the first up- front gay man elected to major office in the U.S."
HARVEY MILK,I don't know if I have another one in me. Or Scott.
TV REPORTER,"Gays in Florida can now be removed from their jobs and prosecuted if their ""deviant"" lifestyles are uncovered."
TV REPORTER,"Bryant, a spokeswoman for the orange juice industry, vowed to bring her campaign to the rest of the country…"
HARVEY MILK,Scottie?
BOY'S VOICE,I'm sorry sir. I um... I read about you in the paper.
HARVEY MILK,I'm sorry.  I can't talk right--
BOY'S VOICE,"Sir, I think I want to kill myself."
HARVEY MILK,No. You don't want to do that. Where do you live?
BOY'S VOICE,In Minnesota.
HARVEY MILK,You saw me in a paper in Minnesota? How'd I look?
BOY'S VOICE,My folks are taking me to this place tomorrow. A hospital. To fix me.
HARVEY MILK,"There's nothing wrong with you. Listen to me. You don't have to hurt yourself, okay? Are you there? (only breathing from the other end) Here's what you have to do. Are you listening?"
BOY'S VOICE,Yes.
HARVEY MILK,"Get on a bus. Go to the next biggest city. New York, San Francisco, LA, or even Minneapolis. It doesn't matter. Just leave. You won't be alone. There are people out here just like you who will welcome you and love you. You're not sick. You're not wrong. God does not hate you. Just leave."
BOY'S VOICE,I can't.
HARVEY MILK,Yes. You can. Just get on a bus.
BOY'S VOICE,"I can't... I can't walk, sir. I'm in a wheelchair... Sir.  Are you there?"
HARVEY MILK,That's okay. It's going to be okay.
DICK PABICH,"Harvey, you better come down. There's gonna be a riot."
CLEVE JONES,Out of the bar and into the streets! Anita Bryant is coming after you!
POLICEMAN,"If you can't control em', we will."
HARVEY MILK,Give me permission to march them.
POLICEMAN,Where?
HARVEY MILK,Anywhere.
HARVEY MILK,I know you are angry. I am angry. Follow me through the streets of San Francisco to share our anger!
HARVEY MILK,Are they following in back?
CLEVE JONES,Yes. Where are we going?
HARVEY MILK,I don't know. We have to keep them moving. Exhaust them. March them till they drop. We can’t have a riot tonight.
DICK PABICH,They're still too hot in back. They'll burn the joint down.
HARVEY MILK,Help me turn them up Van Ness. We'll go all the way to Broadway.
HARVEY MILK,My name is Harvey Milk... And I want to recruit you.
HARVEY MILK,"I am here tonight to say, we will no longer sit quietly in our closets. We must fight. Not just in the Castro, or San Francisco, but everywhere the Anitas go. Anita Bryant did not win tonight. Anita Bryant has brought us together... She is going to create a national gay force! And the young people in Richmond, Minnesota, or Jackson, Mississippi, or Woodmere, New York...  Who are coming out and hearing Anita Bryant on television telling them that they're wrong, they're sick, that there is no place for them in this great country, in this world... They're looking to us for something tonight... (his big moment, realizing his true mission) And I say, we have to give them hope!"
HARVEY MILK,Hope for a better world... Hope for a better tomorrow... Hope for a better place to come to if the pressures at home are too great...
HARVEY MILK,Hope for the worker who awakens from the American dream to find that all the jobs have left the country...  We gotta give em’ HOPE! When San Francisco changed the voting rules
HARVEY MILK,"--they allowed people to elect Supervisors directly from their own neighborhoods.  A black neighborhood could elect an African- American. Chinatown could elect a Chinese Supervisor... And the Castro could choose me or Rick Stokes. But decent art begs for balance, right? So little district 8, two miles south of The Castro--"
HARVEY MILK,"--promised to stay the same as ever. Conservative, Irish, Catholic and with just the right touch of poetry, they found themselves a handsome ex-cop."
DAN WHITE,"I’m not going to be forced out of San Francisco by splinter groups of social radicals, social deviants, and incorrigibles. You must realize there are thousands upon thousands of frustrated, angry people such as yourselves waiting to unleash a fury that will eradicate the malignancies which blight our beautiful city."
HARVEY MILK,"Evelyn Lear's in town, at the Opera house in Tannhauser."
SCOTT SMITH,Clearly.
HARVEY MILK,What if she strolls into the Castro for a cocktail? Just one more. We can't let Rick Stokes take it.
SCOTT SMITH,"Let Rick have it. Nobody thinks you're a fraud here, Harvey. You're not in New York, you're not a closet case asshole anymore. People respect you here. Relax for a year. Get us back on our feet."
HARVEY MILK,"If people are ever going to take me seriously, I have to win this one."
SCOTT SMITH,Since when did you care if anyone took you seriously?
HARVEY MILK,Anita wants to put us all back in concentration camps. Rick Stokes is too weak to beat her back if she gets to California. I have to be in office to protect us from them.
SCOTT SMITH,"I can't do another one. I'll be back for my sheets. If you're not here, I’ll see you in the shop next week."
HARVEY MILK,If you leave me right now... I can find someone new.
SCOTT SMITH,I know. You're a catch.
HARVEY MILK,"--Ring out the old, ring in the new. This is over. Done. I don't want to see anything that say's fucking Assembly. This three-time loser faggot is running for Supervisor goddamn it!"
JIM RIVALDO,Who the heck is she?
HARVEY MILK,Our new campaign manager. She called last week to volunteer and I asked her to help.
DICK PABICH,Help or take over? What about Scott?
HARVEY MILK,"We need new blood. Guys... Anne Kronenberg. She's a woman... A woman who likes women. Odd, isn't it?"
ANNE KRONENBERG,Hi guys. Mr. Milk... Rick Stokes isn't pulling out. He's officially filed to run against you. My friend at The Advocate says David Goodstein is backing him.
MICHAEL WONG,A gay candidate against a gay candidate.  It's unfortunate.
JIM RIVALDO,They'll split the gay vote. The straights will divide and conquer.
HARVEY MILK,Try to find out when they're going to announce.
DICK PABICH,You replaced Scott with a lesbian?
HARVEY MILK,Anne worked on a recycling campaign up North. She's very organized.
JIM RIVALDO,How do you know she's not a plant from Rick Stokes' campaign?
ANNE KRONENBERG,Are you guys always this paranoid?
MICHAEL WONG,Yes. They take after Harvey.
HARVEY MILK,Shouldn't you be doing someone's laundry?
MICHAEL WONG,Right after you redecorate my house.
ANNE KRONENBERG,"Sir, my girlfriends say you guys don't like women. Just asking, is there a place for us in all this, or are you scared of girls?"
HARVEY MILK,"Gentleman, we already have a tinker bell, a lotus-blossom, Jim and Dick in your three-piece suits. We need someone to manage things. A woman this time. She's the right price, and she has bigger balls than any of you."
ANNE KRONENBERG,Just give me whatever's left over in the register at the end of the day. So should I call the Chronicle about getting US an endorsement? No?
RICK STOKES,"Young lady, you must be confused. This is my night, not Mr. Milk's."
ANNE KRONENBERG,"No, sir. I'm Harvey's new campaign manager. Anne Kronenberg."
RICK STOKES,"Then you should know this race is for District 5, the Castro, not for all of your lesbian... compadres--"
ANNE KRONENBERG,"I'm sorry. Are we distracting you, Mr. Stokes? I'd hate to screw you up on your big night."
DICK PABICH,"Hi Rick, handsome suit. Annie, do you have any more hand cards?"
RICK STOKES,These people are not from this area. They need to leave. Now.
DICK PABICH,"Not true. Guess where we found them all, Rick? A slew of them. Way up on Valencia Street. Living right there in our district. And you see, as it turns out, Annie here is very, very popular with the ladies."
HARVEY MILK,"They've accused me of many things, but never as blatant a lie as this."
ANNE KRONENBERG,First ever newspaper endorsement.
CLEVE JONES,They endorsed you for being a good businessman? Has Scott read this? He'll piss himself.
HARVEY MILK,Yeah? Go show him.
CLEVE JONES,I'm going to The Stud. Meet me out.
GAY MAN,"Gonna win this time, Milk?"
JACK LIRA,You're more handsome in the posters.
HARVEY MILK,Thank you. Where do you live?
JACK LIRA,...Palomino's are my favorite horse.  They're smart.  They're fast and compact.  Do you think I'm more like a Palomino or a Stallion?
JACK LIRA,My father beat me when he found out... So I came here. I stay in this man's house. But I don't like him.
HARVEY MILK,"Shh, it's okay, now.  No one's ever going to beat you again."
JACK LIRA,I love you.
HARVEY MILK,"Do you even remember my name? (a beat, Jack shakes his head, he can't remember) Harvey."
JACK LIRA,"I love you, Harvey."
HARVEY MILK,"And for the first time in my life, it all came together... the union boys, the women, the seniors, the minorities... All of the us's showed up..."
RICK STOKES,We just want to congratulate him.
CLEVE JONES,I'm sorry. We're all full.
DAVID GOODSTEIN,Harvey! Harvey!
HARVEY MILK,It's too crowded.  Sorry!
JACK LIRA,Harvey!
HARVEY MILK,Scottie--?
CLEVE JONES,The new Mrs. Milk. I give it a week.
JACK LIRA,"Harvey, is this all for you? Are you this famous?"
HARVEY MILK,"No, darling.  We do this all the time. Do you like it?"
JIM RIVALDO,Carol Ruth Silver...  Gordon Lau... It's the most liberal Board in years!
HARVEY MILK,What about Dan White?  Did he win?
JIM RIVALDO,We'll deal with him tomorrow.
CHANNEL 5 REPORTER,"Does this mean, as many straights are concerned, maybe the gays are taking over San Francisco? Are you going to be a Supervisor for all the people?"
HARVEY MILK,"I have to be. That’s what I was elected for. I have to be there to open up the dialogue for the sensitivities of all people, all their problems, the problems that effect this city effect all of us. Thank you San Francisco! Thank you!"
HARVEY MILK,"I, Harvey Milk, do solemnly swear that I will support and defend the Constitution of the United States and the Constitution of the State of California against all enemies, foreign and domestic; and that I will well and faithfully discharge the duties upon which I am about to enter and during such time as I hold the office of Supervisor, City and County of San Francisco."
HARVEY MILK,Anita Bryant said gay people brought the drought to California. Looks to me like it’s finally started raining!
HOST,This will be the first time in many years that we’ve seen so many new faces on the Board of Supervisors. Do you think such diversity will cripple the Board?
HARVEY MILK,"The name of the game on the Board is six votes to get anything passed. So, like it or not, Dan and I are now in bed together… politically speaking."
