character,dialog
MIN-HYUK,Park Da-Hae.  A sophomore.  I want you to tutor her.  Take over for me as her English teacher.
KI-WOO,That makes no sense.
MIN-HYUK,Her family’s loaded.  The gig pays really well.
MIN-HYUK,She’s a good kid.  I want you to look after her until I come back from the study-abroad program.
KI-WOO,You have plenty of friends at school.  Why do you want a high- school grad to teach your prized student?
MIN-HYUK,Why do you think?  I shudder just thinking about those female- starved engineering students drooling around her like hungry wolves.  It’s revolting.
KI-WOO,"You like her, don’t you?"
MIN-HYUK,"I’m serious about her.  I’m going to ask her out in two years, once she’s in college.  I want you to take care of her while I’m gone. I trust you."
KI-WOO,"I appreciate the trust, but you want me to pretend I’m a college student?"
MIN-HYUK,"Ki-Woo, think about it.  How many times have you taken the college entrance exam?  Twice before your military service and twice after -- a grand total of four times. Grammar, vocabulary, composition, speaking.  You’re an English master.  Far more qualified as a tutor than I am.  Better than those spoiled college brats who drown their brain cells in booze everyday."
KI-WOO,That may be true but--  You think the family would accept me?  I’m not even a college student.
MIN-HYUK,We’ll embellish a little. You’ll be fine.  You’ll have my recommendation.  And the mother is a bit--
MIN-HYUK,She’s simple.  Young.  And simple.
KI-WOO,Simple?  What do you mean?
MIN-HYUK,I don’t know.  Just simple.
MIN-HYUK,I hear Ki-Jung is handy with Photoshop.
KI-WOO,This is amazing.  How come you keep failing the art school exam?
KI-JUNG,"Shut up, dickwad."
KI-WOO,Take your time. We should hold off on the printing until the place clears out.
KI-TEK,Look at this.  There should be a major for document forgery at Seoul National University.  Ki- Jung would be top of the class.
CHUNG-SOOK,Shut up and wish the boy good luck for his interview.
KI-TEK,My son--
KI-TEK,I’m so proud of you.
KI-WOO,I don’t consider this a crime. No.  Because I plan on going to this school next year.
KI-TEK,That’s my son.  Man with a plan.
KI-WOO,I’m just using some of their administrative services in advance.
MUN-KWANG,Who is it?
KI-WOO,"Mrs. Park?  Hi, I’m Min-Hyuk’s friend--"
MUN-KWANG,"Oh, hello.  Please come in."
MUN-KWANG,"Quite a view, isn’t it?"
KI-WOO,"Mrs. Park, pleasure to meet you."
MUN-KWANG,"Oh, no.  I’m the housekeeper. Please follow me."
KI-WOO,Stunning garden.
MUN-KWANG,The inside is even more stunning.
MUN-KWANG,Do you know Namgoong Hyunja?  The famous Korean-French architect?
MUN-KWANG,This used to be his house.  He built it.
KI-WOO,I see.
MUN-KWANG,Now it’s just Da-Hae’s house.
MUN-KWANG,Please wait here.  I’ll get Mrs. Park.
MUN-KWANG,The tutor is here.
YON-KYO,What do you think of him?
MUN-KWANG,"I don’t know, but he’s handsome."
YON-KYO,I don’t care about papers.  I only wanted to see you because you were recommended by Min-Hyuk.  I guess you two are good friends.
YON-KYO,"I’m sure you know better than I do, but Min-Hyuk is just the most brilliant human being.  I don’t even care about the grades.  Da- Hae and I absolutely adored him. Do you know what I mean?"
KI-WOO,Of course.
YON-KYO,"We just loved him so much.  I wanted him to stay with Da-Hae through her college exams next year, but now he’s leaving to study abroad and I’m suddenly left without a tutor.  I mean, what am I supposed to do?"
YON-KYO,"Excuse my bluntness, but I just don’t see the point of hiring someone unless he’s as utterly outstanding as Min-Hyuk, you know?"
YON-KYO,I guess what I wanted to ask was -- Would it be okay if I sat in for today’s class?  I want to see the whole thing.  Judge for myself.  I would like to see your -- methods.
KI-WOO,Uh...
YON-KYO,Is that okay with you?
KI-WOO,Are you sure about question 14?
DA-HAE,Is it wrong?
KI-WOO,I’m asking you.  What does your gut say?  Do you think number 14 is right?
KI-WOO,You were working on other questions before you came back to 14.  Am I right?
DA-HAE,Yes.
KI-WOO,"If this was a real test and number 14 was the first question, you would’ve been in trouble from the start."
KI-WOO,See?  You pulse is irregular. Your heart doesn’t lie.
KI-WOO,"What are you supposed to do in a test?  You move forward.  You need to seize the flow.  The rhythm. If not, you’re screwed.  I don’t care about question number 14.  I only care about how you seize the flow.  How you conquer the test as a whole.  You get it?"
KI-WOO,A test is all about confidence. Attitude.
KI-WOO,"I know.  You were angry. Frustrated.  You worked so hard. Studied until your nose bled.  But your test scores weren’t improving.  You keep asking yourself, ‘What am I doing wrong?’"
KI-WOO,I’m here to prepare you for the real thing.  I’m not here to help you learn.  I’m here to help you score.
YON-KYO,"I’ll pay you each month on this day.  As for the lesson, I was thinking three times a week? Monday, Wednesday, Friday?"
KI-WOO,That sounds good.
YON-KYO,It’s a little more than what Min- Hyuk used to get.  Cost of living and so forth.
KI-WOO,Thank you.
YON-KYO,I guess it’s time to get to know each other.  Mr. Kevin will be Da- Hae’s English teacher.
MUN-KWANG,"Of course!  Mr. Kevin, you let me know if you need anything at all during your lessons -- snacks, drinks, whatever."
KI-WOO,I appreciate it.
YON-KYO,Feel free to pester her if you need anything in this house. She’s the expert.  She knows it better than I do.
YON-KYO,Da-Song!  Behave yourself.  We have a guest!
MUN-KWANG,Armpit attack!
DA-SONG,No!!  It stinks!
YON-KYO,I apologize.  Our son is a little --unique.
KI-WOO,Unique is good.
YON-KYO,"He has trouble focusing.  ADHD. We signed him up for the Cub Scouts hoping the discipline would help, but he’s become an even bigger weirdo.  Now he’s obsessed with Indians--"
KI-WOO,"The Scouts have roots in American Indian culture, so he has the right idea."
YON-KYO,You were a Scout too?
KI-WOO,"Yes, I learned a lot as a Scout."
YON-KYO,"Look how fine you turned out. What’s wrong with him? He’s actually an art prodigy, you know.  Did you see the drawings? Those are his."
KI-WOO,A lot of symbolism.  Such strong point of view.
YON-KYO,"Right?  Strong.  I knew you would get it, Mr. Kevin."
KI-WOO,I see.  It’s an interpretation of a chimpanzee.
YON-KYO,It’s a self-portrait.
KI-WOO,Of course.  Us grown-ups are too jaded to see true genius.
YON-KYO,That must be why.  We’ve gone through dozens of art teachers. They never last more than a month. Of course Da-Song is a bit much to handle.
KI-WOO,Actually... Mrs. Park.
YON-KYO,Yes?
KI-WOO,Someone just happened to come to my mind.  Her name is--
KI-WOO,Girl’s Generation.  The girl group.  What was her name -- the one who started the jewelry brand?
YON-KYO,Jessica?
KI-WOO,Right!  Jessica.  My cousin has a school friend named Jessica.  I don’t know her Korean name.  She studied applied arts at Illinois State and recently moved back to Korea.
YON-KYO,"Ah, Illinois State.  What about her?"
KI-WOO,"She also tutors, and she’s known to have a very unique approach to teaching art.  Most of all, she knows how to handle kids."
YON-KYO,Is that so?
KI-WOO,"She’s a bit of a celebrity in tutoring circles.  Her style is a little unorthodox, but it still gets kids into good art schools."
YON-KYO,She sounds fantastic.  I’m so curious.
KI-WOO,Would you be interested in meeting her?  She’s very busy so I’m not sure if I’ll be able to get an appointment--
KI-JUNG,Jessica? Why Jessica.  So tacky.
KI-WOO,"It has a nice ring.  Anyhow. She’s a nice lady.  Young.  Not the brightest tool in the shed. The money is good, and most of all, she’s a ‘believer.’"
CHUNG-SOOK,She’s religious?
KI-WOO,"No, it’s just--  She tends to trust people rather easily."
KI-TEK,She sounds like a great lady.
KI-WOO,Right?
CHUNG-SOOK,Yeah.
KI-JUNG,"Jessica, only child, Chicago Illinois / My classmate Jin-Mo is cousin of Kevin"
KI-WOO,"I should go upstairs for my lesson.  I’ll let you two talk. Jessica, nice meeting you."
KI-WOO,I’ll see you next time.
KI-JUNG,"Thank you, Kevin."
KI-WOO,Where did we leave off?  Number 17?
DA-HAE,You know--
KI-WOO,What is it?
DA-HAE,"You know it’s all an act, right? My brother."
KI-WOO,What are you talking about?
DA-HAE,It’s all fake.  Acting all bizarro.  Like he’s a crazed artist.  He’s a big fraud.
KI-WOO,Da-Song?
DA-HAE,"You know, like he would stop in the middle of the street and pretend he was struck by a sudden inspiration."
KI-WOO,Randomly stare up at the clouds and ponder the shapes?  Something like that?
DA-HAE,Exactly!  He’s the worst!  And he acts like he can’t behave normal. Like he’s completely perplexed. Makes me want to puke.
KI-WOO,So Da-Song is a fraud.  What does that have to do with your English problems?
DA-HAE,I’m just saying.
KI-WOO,Good.  Now those were all great descriptions of Da-Song.  Why don’t we use them to compose a paragraph in English?  You must use the word ‘pretend’ at least twice.
DA-HAE,Can I ask you something?
KI-WOO,What now?
DA-HAE,The teacher downstairs.  Ms. Jessica.  Is she really your cousin’s friend?
KI-WOO,I don’t know what you’re talking about.
DA-HAE,"She’s your girlfriend, isn’t she?"
KI-WOO,Come on.  I just met her today.
DA-HAE,She’s very pretty.  Not even interested?
KI-WOO,She is pretty.  A beauty even.
DA-HAE,I knew it.  You are interested.
KI-WOO,"If you were a perfect ten, maybe she would be a six?  Six-point- five?"
KI-WOO,Let’s study.
DA-HAE,Right.
YON-KYO,I should tell you.  He’s not good at staying in one place. I hope you understand--
KI-JUNG,It’s fine.
KI-JUNG,Would you mind leaving?
YON-KYO,Excuse me?
KI-JUNG,I don’t allow parents to sit in during lessons.
YON-KYO,"I just thought, since it’s the first day--  As you can see, the boy is a bit--"
KI-JUNG,You should wait downstairs.
MUN-KWANG,Would you like some plum extract? I can add some honey.  It’ll help you relax.
YON-KYO,What?  Oh.  Sure.
YON-KYO,I have an idea!  This is what we’ll do!
MUN-KWANG,What?
YON-KYO,You’ll take two plum juices to Da- Song’s room.  You’re not a parent so you can go in.  You’ll just be delivering the drinks.
MUN-KWANG,You’re right.  I’ll take a quick peek and let you know how they’re doing.
YON-KYO,Dammit.  Why didn’t I think of this before?
YON-KYO,You guys are... done?
KI-JUNG,"Mrs. Park, will you please have a seat?"
YON-KYO,Sure.
KI-JUNG,"Da-Song, you go up."
KI-JUNG,Da-Song drew this today.
KI-JUNG,I’d like to speak to you alone.
YON-KYO,"Oh, this is--"
KI-JUNG,Can you please give us a moment?
KI-JUNG,I mentioned earlier that I’m also studying art therapy.
YON-KYO,"Yes, I remember--"
KI-JUNG,Did something happen to Da-Song when he was in first grade?
KI-JUNG,I feel a bit cautious about bringing this up -- it’s the first day after all -- but I’ll need to know what happened to Da-Song in order to truly understand him.
YON-KYO,When he was in first grade-- I’m sorry.  I don’t know if I can talk about this right now.
KI-JUNG,It’s fine.  We can talk about it later.
KI-JUNG,Here.  This lower section is what’s called the ‘schizophrenia zone’ in psychology.  It contains clues about the mental state of the child.  Do you see this particular shape drawn here?
YON-KYO,"Yes.  Yes, I do."
YON-KYO,My gosh!  It’s in the other drawing too!  Same spot!
KI-JUNG,"Yes.  Same spot, same pattern."
YON-KYO,I see that picture everyday. Every time I eat. I had no idea.
KI-JUNG,You don’t have to beat yourself up.  These drawings are records of Da-Song’s emotions.  A black box of his soul.  I’d like to try and unlock that box.  But I’ll need time.
YON-KYO,Of course.  Please take as much time as you need.  I can wait.
KI-JUNG,"I suggest four two-hour sessions a week -- Monday, Tuesday, Thursday, Friday.  This is different from regular tutoring -- it’s art therapy -- so I would need to be compensated at a higher rate."
YON-KYO,Of course.  I understand.
YON-KYO,Oh--
YON-KYO,"Dong-Ik.  Say hi to Ms. Jessica, Da-Song’s new art teacher.  She just started today. Jessica, this is Dong-Ik."
KI-JUNG,Hello.
DONG-IK,Thank you for helping Da-Song. Are they done for the day?
YON-KYO,"Yes, they just finished."
DONG-IK,"Sorry Yun, but are you busy tonight?  Would you mind taking Ms. Jessica home?  I don’t want her walking down the hill alone at night."
YUN,"Where do you live, Ms. Jessica?  I might as well just drive you home--"
KI-JUNG,It’s fine.  Just drop me off at Hyehwa Station.  Thank you.
YUN,Doesn’t matter if it’s far.  I’m done for the day--
KI-JUNG,I’ll get off at Hyehwa.
YUN,It looks like it’s about to rain. I bet the Mercedes is way better than the subway--
KI-JUNG,No.  I’m supposed to meet my boyfriend at the station.
YUN,I see.
KI-JUNG,Did you drive Benzes when you were a designated driver?
KI-TEK,Not when I was at the designated driver service.  I drove a lot of them when I was a valet.
KI-JUNG,When were you a valet?
CHUNG-SOOK,"After the fried chicken and before the Taiwanese Castella.  About six months, I’d say?"
KI-TEK,Nah.  It was after the Castella shop went bust.
KI-WOO,We’re already starting Phase Three?
KI-JUNG,I planted a little trap in the Mercedes.  We’ll see if he bites.
KI-WOO,"Then it’s begun. Father, how amazing is this?  We just so happen to be eating at a buffet for drivers.  How symbolic!"
KI-TEK,This place IS amazing!  You guys eat as much as you want!
CHUNG-SOOK,"You’re not even buying, you big bum.  They are."
KI-TEK,Here.
KI-TEK,"Have some of this, Son."
KI-WOO,"Thanks, Dad! By the way, what did you say to Mrs. Park yesterday?"
KI-JUNG,Why?
KI-WOO,She was over the moon about you. Saying that you were a godsend.  A freaking miracle FedExed from heaven.
KI-JUNG,"I just googled ‘art therapy’ and did a little improv, and she just lost her shit.  Started crying like a baby.  Can’t believe how gullible she is."
YON-KYO,What’s wrong?  Something happen?
DONG-IK,It’s Yun.  That son of a bitch.  I found this under the car seat.
DONG-IK,"You pay him well, don’t you?  He doesn’t have money to go to a hotel?  Is he saving that money for something?"
YON-KYO,Maybe he’s a sexual deviant? He might get off on doing it in his boss’ car.
YON-KYO,"I’m sorry, babe.  I had no idea that he was such a perv."
DONG-IK,I don’t care who or what he screws.  That’s his business.  I get it.  He’s a young guy.
DONG-IK,But why does he have to do it in my car?  And why in the backseat? That’s my space.  Is he trying to mark his territory?  With his dirty cum stains?  Son of a bitch crossed the line.
DONG-IK,You know what’s even weirder?
YON-KYO,What?
DONG-IK,Don’t you see?  Think about it.
DONG-IK,"So they have sex in the car.  It’s not unusual to leave behind a few strands of hair, maybe an earring. But how do you forget your underwear?"
YON-KYO,It’s true.  You don’t just forget to put on your knickers.
DONG-IK,That’s why.  I’m more concerned by his -- partner.  Her mental state. Do you know what I mean?
YON-KYO,NOOOO-- Like methamphetamine?  Cocaine?
DONG-IK,Shhhh!
YON-KYO,"What do we do?  If they find some kind of white powder in your car, we’re all doomed!"
DONG-IK,"Calm down, babe.  Relax.  We don’t want to go too far.  Not yet.  For now it’s just a suspicion.  A well-founded one."
DONG-IK,"We can’t even take something like this to the police.  And it would look ridiculous if I tried to interrogate him.  What would I say?  “Yun, did you have sexual intercourse in my car?” That’s why I was thinking--"
YON-KYO,"Yes, dear."
DONG-IK,"You have to take care of this. Come up with some kind of bland, harmless reason.  Let him go quietly.  Don’t even mention the panties.  Or the intercourse."
YON-KYO,I understand.  We don’t want the neighborhood birds gossiping about the Parks’ driver sexing up the boss’ car.
DONG-IK,Exactly.  Our names will forever be linked with his disgusting behavior.
YON-KYO,"You don’t think Yun would post something online, do you?  Go on a Twitter vendetta?  He could announce to the whole world that he was unfairly fired by a famous tech CEO."
DONG-IK,We’ll pay him severance.  Enough to keep him quiet.  Just choose your words carefully when you let him go.  Then we’ll be fine.
YON-KYO,Are you guys done?  How was Da- Song today?
YON-KYO,"Ms. Jessica, I wanted to ask.  The other night, when Yun took you home..."
KI-JUNG,Yes?
YON-KYO,This may sound weird but--  Did anything happen that night?
KI-JUNG,No.  I went straight home.
YON-KYO,"Good, good. That’s good to hear."
KI-JUNG,"Such a nice man.  I asked him to drop me off at Hyehwa Station, but he kept insisting that he would take me home."
YON-KYO,So the bastard went to your house? At night?  He knows where you live?
KI-JUNG,No.  I just got off at Hyehwa.
YON-KYO,"Thank God.  You did the right thing. Nice, Jessica."
KI-JUNG,Did something happen to him?
YON-KYO,"He, well--  He won’t be working for us anymore.  There was a bit of an incident.  You don’t need to know the details."
KI-JUNG,That’s too bad.  He seemed like a nice man.
YON-KYO,"You’re so precious, Ms. Jessica. So innocent.  You still have a lot to learn about this world."
YON-KYO,We used to like him too.  We were excited to have a driver who was young and hip.
KI-JUNG,I thought most people preferred older drivers.
YON-KYO,"Yes, it’s true.  Older drivers tend to drive more carefully. They’re more sophisticated."
KI-JUNG,My uncle had a driver who was like that.  Mr. Kim.  A real gentleman. Such a kind man.  We used to follow him like an uncle.
YON-KYO,Really?
KI-JUNG,"Yes.  He was such a warm and kindhearted person. Unfortunately, my uncle was transferred to Chicago and had to let Mr. Kim go.  I don’t know what he’s doing these days--"
YON-KYO,"I’m very interested in this person, Ms. Jessica.  Do you think I could meet him?  As you can see, it’s becoming harder and harder for me to trust people.  I won’t hire anyone unless they’re recommended by people I absolutely, positively trust.  I just have a feeling he could be a great candidate since you grew up with him and all."
KI-JUNG,Would you like to meet him? Are you serious?
YON-KYO,"I am deadly serious. I think this is the best way to hire people.  Through people I trust.  It’s like a, what should I call it--"
YON-KYO,‘Belt of Trust.’
DONG-IK,Sorry. I’ll. Be. Right. With. You.
KI-TEK,"Don’t worry, sir. Take. Your. Time."
DONG-IK,This isn’t a test or anything so you don’t have to be nervous.  I just wanted to get out of the office.  I was dying in there.
KI-TEK,I understand.  You’re surrounded by people all day.  I’m sure you want some peace in the car.
DONG-IK,Thank you.  You must know your way around the city.
KI-TEK,"Every highway, road, and alley south of the DMZ.  When you do this for 30 years, it becomes second nature."
DONG-IK,I admire people who work in one profession their whole lives.
KI-TEK,"It’s a simple job really.  But I take pride in it.  Every morning, I go on a journey.  With a father, a CEO, or just a solitary man walking through life.  It’s a sort of companionship--"
DONG-IK,Ah.
KI-TEK,That’s how I’ve treated my job for the past 30 years.  How time flies.
DONG-IK,Exquisite corner-work.  I can feel your experience.
KI-JUNG,She’s an old fox.  She acts like she’s Mrs. Park’s sister.
KI-WOO,"She’s been in the house the longest.  Longer than the family. She used to work for the previous owner, the architect Namgoong Hyunja, who recommended her to the Parks when he moved to France. Told them she takes great care of the house and so on--"
CHUNG-SOOK,So she survived an ownership change.
KI-WOO,It’s a made job.  Of course she won’t just let go.
KI-JUNG,"If we want to extract her, we’ll need to do some prep work."
KI-WOO,That’s right.  We need a plan.
CHUNG-SOOK,"Hey, how about some more hot sauce here?"
KI-WOO,There’s something that Da-Hae told me.
DA-HAE,I’m so sick of apples.  I want peaches.
KI-WOO,Then why don’t you just ask for them?
DA-HAE,We can’t have peaches.  It’s a forbidden fruit in our house.
KI-WOO,"The housekeeper has a severe peach allergy.  If she even goes near a peach, she’ll turn red and start hyperventilating.  Full-on asthma attack.  Does everything but kill her."
MUN-KWANG,It was the worst one I ever had. I was sure I was going to die. No.  I’m telling you.  No peaches for miles.  That’s what I’m saying.  It’s driving me nuts!
KI-TEK,"Mrs. Park.  I, um, I didn’t know if this was worth mentioning, but I wanted to make sure."
KI-TEK,This person behind me.  Is that--
YON-KYO,"What--  Hey, that’s Mun-Kwang!"
KI-TEK,So it was her.  I didn’t quite remember her face.  I’d only seen her a couple of times when I went up to the house.
YON-KYO,Where is this from?  Is that a hospital?
KI-TEK,Yes.  I was at the hospital the other day for an annual check-up. I was taking a selfie to send my wife when I saw her behind me.
YON-KYO,Looks like she’s talking on the phone.
KI-TEK,"Yes, see--  I didn’t mean to, but I ended up overhearing--"
KI-TEK,"I, uh, didn’t mean to eavesdrop, but I happened to be right there, and unfortunately, uh, overheard everything--"
KI-WOO,"Cut, stop right there.  Dad, you’re overdoing it.  The worrying thing.  Tone it down.  I can tell you’re acting."
KI-WOO,Action!
KI-TEK,"I really didn’t mean to.  I was right there, and I just happened to overhear."
YON-KYO,What did you hear?
KI-TEK,I don’t know if I should say--
KI-WOO,I heard her say that she was -- diagnosed with tuberculosis!
YON-KYO,Tuberculosis!  Are you sure?
KI-TEK,"What was it--  “Active pulmonary tuberculosis.”  She was talking on the phone, and she seemed very upset.  Like she was angry at herself."
KI-WOO,I didn’t even know tuberculosis was still a thing.
YON-KYO,I didn’t even know tuberculosis was still a thing.
KI-TEK,"Neither did I.  I remember years ago we used to buy those seals for Christmas, but I thought it was all over.  You should look it up. Korea still has the highest tuberculosis rate among OECD countries."
YON-KYO,I can’t believe that Mun-Kwang-- How could she not tell me?  I can’t--
KI-TEK,"I wasn’t sure if I should say anything, but I felt like you should know.  I mean, she was just going about her business like everything was normal.  There are young children in the house.  Da- Song is only ten.  And this woman, with her tuberculosis, is in the kitchen making food and touching the dishes--"
YON-KYO,Stop!
YON-KYO,Please!  No more!
KI-WOO,If you find an opportunity -- do it.  Just like we practiced. It’ll be the cherry on top.
KI-WOO,Our bloody finale.
YON-KYO,"Mr. Kim, you have to promise you won’t tell my husband."
KI-TEK,Of course.
YON-KYO,He can’t find out that I’ve been keeping that walking lung disease around the kids this whole time. He’ll kill me.
KI-TEK,"Don’t worry, Mrs. Park. I don’t want to step out of line, but I had a request as well.  See, I have nothing personal against the housekeeper. I only acted out of a moral obligation to protect the health and safety of the public.  I wouldn’t want Mr. Park to think that I’m some kind of tattletale--"
YON-KYO,Don’t worry.  I’m not even going to mention the tuberculosis to Mun-Kwang.  I’ll come up with a completely unrelated reason.  Let her go quietly.
KI-TEK,I see.
YON-KYO,It’s the best way.  I’ve done it before.
KI-TEK,"Well, I trust your judgment."
YON-KYO,"Did you wash your hands, Mr. Kim?"
DONG-IK,"Mr. Kim, do you know a place where I can get some good short ribs? Somewhere not too far."
KI-TEK,Of course.
KI-TEK,You’ll be eating out tonight?
DONG-IK,Yes.  I suddenly had a craving for juicy short ribs.  Since I can’t have them at home now.
DONG-IK,Our housekeeper used to make the best short ribs.
KI-TEK,You mean the lady who just quit yesterday?
DONG-IK,"She was with us for a long time. I don’t know why she suddenly left.  Mrs. Park wouldn’t even tell me.  I mean, there’s no shortage of housekeepers looking for work so I guess we can just hire another one.  But it’s a real pity.  She was a great lady."
KI-TEK,I see.
DONG-IK,"She took care of all the little things in the house.  And she was a tremendous cook.  Most importantly, she never crossed the line.  If there’s one thing I hate, it’s people who cross the line.  Well, I guess she did have one flaw. She was a big eater.  Ate twice as much as other people.  But I suppose she worked twice as hard to make up for that."
KI-TEK,I guess Mrs. Park will need to find a new housekeeper soon.
DONG-IK,"Or the house will descend into chaos. I guarantee she won’t be able to survive a week without one.  Shambles, I tell you. My clothes will start smelling. Mrs. Park definitely wins the worst homemaker award. Doesn’t know her way around a vacuum, and her cooking is just -- abysmal!"
KI-TEK,"But...  you still love her, don’t you?"
DONG-IK,Of course I love her!  I don’t know what else you’d call this.
KI-TEK,Then maybe you should look at this--
DONG-IK,The Care?  What is this?
KI-TEK,"I just found out about them recently too.  It’s a membership- based total care company. Catering to families of VIP’s like yourself.  They provide maids, in- home caregivers, also drivers like myself.  From what I hear, they select only the best.  The most experienced workers."
DONG-IK,Looks very nice.
DONG-IK,"The design is gorgeous.  How did you learn about this company, Mr. Kim?"
KI-TEK,"They called me about working for them.  I guess I’m one of the more experienced drivers around, so they wanted to recruit me.  I turned them down because I was already scheduled to meet you."
DONG-IK,"I see. Well, I’m honored that you chose me over such a reputable company. I am forever grateful, Mr. Kim!"
KI-TEK,"You’re being ridiculous, sir."
DONG-IK,"Well, then.  I guess I’ll just give this to Mrs. Park."
KI-TEK,"Yes, you should.  But don’t say I gave it to you. You should tell her that you looked it up yourself."
DONG-IK,"Good idea!  That’s sure to earn me some points.  Thank you, Mr. Kim."
KI-TEK,"They’re membership-only, so I don’t think they have a website or anything.  There’s a consultation number in the back--"
KI-JUNG,Thank you for calling The Care. This is senior advisor Yeo Myung- Sun.  How may I help you?
CHUNG-SOOK,She could have won an Oscar if she became an actress.
KI-TEK,"She has a nice voice, doesn’t she? Just like me."
YON-KYO,I heard I need to sign up for a membership.
KI-JUNG,That’s correct.  We are a membership-only service.  If you aren’t currently a member I can guide you through the steps to become one.
YON-KYO,"Sure, okay."
KI-JUNG,Do you have a pen?  I can give you the list of forms you need to submit.
DA-HAE,Yay!  Peaches!
